feature_extractor,,,bt,bt,ctranspath,ctranspath,dino_p16,dino_p16,owkin,owkin,resnet50,resnet50,retccl,retccl,swav,swav,swin,swin,vit,vit,vits,vits
stats,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
augmentations,model,target,,,,,,,,,,,,,,,,,,,,
Macenko_patchwise,Transformer,BRAF,0.14851257171630017,0.037883183956971975,0.07450991239548234,0.06696521357182288,0.08853916492461035,0.07498526168220437,0.08009501066208148,0.04268504746058274,0.15974929895400375,0.05277304169724676,0.14598596658704185,0.0765232094808505,0.07371202077864619,0.10421079010762707,0.217927461528777,0.06970007013022456,0.21254181232454677,0.04360141572513653,0.19445671405792406,0.04311608290996742
Macenko_patchwise,Transformer,CDH1,0.04073415839767672,0.02610172356939145,0.05204198205566725,0.03644589885259402,0.048444019199374674,0.03718337257094099,0.08516591632461666,0.031199850213304268,0.17717047774890068,0.09997217140660254,0.05763878667449912,0.04159985354944825,0.013092814327240349,0.014526946167481696,0.18739322269058165,0.050929184339592704,0.1275417073974564,0.02678547509585978,0.11018018567656711,0.05773064778839712
Macenko_patchwise,Transformer,KRAS,0.08849699406299129,0.06124183005988536,0.07671022324236,0.048105180155198414,0.09653003124866212,0.04320982264113616,0.05017118363054984,0.05856396294179908,0.1331666639295645,0.050302587017876925,0.09427777437838716,0.05574569786252048,0.15433782844220245,0.04814997145183305,0.14866967110308332,0.039825533499093985,0.13035133986148723,0.06877281502087933,0.04315163998278754,0.05192923815153639
Macenko_patchwise,Transformer,MSI,0.04838431364059734,0.027330337645867404,0.036347274837493344,0.040355170194630384,0.022509806213378898,0.02958123188205722,0.04272586589812717,0.020415166582892982,0.21186168676376335,0.05833725018319673,0.07806538825988828,0.04453350758655895,0.0754419375038105,0.03967441194445093,0.18696456438063416,0.03961703351299084,0.21078144794461928,0.0711936230712721,0.16165593153001012,0.02340772241619185
Macenko_patchwise,Transformer,PIK3CA,0.07478118947881501,0.04006085519900703,0.059266899146026994,0.04095411369725922,0.031352613486242326,0.03341095694230371,0.06995262912649608,0.03501353949589793,0.044209788359587575,0.05463343373574721,0.06306689790623773,0.02464781601827861,0.08395260385413213,0.04469524372823608,0.09000975898641016,0.03692408713451394,0.08103835395712777,0.02869212404188461,0.06749547532933649,0.04882325565543948
Macenko_patchwise,Transformer,SMAD4,0.06774008914107968,0.0596617029349553,0.0810228173362832,0.05387696382687716,0.06154146834487998,0.058932818900846715,0.03643074675673919,0.03382070499428709,0.29879637404562004,0.10845134459855534,0.06723409339065785,0.043862960760007536,0.11694942160721797,0.01977122027298154,0.09234475537414581,0.06115174139347076,0.09202846928710916,0.03498506963172182,0.05104181214447091,0.05854169801004062
Macenko_patchwise,Transformer,TP53,0.04595441244506367,0.032602285755025176,0.01927092693710136,0.021109421288290655,0.024602014049529605,0.019660548265555737,0.06980399511716856,0.03493229361793264,0.23091513536836206,0.040697269045468165,0.044888216480256704,0.04002982859584022,0.03344036959076462,0.023074856441964674,0.20212723635101282,0.046505982976431444,0.17774454973603007,0.030934456575679885,0.18015757225418252,0.02539353152272126
Macenko_patchwise,Transformer,lymph,0.048387867618826845,0.05859358422047513,0.05910056274059559,0.07078236712194712,0.040914780308031105,0.04988980167728262,0.06943360011698507,0.06037887861324007,0.13726212422969056,0.08037206993936577,0.08028458993557169,0.06286910498683881,0.06769138019207611,0.05793221217046082,0.18788892667416554,0.0838615326322344,0.159929150749493,0.09510830026131216,0.16314598958615348,0.08724612364139506
Macenko_patchwise,Transformer,subtype,0.03371797366714263,0.029076970924182904,0.010319443183898632,0.01566606635844009,0.03522082133865297,0.02767728316399694,0.07631907029722729,0.0279267749675447,0.15817768140411487,0.050499728852539276,0.05504165454482997,0.031522406385144086,0.06346765323258409,0.03268018978822298,0.10711559815978919,0.04198310382818429,0.11203178926086782,0.034361439380682125,0.10700552030182284,0.029643951381339427
Macenko_slidewise,AttentionMIL,BRAF,0.341823202037832,0.07489940771001465,0.07360510196684915,0.06290333659276481,0.009908300304413233,0.019069524330627505,0.11675670709609888,0.04755421231469993,0.15046681728360842,0.04885248039136426,0.13371146287917968,0.050999237570222386,0.05266095962523972,0.05134332090095708,0.11083916988372508,0.06753298071518565,0.09548010196684396,0.0510775071285213,0.14867158498766644,0.05192188363965381
Macenko_slidewise,AttentionMIL,CDH1,0.040691302783962664,0.030841373659592698,0.036522255905150076,0.03964480345307846,0.03395228243637572,0.023466927051869858,0.08466615534591458,0.03856959180878528,0.19614531851577582,0.04255468468238275,0.019903169639588148,0.022133799258518817,0.019560514457699768,0.01707023127612522,0.22532862282562677,0.02882607064929317,0.15645371533203326,0.029467040735907342,0.12727039910124588,0.03940220677396972
Macenko_slidewise,AttentionMIL,KRAS,0.06303826189041221,0.0613919199416388,0.08441593265533259,0.03986758388601823,0.05123275136947249,0.042125904738889136,0.13201350784298901,0.043295454462914246,0.1697387537956177,0.04730580214449694,0.009828837871550755,0.019643904199084395,0.12056456422806085,0.03683274802020394,0.14676577663421544,0.02278954272590568,0.10051952219010234,0.037167177499634066,0.08546697711944554,0.044965046069953316
Macenko_slidewise,AttentionMIL,MSI,0.16687160029411957,0.1526798831454904,0.07932014360427764,0.02545697839976413,0.004731689834594083,0.01189127458689895,0.06249915256500416,0.033731903093255855,0.22263289585113055,0.03970386721634329,0.0637851704597527,0.033469828992481195,0.12998886003494942,0.044268869863158186,0.19423782720565147,0.04732889203472153,0.1474271286964676,0.03993325632290221,0.19758146896360815,0.05730267726057526
Macenko_slidewise,AttentionMIL,PIK3CA,0.1199009295982316,0.025086074176870362,0.030472349790954915,0.019915633961951437,0.020643758444214108,0.019024173641826195,0.10087237325135676,0.03429223584317391,0.03044378724517727,0.023957268207097187,0.050872361330412265,0.029002410687816543,0.05272951093139558,0.041184222588383945,0.07327238288346212,0.0479341053110576,0.035558080343627875,0.02723111575116845,0.03844379153671465,0.03144667973646857
Macenko_slidewise,AttentionMIL,SMAD4,0.22908533233628656,0.06652763257307381,0.08120425361616908,0.0292562752773791,0.09347495454773075,0.0648561633183945,0.06551798004134747,0.04606070976019712,0.11200756448729562,0.06758001402709404,0.07924347537979536,0.021676513351442012,0.13363943714127247,0.06409806471067439,0.16235541719421903,0.05187850350404339,0.011185282649839512,0.024167654765070525,0.09689053911194266,0.11214877420030483
Macenko_slidewise,AttentionMIL,TP53,0.06472046726989157,0.08187686749616954,0.03814921730804056,0.029145971282008708,0.03831755274581987,0.029995396360219872,0.08085403794099592,0.03567740694439658,0.1560504352454884,0.034652176330994766,0.03105043524551287,0.027861786243839178,0.023278251827237854,0.02001082961490797,0.2655622040633488,0.032969245377117616,0.1239516770248428,0.022222837571415608,0.11250386589813288,0.03815710555084528
Macenko_slidewise,AttentionMIL,lymph,0.26767051926216445,0.1671057464425665,0.06422556152903543,0.08425420726370668,0.06232993116939511,0.07089452047217375,0.09033252707086069,0.0750631392025649,0.16371917238793726,0.07556678826251323,0.08836292734707023,0.06085594662963465,0.07256651630962395,0.05730703621011846,0.17825141659342614,0.08289459353546356,0.15725754013619633,0.07486439165300435,0.1719249199923543,0.09208931128406232
Macenko_slidewise,AttentionMIL,subtype,0.12758471965790583,0.05646863889403924,0.0015814900398253126,0.0028884183840560684,0.04138385057448908,0.038094223687449996,0.08797689676284214,0.03906988072298378,0.13488768339157228,0.043863379347931254,0.06635825634002637,0.043896225553327534,0.06866527795792589,0.04171245386621752,0.07736628055571838,0.036733586186737686,0.08486163616181172,0.036766308004004766,0.12383247613906692,0.05198108881659072
Macenko_slidewise,MeanAveragePooling,BRAF,0.20118617057798927,0.07847859996833145,0.05570744514465348,0.03393261845991392,0.028912236690519635,0.03796959295192219,0.10830053329467147,0.05475240777113585,0.1458670282363746,0.029488824315490755,0.1307074451446431,0.0338058344913745,0.012356379032134898,0.0204157945205892,0.1267845773696872,0.06229050069122379,0.12671807050704864,0.06903091371246704,0.20697074174880606,0.044658426589889416
Macenko_slidewise,MeanAveragePooling,CDH1,0.010814953346252506,0.004984326113601564,0.02246544410705537,0.005486120194739042,0.018467712898255394,0.021033902303440946,0.028233564395903993,0.018958984545818985,0.11452713062286665,0.04341863929547695,0.0067030196380617624,0.00750310829097403,0.012299824256898293,0.009718137361318257,0.14251111795423896,0.022513000082486558,0.08231693555833056,0.007965164688934443,0.08540090372085644,0.016618567631073895
Macenko_slidewise,MeanAveragePooling,KRAS,0.05986465122632405,0.046060357392783594,0.07026257421901136,0.04944180983695903,0.047327136062897276,0.027027270667609467,0.020037352108273974,0.01929095238238462,0.06808539535931264,0.03886460402486593,0.02315297033719044,0.018982176038194618,0.16849830653600942,0.020527094912503253,0.04961693193844211,0.04784725701085567,0.0775073280566043,0.03403803152976494,0.024053858780183304,0.022512215780037856
Macenko_slidewise,MeanAveragePooling,MSI,0.15673582572935596,0.04089804580564744,0.025048566055297962,0.015236596776730478,0.020830452632903288,0.014873938809758515,0.006993007850646574,0.01391399393893437,0.18266172428130914,0.03792259001221705,0.048351025772097225,0.01616011930156694,0.15483254213332676,0.01494533776796566,0.18266172428131602,0.028812378227898595,0.16342306156160216,0.021156814024836997,0.17381401081084466,0.05915942531641159
Macenko_slidewise,MeanAveragePooling,PIK3CA,0.07358033380508407,0.011787958284859732,0.0011231990814207816,0.0034261899946214456,0.04529459199905449,0.015191325584075073,0.06263748130798256,0.023283247919616633,0.03123746833800856,0.014215473137787362,0.05180891475676695,0.01169507935610812,0.14958033285141176,0.02033637134944733,0.030637452220918272,0.013805184311104413,0.0402660580635002,0.013014938802359658,0.05029461107254532,0.030364348605470735
Macenko_slidewise,MeanAveragePooling,SMAD4,0.019436815452580206,0.014338656311878724,0.08205542869567832,0.01980630479915444,0.054983940792079286,0.0224937185101702,0.07301051921845156,0.026758992023146126,0.05858924694060751,0.05607525617491121,0.046128788661952205,0.008448127202650558,0.12974678583143984,0.03496049305070791,0.07800735540389657,0.025470138051867187,0.003497532081603857,0.006395475645608927,0.030948522758485093,0.02678534530069444
Macenko_slidewise,MeanAveragePooling,TP53,0.04029906066894488,0.029450901217488012,0.034210386600495586,0.02843510656876675,0.04703305038452221,0.03974998306203768,0.10974350246428598,0.04031473364584812,0.14652802022933056,0.03170188874751258,0.06802072795867213,0.037060446318950814,0.02458638223647968,0.028355905564360316,0.14983891519547468,0.04226283647639018,0.0798894194030855,0.03355515242865491,0.1209107426070987,0.04102251100106293
Macenko_slidewise,MeanAveragePooling,lymph,0.21483593337716192,0.10313221807544311,0.1428189789551615,0.09747955437610667,0.06688553445521199,0.07810609672558665,0.12321050517740832,0.11266357594409393,0.2050711190003531,0.09997444174324115,0.12451563232127642,0.10196701598493109,0.12600951545418823,0.10590379991689415,0.19577317588510554,0.09442914491572359,0.13926133268061586,0.10965367771019588,0.18420549981775117,0.10778315903357993
Macenko_slidewise,MeanAveragePooling,subtype,0.09337116479872874,0.02766885285018807,0.0,0.0,0.06258087158204566,0.00692937953715763,0.1256559729576342,0.012046949469982545,0.08393683433532846,0.005160271377119518,0.0225409746170033,0.0030239406476763185,0.08362467288970629,0.005083061984043176,0.06985754966735881,0.005410208566585283,0.04612152576445953,0.00589696593209536,0.07932496070862266,0.009954598520103025
Macenko_slidewise,Transformer,BRAF,0.14706745240214236,0.07381608905698205,0.032971698970795604,0.03105379247258819,0.03902223798752098,0.048409738028799734,0.09081744644165901,0.07986349664510402,0.12658872100831228,0.06500605241311602,0.207971693010381,0.0870663281447978,0.15185465309142734,0.09979692039922543,0.2120940515708712,0.05177104731496785,0.22572435233114022,0.10672888875364808,0.15079084131240522,0.03987206122357675
Macenko_slidewise,Transformer,CDH1,0.029253865661618732,0.02338630046765089,0.014290989818574571,0.02180963023077037,0.06489067214964334,0.037896834468521635,0.08110996622085352,0.019759102921904626,0.19938522714615903,0.06681759727489602,0.0600362791442869,0.034329611622003924,0.021087123336793,0.01809004486977013,0.1467867149734594,0.039276870245241194,0.14147545236588105,0.03308311576961117,0.15398260492323848,0.044078710145439265
Macenko_slidewise,Transformer,KRAS,0.01604831740570088,0.022248015361959327,0.05977956578445245,0.029458336111403433,0.09878104254912773,0.052835703300915283,0.057790081951150374,0.06086161978316081,0.12543271109769824,0.030044651698531297,0.1117315106124866,0.03786406259904388,0.1364687614173887,0.04530258247453222,0.1247570447654741,0.05919480334818481,0.10568798110199273,0.04089078048430504,0.10324802920532955,0.03188045285248145
Macenko_slidewise,Transformer,MSI,0.040682707405085755,0.025484411892502622,0.021444032764435562,0.022866467090868058,0.01023005065917863,0.017884469744115027,0.04099137601852481,0.03201134128335521,0.21218478498459734,0.039421692096022594,0.0904769640922548,0.02706251790673843,0.1258679133415418,0.05613609936687986,0.2078638297081138,0.08725528414434673,0.2211354118347083,0.06364097974652089,0.21732883272172757,0.08223204602336612
Macenko_slidewise,Transformer,PIK3CA,0.04908808425878746,0.016682950809781084,0.08128809885000607,0.043342979021087635,0.023688065566772675,0.024867598046354977,0.03463095382666432,0.01633778719800416,0.03143094734167402,0.018763812075826322,0.059688102760069944,0.04199639536788326,0.06125951365446126,0.04961952994050786,0.03900237039541355,0.02867426138991719,0.024202346362824166,0.021039415446824018,0.048230945625061854,0.029312698743048878
Macenko_slidewise,Transformer,SMAD4,0.052299661511265624,0.025420142463134978,0.17412126767046487,0.08659857358826258,0.07317249285586777,0.0664126447638012,0.02554443585284362,0.027402150385974933,0.19815668570406553,0.12546712093948412,0.07557606207735242,0.03745623637462747,0.1757658194244782,0.08494153028355622,0.15773924695856556,0.08150039656426628,0.03737238156207378,0.0328152679935316,0.0353483389557211,0.030048393429541916
Macenko_slidewise,Transformer,TP53,0.023817940196991058,0.02574576341708107,0.04794814153671781,0.04516283107100755,0.017897649250028257,0.028284466504370383,0.09034431739806942,0.03661947682951474,0.16242625280383347,0.03628872621865598,0.02651153369903379,0.018967920095797754,0.041999764881134515,0.036780787647826954,0.19632073207854905,0.029930872034823645,0.1715452389335432,0.028488842283011327,0.14836899801254164,0.05478908447626317
Macenko_slidewise,Transformer,lymph,0.06144454619277314,0.05746712463607338,0.04613707205642708,0.06572377156041492,0.05669360300888039,0.04728923720092365,0.08831960102903691,0.08010950531616814,0.21656605145325297,0.07028830224200358,0.10254225870956785,0.04072360694235465,0.0793008341490199,0.08804326874714205,0.17416390320649944,0.08670124896090876,0.200103939980161,0.0837907683630804,0.1525206937490811,0.09034503708556982
Macenko_slidewise,Transformer,subtype,0.028338050174716342,0.02339694632504766,0.0388290994644143,0.03269427941183,0.019757389354707142,0.02504132877716947,0.10691454343794565,0.024234519142634428,0.1489113920212149,0.032291996507490706,0.06831495695115086,0.04777497854111803,0.0689678781509413,0.032450729829142565,0.09469044141770337,0.03298637775665027,0.123280369567864,0.04470460862377888,0.09270107679365884,0.022085885894280087
all,AttentionMIL,BRAF,0.23961939653396164,0.08830335842497164,0.09201298793792276,0.0670489644570913,0.007903931941986212,0.018217856753891808,0.17718584379199742,0.07723576875996087,0.24453959306716508,0.0753470739708995,0.180576811637859,0.054359660867651004,0.12725236257551906,0.06557681418594115,0.15783747276304308,0.07699616978406204,0.15956617435455597,0.05415302798798025,0.1885555251503008,0.056519066312111274
all,AttentionMIL,CDH1,0.10932794044495088,0.06675656312690949,0.014981893997189969,0.01673103089158345,0.031543855171201875,0.025425551095729203,0.09013890455246786,0.026340613767256778,0.06752328107834098,0.031415518890724595,0.0289738817024231,0.03179359567162369,0.03280023763657263,0.01727139822757446,0.1410812301445084,0.024675854442444373,0.10019034574508721,0.04340464582579121,0.06877969930648525,0.021044459438109127
all,AttentionMIL,KRAS,0.12221020271391551,0.05336025810477533,0.05772073676199529,0.034509882023447666,0.06875676323980397,0.03579168550410807,0.09675975253194256,0.05286021340699373,0.13628676344961235,0.02945432940112109,0.0422927777966905,0.04997036202982428,0.07431230952352781,0.047411510508438254,0.10374174525349594,0.054359414831310834,0.05603151728720569,0.03051543627200484,0.04435735156149557,0.03135532029442955
all,AttentionMIL,MSI,0.21421191997528674,0.10237174307055927,0.10052880353927865,0.036539840472954624,0.002586415481567232,0.00841247740980608,0.05510700054169473,0.03462704924120374,0.2403436452865643,0.045685427758519546,0.10680452890395002,0.06408619334984665,0.07640328712464271,0.031243067749499986,0.1542839796066148,0.04123722044313494,0.12938686914441447,0.03984542706905769,0.14574488706589447,0.02965575813253605
all,AttentionMIL,PIK3CA,0.16972745757284713,0.030082763779998516,0.03675604562942046,0.03153249833464596,0.03649888735001198,0.036838787219144895,0.12064176302137906,0.04688173406703513,0.006241757680815471,0.01204466140983965,0.06952746610823814,0.030269489348523144,0.09624173145477008,0.042586232455695185,0.06827032070342881,0.03676724609890669,0.08175603847686749,0.0367199371120713,0.0792417476672351,0.04305582080785492
all,AttentionMIL,SMAD4,0.195218628387456,0.05412280687351215,0.06555384967804373,0.0290738877951731,0.046009272079470975,0.05171803698136158,0.12867845867157263,0.06337725274299821,0.30325152252192095,0.11463638832316667,0.061885303001402124,0.023301224289495732,0.10850135658264244,0.0484294715107919,0.17270126317023288,0.04550346300638425,0.019001048545836997,0.023891166019126,0.06264432046890522,0.051625375554826464
all,AttentionMIL,TP53,0.19899550518995338,0.19660902392058052,0.0036251469612118676,0.0072604187904883105,0.03555556974410854,0.024227419627504194,0.10331650218965187,0.0514601931974705,0.13608866176604795,0.025782972084502826,0.028961853599548844,0.024453425367698383,0.06698090276718838,0.036915306782246145,0.21378226718904206,0.022667778559239647,0.11754206857681508,0.026318814106951,0.13858586988449184,0.019737377853284097
all,AttentionMIL,lymph,0.4025186360412422,0.0705433664490041,0.028587395005796906,0.029091080800868863,0.05646962528763112,0.05669492473177128,0.07306438093719328,0.06943519814465844,0.1564472497040007,0.08274214586040753,0.06164868479309278,0.046431657988955884,0.07205169802246501,0.0556485464482839,0.13044144516524936,0.08149214812667652,0.13885553484499227,0.05664779579733597,0.17273413544236255,0.08862046036135339
all,AttentionMIL,subtype,0.1705160236358693,0.04868071188522756,0.0011068916320801606,0.003768541321676692,0.05421293735504212,0.035225376428111306,0.1324316954612999,0.050912732011650086,0.09408005237580187,0.02535863218089949,0.06013926029205215,0.03550866383913486,0.06782701969146639,0.0271711451830158,0.044048068523414564,0.02619898111295054,0.04491832017898819,0.02643136657478995,0.07607811450957128,0.02908456894377501
all,MeanAveragePooling,BRAF,0.19161702156064403,0.015487155279411082,0.039622364044188584,0.02473033801318685,0.0005265927314758392,0.0018024200159389005,0.08895743846894101,0.06582434185055705,0.27280054450035324,0.045608544165135684,0.16289362668993207,0.02603522139913312,0.10930319786071808,0.04776950601465856,0.18470213174818897,0.0470240468867177,0.20298670291898568,0.015844958641420017,0.23084573507311057,0.02660364224830825
all,MeanAveragePooling,CDH1,0.04156686677704153,0.007452138166862308,0.03311455859909327,0.01623924117983996,0.02174965753326373,0.018622706792919164,0.015181952855680915,0.023743092061414266,0.01141268625030458,0.01173256255594811,0.02660400285492108,0.009549823673045537,0.024548012158964655,0.014838679539374601,0.10273192538985279,0.03303097521558059,0.07686098232040128,0.008757588966601879,0.026946669957731786,0.0171928448622493
all,MeanAveragePooling,KRAS,0.026668836841584838,0.016914800997096233,0.08102319456099509,0.025532633167648734,0.09314780450819928,0.02161177803437709,0.11390602804182844,0.050346401762897806,0.00726192213058429,0.011225446533587822,0.08008474327087389,0.06761424294849323,0.13466432310105278,0.03728713061835981,0.034364011058803594,0.03800811635353115,0.10688653207778716,0.05002196185345486,0.039431586036679525,0.023637971116710683
all,MeanAveragePooling,MSI,0.12495887708664924,0.067515240445832,0.03761315774917615,0.032872542756728185,0.012047318935394185,0.017449362515525306,0.017345683097841944,0.018547095960836195,0.22362140846251297,0.03228484706061541,0.1028909726142746,0.04525526169043146,0.048981480121611846,0.016972449879319923,0.14841564130781942,0.021215094557290138,0.17243830394746168,0.023983759793829693,0.2048456830978644,0.03415628035473719
