target,train_dataset,test_dataset,model,feature_extractor,augmentations,seed,train_auroc,val_auroc,test_auroc
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,simple_rotate,4,0.7398216724395752,0.7622336149215698,0.8429468870162964
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_patchwise,0,0.7525438070297241,0.6894237995147705,0.672187328338623
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_patchwise,1,0.7054393291473389,0.6530189514160156,0.6230725049972534
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_patchwise,2,0.63177490234375,0.664561927318573,0.6019417643547058
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_patchwise,3,0.8015826940536499,0.6884372234344482,0.685322642326355
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_patchwise,4,0.5943059921264648,0.6422652006149292,0.5516847372055054
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_slidewise,0,0.765702486038208,0.6601223349571228,0.6207880973815918
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_slidewise,1,0.6870231628417969,0.6728492379188538,0.6145060062408447
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_slidewise,2,0.7578921914100647,0.7459549903869629,0.6699029207229614
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_slidewise,3,0.6956825256347656,0.7202051877975464,0.695602536201477
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_slidewise,4,0.7116791009902954,0.7162588834762573,0.6996002197265625
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,all,0,0.7795312404632568,0.6684095859527588,0.7001712918281555
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,all,1,0.6821054220199585,0.6595304012298584,0.600799560546875
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,all,2,0.8580679893493652,0.7332280874252319,0.7327241897583008
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,all,3,0.8607665300369263,0.7720993757247925,0.7195888161659241
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,all,4,0.647862434387207,0.6799526214599609,0.6145060062408447
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,none,0,0.7434661388397217,0.6961326003074646,0.71387779712677
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,none,1,0.7146382927894592,0.6900157928466797,0.6756139397621155
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,none,2,0.6790249347686768,0.6502565145492554,0.6887493133544922
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,none,3,0.6764355897903442,0.643547773361206,0.6761850118637085
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,none,4,0.735758900642395,0.654498815536499,0.731010913848877
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,simple_rotate,0,0.7582741975784302,0.7480268478393555,0.750428318977356
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,simple_rotate,1,0.858832061290741,0.7242501974105835,0.6733295917510986
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,simple_rotate,2,0.6384391784667969,0.6391081213951111,0.6641918420791626
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,simple_rotate,3,0.6921290755271912,0.7010655403137207,0.7001713514328003
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,simple_rotate,4,0.7170820236206055,0.7089581489562988,0.7041690349578857
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_patchwise,0,0.7567339539527893,0.6906077265739441,0.727013111114502
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_patchwise,1,0.7467163801193237,0.687450647354126,0.6761850118637085
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_patchwise,2,0.7847462296485901,0.6980071067810059,0.6636207699775696
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_patchwise,3,0.6460796594619751,0.6625888347625732,0.6767561435699463
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_patchwise,4,0.7566490769386292,0.7324388027191162,0.689891517162323
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_slidewise,0,0.7495846152305603,0.6146408319473267,0.6185036897659302
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_slidewise,1,0.7948517799377441,0.7058011293411255,0.6499143838882446
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_slidewise,2,0.818440318107605,0.7087608575820923,0.6961736083030701
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_slidewise,3,0.856849193572998,0.7256314158439636,0.6667618751525879
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_slidewise,4,0.8654659986495972,0.7649960517883301,0.695602536201477
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,all,0,0.7416651248931885,0.7076262831687927,0.7361507415771484
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,all,1,0.845176100730896,0.7669692039489746,0.6453455686569214
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,all,2,0.8153781294822693,0.711227297782898,0.7144489288330078
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,all,3,0.8136135339736938,0.7419100403785706,0.6913192272186279
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,all,4,0.5352404117584229,0.6712707281112671,0.7121644616127014
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,none,0,0.7662118673324585,0.678176760673523,0.7164477109909058
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,none,1,0.8200048208236694,0.7466455698013306,0.6950314044952393
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,none,2,0.8041355609893799,0.770126223564148,0.6898914575576782
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,none,3,0.6922260522842407,0.7358918786048889,0.7395774126052856
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,none,4,0.8415196537971497,0.7632201910018921,0.7053112983703613
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,simple_rotate,0,0.8581165671348572,0.7669692039489746,0.6833237409591675
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,simple_rotate,1,0.7227638959884644,0.757498025894165,0.7161622047424316
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,simple_rotate,2,0.7345764636993408,0.6824191212654114,0.7692747116088867
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,simple_rotate,3,0.8652113676071167,0.7130031585693359,0.7115933299064636
CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,simple_rotate,4,0.5569553375244141,0.6517363786697388,0.7110222578048706
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,Macenko_patchwise,0,0.4854004979133606,0.5462009906768799,0.5060000419616699
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,Macenko_patchwise,1,0.4934895634651184,0.514988124370575,0.5514285564422607
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,Macenko_patchwise,2,0.5491524934768677,0.5109813809394836,0.5042856931686401
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,Macenko_patchwise,3,0.48032158613204956,0.5712307691574097,0.4934285879135132
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,Macenko_patchwise,4,0.49617302417755127,0.5604472160339355,0.4959999918937683
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,Macenko_slidewise,0,0.5105493068695068,0.5733082294464111,0.5274285674095154
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,Macenko_slidewise,1,0.5386953353881836,0.5554016828536987,0.5268571376800537
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,Macenko_slidewise,2,0.525985062122345,0.5744954347610474,0.5342857241630554
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,Macenko_slidewise,3,0.5292540192604065,0.5733082294464111,0.501714289188385
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,Macenko_slidewise,4,0.5532074570655823,0.5809259414672852,0.5577143430709839
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,all,0,0.48888131976127625,0.5862683057785034,0.4699999988079071
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,all,1,0.48366332054138184,0.6054610013961792,0.49228572845458984
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,all,2,0.4906589686870575,0.5620300769805908,0.5062857270240784
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,all,3,0.44340062141418457,0.5569598078727722,0.4905714392662048
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,all,4,0.5017468929290771,0.5893352031707764,0.4885714650154114
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,none,0,0.5191139578819275,0.5828057527542114,0.5405714511871338
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,none,1,0.5144086480140686,0.5915116667747498,0.5725713968276978
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,none,2,0.5369160771369934,0.5585675239562988,0.534000039100647
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,none,3,0.503209114074707,0.5026216506958008,0.5025714635848999
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,bt,none,4,0.4739340543746948,0.5931193232536316,0.5308572053909302
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,Macenko_patchwise,0,0.6704224944114685,0.619855523109436,0.5977143049240112
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,Macenko_patchwise,1,0.5874255895614624,0.5913633108139038,0.6134285926818848
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,Macenko_patchwise,2,0.6725510954856873,0.6397902965545654,0.5914285778999329
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,Macenko_patchwise,3,0.6697075366973877,0.6652156114578247,0.6131428480148315
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,Macenko_patchwise,4,0.614250123500824,0.6026909351348877,0.6077142953872681
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,Macenko_slidewise,0,0.6886225938796997,0.6702611446380615,0.628000020980835
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,Macenko_slidewise,1,0.5847955346107483,0.6541353464126587,0.6291428804397583
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,Macenko_slidewise,2,0.662655234336853,0.6158488988876343,0.6145714521408081
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,Macenko_slidewise,3,0.6765884160995483,0.6157993674278259,0.6202857494354248
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,Macenko_slidewise,4,0.6210921406745911,0.6581915616989136,0.6031428575515747
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,all,0,0.6287105083465576,0.6254451870918274,0.5925714373588562
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,all,1,0.5855169296264648,0.5609418153762817,0.6299999952316284
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,all,2,0.518410325050354,0.6240601539611816,0.6265714168548584
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,all,3,0.5815670490264893,0.6388009786605835,0.6271428465843201
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,all,4,0.6198046207427979,0.6440937519073486,0.6362857222557068
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,none,0,0.6262616515159607,0.6360803246498108,0.6062856912612915
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,none,1,0.581214427947998,0.5525326728820801,0.6354285478591919
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,none,2,0.6615748405456543,0.6218836307525635,0.6114285588264465
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,none,3,0.6611284017562866,0.611495852470398,0.6172857284545898
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,ctranspath,none,4,0.6240683197975159,0.6478037238121033,0.6385713815689087
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,Macenko_patchwise,0,0.7221208810806274,0.6541353464126587,0.6037142872810364
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,Macenko_patchwise,1,0.5323110818862915,0.6299960613250732,0.608285665512085
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,Macenko_patchwise,2,0.6210241913795471,0.6413236856460571,0.6410000324249268
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,Macenko_patchwise,3,0.6653597354888916,0.627572238445282,0.6154285669326782
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,Macenko_patchwise,4,0.6179314851760864,0.6544321775436401,0.6542856693267822
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,Macenko_slidewise,0,0.5788851976394653,0.6342006325721741,0.634857177734375
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,Macenko_slidewise,1,0.6335726976394653,0.6329145431518555,0.6405714750289917
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,Macenko_slidewise,2,0.6101772785186768,0.6185694336891174,0.6202857494354248
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,Macenko_slidewise,3,0.6433132886886597,0.6253957748413086,0.617142915725708
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,Macenko_slidewise,4,0.6508087515830994,0.6128314137458801,0.631428599357605
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,all,0,0.5900588035583496,0.6348931789398193,0.6302856802940369
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,all,1,0.5930771231651306,0.6319746971130371,0.6282857656478882
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,all,2,0.6238677501678467,0.5720221400260925,0.6425714492797852
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,all,3,0.5452089905738831,0.5740997195243835,0.5730000138282776
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,all,4,0.6308974027633667,0.6249505281448364,0.6397143006324768
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,none,0,0.6540275812149048,0.6193609237670898,0.6208571195602417
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,none,1,0.609747052192688,0.6528491973876953,0.6439999341964722
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,none,2,0.6039143204689026,0.6271270513534546,0.6528571844100952
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,none,3,0.6324825286865234,0.6248515844345093,0.6285713911056519
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,dino_p16,none,4,0.6369920969009399,0.6102591753005981,0.6751428842544556
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,Macenko_patchwise,0,0.6232919096946716,0.6294024586677551,0.5800000429153442
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,Macenko_patchwise,1,0.6372865438461304,0.6109516620635986,0.6111428737640381
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,Macenko_patchwise,2,0.6353195905685425,0.6335081458091736,0.5757143497467041
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,Macenko_patchwise,3,0.6030958890914917,0.6004154682159424,0.5738571882247925
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,Macenko_patchwise,4,0.6394636631011963,0.6323209404945374,0.6044285297393799
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,Macenko_slidewise,0,0.6274876594543457,0.5771665573120117,0.5667142868041992
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,Macenko_slidewise,1,0.5327413082122803,0.5770182013511658,0.5885714292526245
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,Macenko_slidewise,2,0.5973957777023315,0.561782717704773,0.5065714120864868
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,Macenko_slidewise,3,0.5864551067352295,0.6146121621131897,0.524571418762207
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,Macenko_slidewise,4,0.6581747531890869,0.6304906606674194,0.5567142963409424
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,all,0,0.6824533939361572,0.5945785641670227,0.5199999809265137
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,all,1,0.7171324491500854,0.5446181297302246,0.4774285554885864
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,all,2,0.6265203952789307,0.6163434982299805,0.5642857551574707
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,all,3,0.6596887707710266,0.6074396371841431,0.587142825126648
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,all,4,0.6547489166259766,0.6273742914199829,0.5442857146263123
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,none,0,0.5306515097618103,0.6065492630004883,0.5725713968276978
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,none,1,0.5723085403442383,0.5936386585235596,0.5888571739196777
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,none,2,0.4829127788543701,0.5989315509796143,0.5460000038146973
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,none,3,0.6488645076751709,0.6173328161239624,0.5711429119110107
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,owkin,none,4,0.6799819469451904,0.6464681625366211,0.5897142887115479
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,Macenko_patchwise,0,0.5429865121841431,0.591363251209259,0.6361428499221802
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,Macenko_patchwise,1,0.5064150094985962,0.5577759742736816,0.628000020980835
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,Macenko_patchwise,2,0.5636193156242371,0.5763751268386841,0.6242856979370117
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,Macenko_patchwise,3,0.4966970682144165,0.5726157426834106,0.6202857494354248
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,Macenko_patchwise,4,0.5673363208770752,0.5860704183578491,0.6311428546905518
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,Macenko_slidewise,0,0.5314829349517822,0.5537198185920715,0.607285737991333
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,Macenko_slidewise,1,0.5124708414077759,0.561139702796936,0.6111428737640381
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,Macenko_slidewise,2,0.5350672602653503,0.5459042191505432,0.6357142925262451
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,Macenko_slidewise,3,0.5442482233047485,0.5933913588523865,0.5951428413391113
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,Macenko_slidewise,4,0.5680124163627625,0.5646517276763916,0.6460000276565552
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,all,0,0.5805253386497498,0.5567866563796997,0.6474286317825317
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,all,1,0.49229100346565247,0.5194895267486572,0.636285662651062
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,all,2,0.698046088218689,0.6179263591766357,0.6671428680419922
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,all,3,0.6136613488197327,0.59873366355896,0.7094285488128662
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,all,4,0.6260998845100403,0.5447170734405518,0.6048571467399597
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,none,0,0.5672586560249329,0.5306687951087952,0.6562857627868652
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,none,1,0.5008427500724792,0.5298773646354675,0.6517143249511719
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,none,2,0.5445716977119446,0.5190938115119934,0.6304285526275635
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,none,3,0.4975252151489258,0.5256232619285583,0.6045714616775513
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,resnet50,none,4,0.6138004660606384,0.6023941040039062,0.7185714244842529
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,Macenko_patchwise,0,0.6406314373016357,0.6622971892356873,0.6105714440345764
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,Macenko_patchwise,1,0.7040954828262329,0.6931143999099731,0.6408571004867554
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,Macenko_patchwise,2,0.7453643083572388,0.6792639493942261,0.6325714588165283
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,Macenko_patchwise,3,0.7073434591293335,0.6331618428230286,0.5928571224212646
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,Macenko_patchwise,4,0.6242494583129883,0.6612583994865417,0.6125714778900146
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,Macenko_slidewise,0,0.5949145555496216,0.5960625410079956,0.5590000152587891
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,Macenko_slidewise,1,0.7036426067352295,0.6862881183624268,0.6131428480148315
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,Macenko_slidewise,2,0.7002134919166565,0.6792639493942261,0.6100000143051147
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,Macenko_slidewise,3,0.6881599426269531,0.5759299993515015,0.5872856974601746
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,Macenko_slidewise,4,0.7020542025566101,0.6497328877449036,0.6237143278121948
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,all,0,0.6018083691596985,0.6271269917488098,0.5832856893539429
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,all,1,0.6909970045089722,0.670063316822052,0.5937142968177795
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,all,2,0.7495146989822388,0.6532449722290039,0.5900000333786011
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,all,3,0.6670936346054077,0.6432033777236938,0.5725713968276978
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,all,4,0.7541990280151367,0.6540364027023315,0.6091428995132446
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,none,0,0.6155376434326172,0.6279679536819458,0.6064285635948181
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,none,1,0.6351126432418823,0.6421645879745483,0.6282857656478882
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,none,2,0.6903629899024963,0.6517114639282227,0.6094285845756531
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,none,3,0.6371861696243286,0.6279184818267822,0.6088571548461914
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,retccl,none,4,0.6969009041786194,0.6664028167724609,0.6302857398986816
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,swav,Macenko_patchwise,0,0.6494467854499817,0.5785021781921387,0.6039999723434448
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,swav,Macenko_patchwise,1,0.5978245139122009,0.6245547533035278,0.6308571100234985
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,swav,Macenko_patchwise,2,0.6369177103042603,0.6473585367202759,0.5682857036590576
PIK3CA,tcga_brca_PIK3CA,cptac_brca_PIK3CA,AttentionMIL,swav,Macenko_patchwise,3,0.6548783779144287,0.6280174255371094,0.5791428685188293
