target,,BRAF,BRAF,CDH1,CDH1,KRAS,KRAS,MSI,MSI,PIK3CA,PIK3CA,SMAD4,SMAD4,TP53,TP53,lymph,lymph,subtype,subtype
stats,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
model,feature_extractor,,,,,,,,,,,,,,,,,,
MeanAveragePooling,swav,0.027593100070952965,0.011790933359145175,0.029025705337523862,0.015807567269506488,0.12360041959763249,0.02470846868120642,0.05330661201477008,0.016428544892751362,0.10941486797332996,0.01662669978237296,0.13012017679215165,0.04336342404010942,0.042318866596220896,0.024876781463757956,0.13424579105704992,0.12869870984835885,0.06715824604034237,0.003047077666361283
MeanAveragePooling,swin,0.12519950866699592,0.027127185681718142,0.10001370477676105,0.03729058814972402,0.016655989723203556,0.014585874931980426,0.17321400308610002,0.024997534996319043,0.05167202196120983,0.02195401744704856,0.10266919803619208,0.022271385812239784,0.1286544660186817,0.04515438509549338,0.16632629833548254,0.12343074906981569,0.08420768976211583,0.007951048995760851
MeanAveragePooling,vit,0.17672873735427982,0.03639394855321844,0.07402857112883907,0.010716946422333843,0.06718148811340219,0.03351023177051259,0.14697945976258667,0.019844893834600908,0.08504342279433853,0.017066960499047927,0.015192932605743927,0.017993345434805227,0.06588791404724015,0.022780388776280237,0.15364638767569344,0.1061557083368487,0.06610077619552217,0.009665284235549439
Transformer,bt,0.1323373343467678,0.05292895849281957,0.04816059158707008,0.02594266196954359,0.01625963464736931,0.02293111721255855,0.022388416290283625,0.019764700788644923,0.09994799071235125,0.04192595589856737,0.06068744727172955,0.024975931569484477,0.020843537330626903,0.020753158005353847,0.07118922036011309,0.06911117663916465,0.039197649261472144,0.026620926985198398
Transformer,ctranspath,0.08380010385513283,0.06316685375852045,0.013037791713714744,0.016321929074261356,0.04433772579193014,0.03715792087479469,0.02315999841690158,0.019838420218844313,0.07969083362502948,0.07003060998080292,0.08288858004608061,0.0519998587864595,0.0256695942878712,0.029098442962152266,0.06953686039764717,0.06837617166039496,0.010366322299956952,0.017336239885825607
Transformer,dino_p16,0.024491610717773324,0.03636404926272345,0.06198126362228454,0.026514070762621533,0.05597436443328989,0.032005113490105465,0.00834516859054536,0.014051153378180437,0.017090852793886085,0.018245695227923475,0.020269966802980047,0.02840085817647175,0.028924341678620038,0.0216092568568611,0.05130534928161664,0.04409463060356061,0.03777322938155928,0.033803495644322154
Transformer,owkin,0.10880012769698805,0.07075051730157156,0.07557350681686457,0.047995924790175525,0.045388770256039844,0.03625965128485606,0.05268674468994018,0.03895872372889886,0.04691941314620712,0.03131274556127119,0.1155894167045574,0.05785623336870781,0.07555735874175916,0.029698245145310997,0.06641317169983525,0.052008367024507444,0.1290943281860255,0.03911048598389592
Transformer,resnet50,0.19297564287186444,0.06414165105026283,0.10178708122634991,0.071860963098072,0.10991578713416775,0.03859233273666256,0.19337607002257556,0.06506599950474003,0.041062273320388004,0.07142328523368165,0.29319851466217894,0.10723005286003547,0.14657308626175702,0.029374393996326405,0.19113957445938362,0.08091659148179202,0.13169280459595836,0.035662013391040186
Transformer,retccl,0.2157815005302419,0.10903378562511498,0.037366750701901104,0.04192777429949273,0.12080169335365502,0.04958676553896167,0.1526867446899484,0.025585283402857265,0.08720512562675725,0.058430765225349166,0.054488850317382945,0.04331750873551414,0.021516938686370668,0.019714753939465552,0.07076055567581177,0.06459816396541031,0.09413922002029547,0.03507597400075192
Transformer,swav,0.06837454099655327,0.04819344877072899,0.035653450950622376,0.0535404682332919,0.07988574520111284,0.033985859670724,0.061585932731625735,0.029931340582076534,0.10540511184615964,0.05390337469098589,0.16309099265136745,0.06615067357394554,0.05165161657333409,0.028201391909903784,0.07182579796630764,0.05877097860893098,0.0848710673065205,0.042891988086614576
Transformer,swin,0.1669783021926785,0.05315825493618929,0.11343756006622517,0.025500011816835057,0.08919506088257065,0.03756137547770162,0.18668878650665663,0.06879264597922449,0.09311942034645677,0.03349528809288898,0.13367922373809862,0.04780643911899595,0.21433401870728075,0.03569831589971466,0.15949123661834713,0.08083180241520109,0.08552216460419176,0.036302482899111636
Transformer,vit,0.20401285548210715,0.08004857472229768,0.1012730984535185,0.021977177927185954,0.13472810998917356,0.053939637573412705,0.17737809991836634,0.050256057693907445,0.1091193872062689,0.015601721882625333,0.059042919359586846,0.05352707646525278,0.17477172183991085,0.03541090428564944,0.20840234320481046,0.06855337974585321,0.07904186417770054,0.0319673329037376
