feature_extractor,,,,bt,bt,ctranspath,ctranspath,dino_p16,dino_p16,mocov2,mocov2,owkin,owkin,owkin_teacher,owkin_teacher,resnet50,resnet50,retccl,retccl,swav,swav,swin,swin,uni,uni,vit,vit,vitl,vitl,vits,vits
stats,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
magnification,augmentations,model,target,,,,,,,,,,,,,,,,,,,,,,,,,,,,
low,Macenko_patchwise,AttentionMIL,BRAF,0.3039218487472777,0.09437301506711662,0.0837090732803354,0.03155984219453222,0.047139954780580404,0.05713381546716909,0.12267184278841606,0.051117822362326266,0.11881546995518605,0.04064505579612251,0.09188728353877378,0.030839402673187386,0.19368249199407472,0.067462148707123,0.16602290890102414,0.030214247898662845,0.0970734479178938,0.050892329143443486,0.13277825138491864,0.07394845264957235,0.015225029205322293,0.023917963533952813,0.15119578859686564,0.061074729807819736,0.2866346242191517,0.06016538203973231,0.20026493689969968,0.07181835730100439
low,Macenko_patchwise,AttentionMIL,CDH1,0.04883448786163419,0.019714028822537043,0.029531213706970275,0.03367504003717753,0.018451854652403787,0.01868096779852149,0.06345470852278841,0.02025151250423075,0.05306067175293125,0.01902241120624503,0.05785792774581969,0.018269540674415947,0.19200981564084188,0.03836243624878107,0.04335190958404718,0.02449760923738129,0.034785398906713734,0.030631333484464434,0.20485963530050874,0.04451724576894563,0.012398180431366208,0.012700698621127578,0.12376311726023839,0.03412573291867623,0.1074295968474932,0.043875509027738686,0.1060589403574866,0.028416328693892212
low,Macenko_patchwise,AttentionMIL,KRAS,0.09570568889780791,0.059986331948449184,0.08393766969804059,0.03395532322117959,0.08769143909577262,0.04272016053735613,0.06149023861054089,0.03256138689720606,0.07282660097245318,0.05132361941974333,0.032286036912240135,0.037584404329376285,0.1444106468603202,0.03478488171983601,0.034876132909095754,0.03816416945777926,0.14076953024077896,0.07829647191256663,0.12811936229815024,0.039706017282185334,0.03603981823090758,0.031607202393336586,0.11378003448619833,0.04206255724769057,0.12646771758930153,0.03626094080463323,0.07770645708206578,0.05809060452075862
low,Macenko_patchwise,AttentionMIL,MSI,0.3433284494709454,0.0727813469051652,0.08221734497833741,0.05680385650479258,0.0209518883018485,0.02370512039348589,0.15253625843664403,0.04663193926451551,0.03911031220245071,0.03191451056260567,0.06796835396576877,0.05480932237390267,0.19127081368119542,0.026172517832645466,0.08067412112044926,0.032348044044134126,0.1339663121470026,0.03800373869189612,0.14795804951335623,0.023751697331458814,0.0443057987480196,0.05584551218690022,0.15320498678686792,0.03669940087074363,0.15587985250322992,0.08834218415035894,0.16606507036093765,0.03955594989503805
low,Macenko_patchwise,AttentionMIL,PIK3CA,0.1364703639636992,0.022418235778371324,0.04201321445813899,0.011480793330467356,0.022156093944218965,0.017699482310423304,0.059670363296179495,0.024502644724223206,0.05767034136167084,0.017278381318711837,0.06209895454755251,0.019074176327902793,0.01872750364651931,0.009176433550012615,0.02881321750989378,0.018253558408829536,0.056756089557317375,0.025450446679520303,0.050441799987459866,0.028269885032208834,0.01675606809964726,0.017544694233091025,0.04695608459821166,0.04119055832510646,0.020470367301611864,0.013642646898087224,0.01721323572507385,0.017742351730512272
low,Macenko_patchwise,AttentionMIL,SMAD4,0.15368713391410396,0.0858228510936214,0.0682981218157952,0.024375350750302973,0.05324437273132495,0.034212956164746094,0.08347839964019788,0.03883415929163575,0.06500906599152889,0.056415073117065194,0.08904447210419567,0.06342575773072037,0.15090405595887493,0.06473152286658639,0.07715326202500272,0.03161282273262703,0.11371241462815004,0.046227124009197824,0.20454100025443134,0.02682375493616407,0.0666535819827371,0.035851102446631804,0.022124811535950487,0.024994562047644574,0.22376933943712757,0.061758246149831185,0.07323171747314111,0.030151165186163245
low,Macenko_patchwise,AttentionMIL,TP53,0.045285297107697034,0.03146217246105566,0.05016745395660564,0.028841335172505624,0.06498227186203775,0.030048920553487592,0.050195515823364366,0.020770508091894145,0.11091380186003633,0.03850018803197308,0.06697441406248963,0.02180522157220967,0.19009451932882632,0.05633202518571184,0.05446039505004724,0.04813438174252124,0.05836050577163747,0.022568308288756306,0.2593425399783581,0.03185676406098291,0.003085518550872788,0.005849982062003095,0.1443032509806538,0.022155023172909283,0.20544242925525366,0.040190632984318256,0.1254199749982158,0.03948434594467712
low,Macenko_patchwise,AttentionMIL,lymph,0.2698453473411332,0.13023619931893396,0.054785178834543535,0.05739046336017978,0.08277875059281932,0.06215925102203235,0.10392793291267094,0.06593299430728472,0.10910503738616238,0.09415215469960056,0.08973499410790818,0.06119420405374404,0.1850697027987808,0.07059981212154257,0.11538532846570848,0.08967130549789037,0.09942080848867864,0.07265652078467343,0.18249631994602344,0.0714449155596307,0.028841339284527655,0.034711848365825596,0.1773318516563469,0.11831355928650204,0.18394362801038508,0.07820082571639701,0.21007741563833907,0.06819008792684225
low,Macenko_patchwise,AttentionMIL,subtype,0.132661838054663,0.03600555121287928,0.02092021179199081,0.020988105099649795,0.063871628761297,0.027303728746749897,0.11866139841079695,0.031604323324643795,0.12937659692764708,0.024105637526753262,0.15861734819413106,0.028596448837891798,0.19133073759006836,0.029836285816515082,0.10481326055524215,0.0343202142245139,0.07388722372054461,0.021478706386804002,0.09925105047203463,0.023820842647033044,0.008560604572295818,0.015937691006988587,0.1248911089897292,0.034391093095641416,0.1319268054960888,0.03345339191297705,0.11693725061456818,0.025593623205700522
low,Macenko_patchwise,MeanAveragePooling,BRAF,0.1822175275802735,0.02522296720375941,0.0709808361053479,0.03862941270230114,0.001034046363830332,0.003089279398419267,0.06107393617630003,0.03705241576243015,0.090129793834683,0.03317473935872421,0.1077494632720958,0.05950418897087906,0.21320159549713477,0.0444695616143489,0.13673882598876638,0.04855102450402255,0.043121792030337044,0.032228434524077275,0.14704468364860374,0.03969326709234227,0.10681861753625559,0.06635667622941069,0.1594781648635635,0.05594458072614629,0.23633988614083126,0.04770272405479401,0.21712444539584394,0.05742499733085082
low,Macenko_patchwise,MeanAveragePooling,CDH1,0.02909199498657127,0.011777639651100891,0.01310115359787043,0.011468899174402053,0.024408965334929398,0.015603780920982389,0.016299312338869255,0.011108361808470038,0.01698463462356806,0.01314766915748207,0.010873835310972973,0.01014187546134276,0.11761285565850797,0.044961759832688915,0.02475163243774625,0.011284630295043398,0.02715025447372522,0.014105314420685277,0.13200461171630062,0.022202480545627113,0.023152559027711513,0.012051783949346159,0.0956825306272947,0.01141785039554362,0.09237014554504898,0.015152476521619907,0.061644821391143925,0.037639211085741114
low,Macenko_patchwise,MeanAveragePooling,KRAS,0.02456085313893369,0.02945910622716697,0.09411792983176691,0.050465565461824166,0.07403533090687232,0.03465790089882376,0.06457589496708771,0.0195249773670578,0.05316445459462285,0.027177836706602943,0.027714022294055233,0.0182411344591353,0.027751549378405575,0.026199955445045008,0.0527891003046143,0.045045225295462156,0.1574437462249029,0.014733623296142525,0.04423055280781817,0.0334818172874019,0.05181312193013325,0.06964884644533216,0.10365248550517266,0.054622679666942196,0.10248878826228279,0.020085951762542242,0.018217023507129945,0.014177778668151763
low,Macenko_patchwise,MeanAveragePooling,MSI,0.12564135915789448,0.034398908384851726,0.04534298307419126,0.02736784412787174,0.05856317407607992,0.0377457957840502,0.09781215316784102,0.023664968936965382,0.03366603977202695,0.034914693067894985,0.02368663675308328,0.0322139448830693,0.16411870843936902,0.04641231141258996,0.05876894123077415,0.023036105867419557,0.13490059501628007,0.028465599675254707,0.12955081588749706,0.030209265118908084,0.03886151439666339,0.031733550665367496,0.18700965768715327,0.034160993439909915,0.15269898301766174,0.039926904321923244,0.18227715617844523,0.027067759281574125
low,Macenko_patchwise,MeanAveragePooling,PIK3CA,0.055963996425208044,0.013190395167746916,0.011621168628271665,0.012572656687540117,0.03990687467151608,0.0175957248741138,0.039506867900425464,0.010798560201163475,0.08382116891437874,0.03674028123778198,0.05010686255984881,0.03437274679812884,0.03162113763385569,0.01243391456247675,0.03270687200122701,0.012730557376286583,0.11950687505360555,0.010945737533591338,0.014706853404577534,0.008016654959169487,0.05919257737689806,0.029501683740101054,0.03387830592685831,0.014071246089813643,0.015735450759469482,0.016040582463678142,0.018906870856817092,0.017867351308509
low,Macenko_patchwise,MeanAveragePooling,SMAD4,0.010569117979891757,0.013880928743813362,0.05320036263931077,0.01945423744406738,0.03858934493530241,0.02616274505556683,0.03460453601349014,0.014698598403396174,0.0723654374646017,0.06343356117796453,0.046748755888823976,0.029328210206614976,0.11392142029277795,0.0972995997300896,0.0383995637463381,0.013865722730481896,0.09241604657637587,0.024773148858382082,0.04814026208389186,0.015348025213405364,0.04466143699157935,0.028687245398708976,0.029670916514281866,0.026285729255137738,0.12227055879620671,0.020774913976290253,0.08046159596909104,0.04121022500750316
low,Macenko_patchwise,MeanAveragePooling,TP53,0.05136834049224882,0.034916843016770824,0.03874207401275332,0.025266377785467035,0.06522916221618946,0.04492674098261217,0.07984757089615092,0.019208344455558003,0.13520676755973227,0.02806575542138684,0.16172188186762018,0.046838443502633234,0.0950832810405393,0.020395495451651462,0.06626734399795584,0.026368408205562986,0.056390794754030305,0.019950521258012995,0.13335488700877804,0.03632804957803877,0.005633231639862004,0.012642955417509845,0.08644132280349877,0.02421499276323809,0.14960071706534125,0.020861897737332543,0.10784983301189117,0.05070524785072269
low,Macenko_patchwise,MeanAveragePooling,lymph,0.20153099762181922,0.11065743282461465,0.19992387758485866,0.09825050595432056,0.1346135662668185,0.12774927817443288,0.16562519537177764,0.11876750412921873,0.18427613245109914,0.14451585062072655,0.16007385717589265,0.13324563767625852,0.24229356514223735,0.10244765171082232,0.16061164604383268,0.09466072624494803,0.1426660822504299,0.11608697671733814,0.2198655532460977,0.10497825069307573,0.07116253839605863,0.10220896391176838,0.18757828937696547,0.09794291355475447,0.2064686821587213,0.09544870414961268,0.19509888158706062,0.12229171033321351
low,Macenko_patchwise,MeanAveragePooling,subtype,0.06136504650116899,0.03509332413007057,0.0053648495674138595,0.006243580965919868,0.05047830581665076,0.010753072356311887,0.04286856889724718,0.007111434412542591,0.11529417276458355,0.008642437160306432,0.09846471786550638,0.017602118242327852,0.08084239006043603,0.007021047439186505,0.017681851387023436,0.006876465465332152,0.06708946466446143,0.006622476250589191,0.0700590157508908,0.010010646248138412,0.0038561248779291797,0.004900421910296571,0.0352281832694979,0.006897389057018449,0.04449283123016082,0.009154628294418621,0.06567512989045257,0.0077126975744079476
low,Macenko_patchwise,Transformer,BRAF,0.15617097985766695,0.02677594895832956,0.08216832053680506,0.06638624201235835,0.09619757306596148,0.07700005920715002,0.17724812400368187,0.038864690567117485,0.08775341880339738,0.035188869846763025,0.039482168078613496,0.032590478617307225,0.16740770709540737,0.04546217929093302,0.1536443747284678,0.07276236732445177,0.0813704289199895,0.1078422551203043,0.22558586967053473,0.06434217584182139,0.08635714423674348,0.03650472776939082,0.22020022046618415,0.03439330267854431,0.23688905608695948,0.04768893831380334,0.20211512220120512,0.03377591481219589
low,Macenko_patchwise,Transformer,CDH1,0.04073889509811502,0.026098130903922597,0.05204671875610508,0.0364447511161769,0.04844875589980917,0.0371810204677162,0.08288623348846882,0.03720961585814323,0.08517065302505283,0.031194150689051976,0.06758071438446277,0.024947153245224982,0.17717521444930942,0.09997247636827933,0.05764352337493874,0.0415993162194739,0.013097551027679281,0.014522861943596583,0.18739795939090265,0.05092569293955928,0.0900250102676445,0.04112908581518363,0.12754644409794064,0.02677883604620364,0.09156698242797306,0.027773711034022465,0.11018492237750652,0.05772756774667778
low,Macenko_patchwise,Transformer,KRAS,0.10606382557947504,0.06143899075037849,0.09427705475869229,0.04391601864632641,0.114096862765028,0.037804747818970454,0.10279802748742578,0.050368720172662536,0.06773801514688386,0.05820266425823607,0.05767794320169326,0.05059846165465653,0.15073349544627626,0.045633944606658816,0.11184460589473076,0.05226984992805066,0.171904659958541,0.04321072168103125,0.16623650261951156,0.03368594271088083,0.05456232497277993,0.05519241223564741,0.14791817137810054,0.06543121324793967,0.17081609437107012,0.04128669218688823,0.0607184714991179,0.060460116872848566
low,Macenko_patchwise,Transformer,MSI,0.055680234021025066,0.026449919223799936,0.043643195217922044,0.041510622317350705,0.029805726593810946,0.034127682541054576,0.12327280718697084,0.06527912667350337,0.05002178627856427,0.018329957490296877,0.040402419155913645,0.044514139749501525,0.21915760714476934,0.057517884551828255,0.085361308640322,0.04463705481216767,0.08273785788424061,0.03986817608538309,0.19426048476398758,0.03840028162331999,0.03165761906512319,0.034345299030493805,0.21807736832684782,0.07052378499765002,0.21267613847419903,0.025303342786276953,0.16895185191709497,0.02128364990068358
low,Macenko_patchwise,Transformer,PIK3CA,0.07904512561539757,0.038111743798267636,0.06353083528261338,0.040205332901626416,0.03561654962280861,0.034148788968284965,0.025730845105443625,0.022993844736116573,0.07421656526307645,0.032293105748264564,0.080073687207503,0.04495864819797775,0.04847372449616014,0.05697170035528848,0.06733083404282615,0.020475200839470974,0.08821653999069959,0.04343833568814645,0.0942736951227277,0.03425830128850006,0.05233083642700873,0.0294589285352673,0.08530229009370487,0.025188355854487393,0.031045123708044416,0.026703551180032755,0.07175941146591655,0.047398329059673144
low,Macenko_patchwise,Transformer,SMAD4,0.08218221714321733,0.06242367613301196,0.09546494533865688,0.05460356497292731,0.0759835963470286,0.061747778567667035,0.10166355421453165,0.06003712437095134,0.05087287475888747,0.038920499267416864,0.037084162734189983,0.05209231871343154,0.3132385020527557,0.1087999681367593,0.08167622139279014,0.04714003146663797,0.13139154961040048,0.02160185344844049,0.10678688337647238,0.06204956779631125,0.0974257235745959,0.041953429114332565,0.10647059728908852,0.03606638362748591,0.13967745353294003,0.04935465930888089,0.06548394014660543,0.06068121772573702
low,Macenko_patchwise,Transformer,TP53,0.07124608947510348,0.03802707721375528,0.044562603967131915,0.030498744961051347,0.0498936910795583,0.028574241086349608,0.11672871305202451,0.039036432311158914,0.09509567214718834,0.03960238184365773,0.09136395646804929,0.037521548768232896,0.2562068123978001,0.04476964628836303,0.07017989351028318,0.04671984513239752,0.058732046620789374,0.03632810010687141,0.22741891338170972,0.05010848205273539,0.014736558930816749,0.024962947134360793,0.20303622676565578,0.036124702416192,0.2285973925770236,0.039673203875775435,0.2054492492838125,0.031510077185261796
low,Macenko_patchwise,Transformer,lymph,0.06706866668142136,0.06204802453782643,0.07778136180320044,0.07346289256064757,0.059595579370636746,0.05384193641158818,0.09949043439339182,0.058785691501392796,0.08811439917959432,0.06318274783902685,0.10174455092874791,0.08958662596548476,0.15594292329297116,0.08102093346097405,0.09896538899860062,0.06511176072194501,0.08637217925466686,0.06003721676937632,0.20656972573648108,0.08447617421270019,0.004312426313537757,0.008531222253733603,0.17860994981347078,0.09570127073422344,0.22148516820374836,0.10923407386286953,0.1818267886505514,0.08783755169251777
low,Macenko_patchwise,Transformer,subtype,0.050395683521272966,0.033532409697513754,0.02699715303802496,0.024744095605844577,0.05189853119277978,0.02960919195564003,0.09113613771832478,0.03856800160159631,0.09299678015156637,0.028665979195038632,0.09210807489791961,0.03365691497745096,0.17485539125896235,0.05090516726438753,0.07171936439895689,0.03370844808648637,0.0801453630866975,0.033413656678027474,0.12379330801408274,0.04246992402962937,0.00564959453964233,0.010389920071151217,0.12870949911502075,0.034954569892174214,0.09480743812927692,0.018291773247062975,0.12368323015619559,0.0303294789525611
low,Macenko_slidewise,AttentionMIL,BRAF,0.3539213969957,0.07005801854290443,0.085703296920775,0.057843152115053295,0.0220064952583298,0.026537292029129713,0.13929370190829918,0.04498424802148517,0.1288549020501641,0.039491869996293436,0.05119530703735502,0.051919557168116436,0.16256501223782432,0.04104594410318268,0.14580965783327768,0.04357897336648428,0.06475915457916157,0.047543769712965055,0.12293736483786771,0.0621870680655076,0.06475914265823243,0.062153517221512605,0.10757829692084313,0.043677667476731255,0.1974054291447561,0.09247275751237653,0.16076977994191188,0.04465519776714187
low,Macenko_slidewise,AttentionMIL,CDH1,0.04472567218398831,0.03148001508230896,0.04055662530517682,0.040597762940328935,0.03798665183639318,0.02293023167781665,0.06985415595626503,0.016031787367371753,0.088700524745946,0.038028359161029306,0.09372622150043289,0.019198718557463586,0.20017968791650886,0.04206451456439697,0.023937539039612626,0.02337361924256455,0.023594883857728236,0.01713386275180506,0.22936299222697637,0.028097411734878838,0.00897467511749255,0.00989247448745703,0.160488084732183,0.0287546289639381,0.11731275695363672,0.05513930685938115,0.1313047684988731,0.03887230499701905
low,Macenko_slidewise,AttentionMIL,KRAS,0.06327369813918943,0.061420346156265654,0.08465136890413046,0.03976117829231474,0.05146818761825546,0.042048206224781656,0.05886308555602898,0.02903758775027992,0.13224894409168117,0.04319749334665699,0.09245916013715035,0.03950202794766034,0.16997419004456177,0.0472161621780058,0.0100642741203312,0.019571983613299152,0.12080000047671484,0.03671754867912591,0.1470012128830024,0.02260288282367036,0.04842762355804458,0.039329206568321444,0.10075495843884694,0.0370530179280166,0.1292459428786697,0.04558113084460183,0.08570241336822353,0.04487073012953246
