feature_extractor,,,,bt,bt,ctranspath,ctranspath,dino_p16,dino_p16,mocov2,mocov2,owkin,owkin,owkin_teacher,owkin_teacher,resnet50,resnet50,retccl,retccl,swav,swav,swin,swin,uni,uni,vit,vit,vitl,vitl,vits,vits
stats,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
magnification,augmentations,model,target,,,,,,,,,,,,,,,,,,,,,,,,,,,,
low,Macenko_slidewise,AttentionMIL,MSI,0.1734877298445639,0.15152923190994202,0.08593627315521728,0.014136549012980856,0.011347819385526096,0.023351409186687173,0.20831283431979114,0.06958981168886567,0.06911528211593707,0.02770934936695286,0.030535055217743058,0.024418324961460302,0.22924902540185138,0.03358841080913137,0.07040130001068896,0.027449473957387865,0.13660498958401848,0.03887823436978311,0.20085395675041698,0.042329756554752095,0.03120374780655236,0.01971766039199957,0.15404325824727205,0.03385925618351724,0.2577469716713195,0.12806093649441833,0.20419759850532315,0.05324829659227864
low,Macenko_slidewise,AttentionMIL,PIK3CA,0.12370754473204638,0.02361573542170241,0.034278964924252066,0.018092480472613533,0.0244503735775158,0.017465943786534988,0.06956468813363767,0.02721411929935023,0.1046789883849382,0.03323175109771043,0.07982184879724849,0.02606688624916865,0.03425040237848644,0.023379187087249505,0.054678976463712815,0.027756994567473353,0.05653612606469739,0.04187068888578701,0.07707899801675203,0.047181249388585145,0.044479012417235654,0.03915987829873779,0.03936469547692507,0.028268398334494894,0.04296468489114202,0.03448120519187472,0.042250406670013896,0.030909808302837266
low,Macenko_slidewise,AttentionMIL,SMAD4,0.23008231960540948,0.06594937947310402,0.08220124088166106,0.02801750479555944,0.09447194181320315,0.0646425641410057,0.10769146524306447,0.020309311353810883,0.06651496730682642,0.04597302701601628,0.10136631570693633,0.03834125362850279,0.11300455175284142,0.06705628344857961,0.08024046264527296,0.019863360852163836,0.1346364244068754,0.06357767557646056,0.1633524044596887,0.051134859761997054,0.05519300542709896,0.038689646843972324,0.012182269915319687,0.02542053296172902,0.18745107494329485,0.03603442853703047,0.09788752637741088,0.11228430163280857
low,Macenko_slidewise,AttentionMIL,TP53,0.07712269869476507,0.08699928391732568,0.050551448732908934,0.03265994010793512,0.0507197841706825,0.03313991467409172,0.03887915459305275,0.025299121512129232,0.09325626936584917,0.03809240488919853,0.0964829668107593,0.03803749411699856,0.1684526666709959,0.03704566843204617,0.04345266667038019,0.031522986129373806,0.03568048325210751,0.024500666280412007,0.27796443549105726,0.03547646213802668,0.014047490030822332,0.017841066640771005,0.13635390844990308,0.025796564399765538,0.22723494615781972,0.032803120752524846,0.1249060973125706,0.04034318937769622
low,Macenko_slidewise,AttentionMIL,lymph,0.2937995849372464,0.17047666478891704,0.090354627206619,0.0914554706222467,0.08845899684782535,0.07599762085031105,0.11498591287222955,0.06799037536397182,0.1164615927465787,0.07582914178994989,0.07792896612099084,0.06132983417982993,0.1898482380640235,0.07461078166765045,0.11449199302246979,0.060801178916210695,0.0986955819872871,0.05702534976283354,0.2043804822703521,0.08202814665138024,0.013541179732589373,0.026299655468990376,0.18338660581531266,0.0743617853955357,0.24064069373981992,0.12968079085690495,0.19805398567081212,0.09199463961410391
low,Macenko_slidewise,AttentionMIL,subtype,0.15463035583162738,0.04942104264974987,0.028627126216888017,0.026670269481096912,0.0684294867515678,0.027636653072211963,0.09986162662371602,0.04979895947965733,0.11502253293795343,0.027931843077648656,0.12359798431110906,0.020342359274456406,0.16193331956510856,0.03431804664936551,0.09340389251695028,0.03436001885672405,0.09571091413441696,0.0315223902257968,0.10441191673273402,0.024557862939281312,0.009351937770841406,0.0161238491337052,0.11190727234010989,0.024606781224914907,0.1354143667215109,0.022103049071542268,0.1508781123165204,0.044224041793622236
low,Macenko_slidewise,MeanAveragePooling,BRAF,0.20242224148551374,0.07817421565332525,0.05694351605224622,0.03327812440004455,0.030148307598113926,0.03836093227517765,0.05468286684799274,0.03375971888006414,0.10953660420240147,0.054315223434566205,0.08513499907302549,0.0605230941276044,0.14710309914408348,0.028668939630192014,0.13194351605226357,0.033093077609494585,0.013592449939728052,0.0199373072348327,0.12802064827854437,0.0619065732888892,0.061930207527160566,0.04621776326894008,0.1279541414136337,0.06868467360327259,0.1975685041478752,0.032674987644607065,0.20820681265394259,0.04412133730401253
low,Macenko_slidewise,MeanAveragePooling,CDH1,0.015366901500701842,0.003396161644211873,0.027017392261504736,0.004077021284288151,0.02301966105270392,0.022289899623421764,0.0016604677276611053,0.0032664866107064887,0.03278551255035679,0.019863073448472077,0.030329789264678778,0.011925014151859729,0.11907907877731265,0.04326318095137985,0.011254967792510005,0.008060523285903997,0.01685177241134529,0.009767065998099836,0.1470630661071887,0.02221170323220386,0.039124728782651004,0.021074588970215788,0.08686888371276293,0.007068835567705266,0.08132919226455652,0.00538666521541333,0.08995285187531199,0.016208065210567318
low,Macenko_slidewise,MeanAveragePooling,KRAS,0.07435693414151659,0.04887579666006022,0.08475485713423406,0.051200832489518205,0.061819418978099984,0.030198526814918854,0.07495753438413166,0.027831935384374236,0.03452963502347969,0.02701297613276663,0.07364374072492308,0.045988129153419315,0.08257767827452488,0.04105613435870181,0.037645253252394636,0.02341039996619152,0.18299058945231728,0.02441418014524063,0.0641092148536463,0.05090728904929989,0.019326922010783676,0.023949704733954767,0.0919996109718575,0.03651605215299577,0.1165116277450688,0.02639671475780338,0.03854614169538521,0.027685165627034134
low,Macenko_slidewise,MeanAveragePooling,MSI,0.16388424121392914,0.04114126676230136,0.03219698154067924,0.016313678648940955,0.027978868118286156,0.016608566583951056,0.10915171586606977,0.019059922969092292,0.014141423336029033,0.02068727016155435,0.01799944125747697,0.015455462344944547,0.18981013976577793,0.038184768079743026,0.05549944125747655,0.0167690576623629,0.16198095761788786,0.015598615357386061,0.18981013976481828,0.02915659135112772,0.033791632286078864,0.032272427200391744,0.17057147704694106,0.021623238882059772,0.18101387702643973,0.014711650388971872,0.18096242630254458,0.05932782891559261
low,Macenko_slidewise,MeanAveragePooling,PIK3CA,0.07475326818466174,0.010031689751657587,0.0022961334609981313,0.005854577892611391,0.04646752637863504,0.013872822775100829,0.054753263416293024,0.010863064932360346,0.06381041568756986,0.022445232732907616,0.0841818050765917,0.02950250260589118,0.0324104027175973,0.013068582222790358,0.052981849136353065,0.009922384788626153,0.1507532672316489,0.019371289022956005,0.03181038660049492,0.012468031574581826,0.042924709739685526,0.017057056250538744,0.04143899244308929,0.011448470237420984,0.03018183273315338,0.02640868798872608,0.051467545452116355,0.029813676969186968
low,Macenko_slidewise,MeanAveragePooling,SMAD4,0.025345732719423055,0.015950425633976847,0.08796434596251944,0.020704041519025117,0.06089285805892948,0.023288087036921035,0.05469424918365581,0.009925763574127413,0.07891943648528447,0.02743011628701698,0.05317625001144348,0.05621958276222678,0.06449816420745912,0.056408239083488854,0.05203770592880293,0.010379714767595107,0.13565570309835007,0.03547680509534459,0.08391627267075029,0.026174330130981846,0.04691435292435059,0.03235319914165145,0.009406449348451073,0.011357565372299774,0.10194282725517143,0.025430079354569892,0.03685744002532876,0.028264720199757537
low,Macenko_slidewise,MeanAveragePooling,TP53,0.059567310485839256,0.03496851758925226,0.05347863641738567,0.023934029505366106,0.06630130020141504,0.044768743700056894,0.0906279346085429,0.021986717151693508,0.12901175228168354,0.036649539279441146,0.13310828414969966,0.03687781536334483,0.16579627004682862,0.026887185249111004,0.08728897777558121,0.03331858085059704,0.043854632053371756,0.027534878181806558,0.16910716501191358,0.0387821908546556,0.010268785629272397,0.01728369847918959,0.09915766921990084,0.029051059232397664,0.1832485696418003,0.02975873326117405,0.14017899242405402,0.03742669353938624
low,Macenko_slidewise,MeanAveragePooling,lymph,0.237349849330429,0.09859748829000002,0.16533289490949915,0.0930891940135122,0.08939945040965727,0.08822596693581183,0.15426775752319122,0.11014724818527993,0.14572442113176648,0.11482440505145954,0.10287731229085147,0.09657360941739786,0.22758503495358676,0.09529934579482548,0.14702954827565073,0.09893998053233205,0.1485234314086588,0.10375274113330375,0.2182870918387107,0.08946311583459675,0.08003956614759555,0.11122005654693029,0.16177524863502868,0.10978822107076111,0.1828642302633459,0.11789585473809198,0.20671941577316133,0.10381511470641872
low,Macenko_slidewise,MeanAveragePooling,subtype,0.09337116479873024,0.02766885285018525,0.0,0.0,0.06258087158203597,0.006929379537157998,0.04827911853790325,0.0027215365503283333,0.1256559729576216,0.012046949469983323,0.11232596635818609,0.018973005208335454,0.08393683433532546,0.005160271377120421,0.02254097461700365,0.0030239406476765328,0.08362467288972186,0.005083061984043907,0.06985754966735301,0.005410208566584296,0.025564050674438614,0.020613463842321794,0.04612152576446321,0.005896965932095309,0.06759216785431543,0.008875632002563971,0.07932496070861753,0.009954598520103025
low,Macenko_slidewise,Transformer,BRAF,0.16635946225918155,0.07117337909846139,0.05226370882796987,0.03906005211342019,0.05831424784469584,0.05396257113441358,0.1483408410531751,0.08195002552866275,0.11010945629863343,0.08008497237964739,0.03497645449447672,0.032179897600395635,0.14588073086521017,0.06206797539138087,0.22726370286484737,0.08483737611012306,0.1711466629483829,0.09923977291237342,0.23138606142938772,0.04792782311682858,0.0464791138153092,0.043442119314183396,0.2450163621863207,0.1049184949530869,0.18165200543705876,0.07609411181054557,0.17008285116963767,0.03473638085418444
low,Macenko_slidewise,Transformer,CDH1,0.02954831604003689,0.0233122410829831,0.014585440196990805,0.022003517905345462,0.06518512252806902,0.037765535705146,0.06644154075622356,0.030147047362174342,0.08140441659927944,0.01947349026139664,0.08740097764968915,0.023508866006708866,0.19967967752457008,0.06673369448990402,0.06033072952270549,0.03429718245199146,0.02138157371521093,0.01794314248040577,0.1470811653518674,0.03913396492746164,0.040627710857393196,0.021820618494528134,0.14176990274429613,0.03291332896727132,0.11338613513946541,0.01830985316951053,0.15427705531346858,0.04395142048614053
low,Macenko_slidewise,Transformer,KRAS,0.02956700809447749,0.02756864392327313,0.0732982564732242,0.03132510926212177,0.11229973323791544,0.057709857923894124,0.1278778363034135,0.045716495460074634,0.07130877263992658,0.06514128565456571,0.04428172595947926,0.04291563504645276,0.13895140178649243,0.031584228979146554,0.12525020130113754,0.03909692649077925,0.1499874521061844,0.046337958558646,0.13827573545564917,0.06019837195952354,0.09405649192779869,0.045895823519045906,0.1192066717907717,0.0420369099203337,0.15043788441302405,0.05580353958522074,0.11676671989411293,0.03333535208454354
low,Macenko_slidewise,Transformer,MSI,0.05327920821762251,0.02442902341805477,0.03404053357696662,0.02266238404199385,0.02282655147170963,0.026011470364507162,0.1329603185996024,0.03188942513759205,0.05358787683105372,0.031614097955215255,0.0321887007102978,0.02547370028082468,0.2247812857954136,0.03857727754223361,0.10307346490469442,0.025816979108898547,0.13846441415396835,0.05554636069973116,0.2204603305189178,0.0868770461397432,0.019843029056548677,0.02399713323945185,0.2337319126461025,0.06312139762358,0.2400590410534982,0.0453070271733912,0.22992533353448938,0.08183059286138315
low,Macenko_slidewise,Transformer,PIK3CA,0.07416607174793984,0.020032004134562933,0.10636608633905396,0.04485969518180928,0.04876605305592683,0.028808572408325767,0.11445179018878575,0.031366162889527656,0.059708941315815264,0.019783034209312655,0.05773751768986867,0.033041394238756655,0.056508934830831505,0.022786577807207987,0.08476609024922371,0.04368973056033003,0.08633750114371926,0.05361102755959288,0.06408035788457593,0.03153978372616054,0.032851779793900374,0.03342072941967161,0.04928033385197639,0.03023499690077491,0.03119462761800045,0.042970108574259674,0.07330893311421015,0.0320735475781195
low,Macenko_slidewise,Transformer,SMAD4,0.06114335950214821,0.024333940084384054,0.182964965668174,0.08628429167899963,0.08201619084676005,0.06745226574983676,0.12945453818628164,0.04886821443796201,0.0343881338437199,0.03267167270137376,0.06253487761813821,0.031973416618821325,0.2070003836914166,0.12525005391912647,0.08441976006824316,0.03691068070373149,0.18460951741504567,0.08462045873730836,0.16658294495110532,0.08116575024276494,0.04748108084995743,0.04159929273217893,0.04621607955295131,0.03455961255666934,0.1531104534479803,0.04974741840114886,0.04419203694660306,0.03094787586450119
low,Macenko_slidewise,Transformer,TP53,0.04943249464798104,0.03367537204301023,0.07356269598769856,0.051752668412098,0.04351220370101653,0.03703071025307284,0.09149197579185799,0.04858221722487176,0.11595887184898934,0.042146335707826235,0.07883764744567583,0.027353339218435354,0.18804080725500105,0.04185602609531263,0.05212608815002431,0.028947218904445224,0.06761431933211452,0.04242849592345632,0.221935286530392,0.03648167170900675,0.004202415950776096,0.007038506255892548,0.19715979338361414,0.03530820590946159,0.24356830359413034,0.028611975947434587,0.17398355246352898,0.05862507183505446
low,Macenko_slidewise,Transformer,lymph,0.06814031320678489,0.05733500494043626,0.05283283907043404,0.06845194165404746,0.06338937002288983,0.04879879459281256,0.08769387918579016,0.06471416056167911,0.09501536804269199,0.07985303592269063,0.06619513946640715,0.054863918111602426,0.22326181846491575,0.06934084137220499,0.10923802572320379,0.039068387563875366,0.08599660116301701,0.08999880813527719,0.18085967021742116,0.08609473337337999,0.022166106282347626,0.01770068159945049,0.20679970699221042,0.08299771693967146,0.2162285776687429,0.12388804296599407,0.15921646076052573,0.08967078979914701
low,Macenko_slidewise,Transformer,subtype,0.04099485946609753,0.026247953648863554,0.051485908755801134,0.03233713449708897,0.03241419864608848,0.027208365076719792,0.09321465564698726,0.028583902586901022,0.11957135273084547,0.018879672850324897,0.11019634080951168,0.02172808848579498,0.16156820131447683,0.028493914566165023,0.08097176624252442,0.04696472613209902,0.08162468744232076,0.028859202426715292,0.10734725070868455,0.029278511682840725,0.012806380519408935,0.02083766951296963,0.13593717885983114,0.04204321777724477,0.08560764862014726,0.02806498409860415,0.10535788608478398,0.016028614556263067
low,all,AttentionMIL,BRAF,0.2455621476696802,0.0841442744238107,0.09795573907333306,0.06313728875198563,0.013846683077392114,0.02715172523986375,0.128008937410876,0.051724104091941246,0.1831285949274514,0.07256659954085436,0.12428553061920054,0.07153323904755182,0.25048234420269305,0.07042696475898065,0.18651956277332138,0.04730484688520562,0.1331951137109275,0.06064666538083932,0.16378022389943664,0.0723329500154916,0.06464459853606673,0.051682190555642285,0.16550892549005194,0.047067252410281445,0.19097434240556257,0.06682726207534316,0.19449827628676922,0.049771283547629705
low,all,AttentionMIL,CDH1,0.11537066921629544,0.06646366081690971,0.02102462276855516,0.018239084509327118,0.03758658394257201,0.02684469896201471,0.06968251690307864,0.014669675691307327,0.09618163332386695,0.025589205190900386,0.09892292246263203,0.047086301975177346,0.07356600984969647,0.030795302849002056,0.03501661047378324,0.03441113106030595,0.03884296640792736,0.016248938686679433,0.1471239589158342,0.02387210257037788,0.034902372211612444,0.027388286356425755,0.10623307451654973,0.04295279697445133,0.0353592656556705,0.021413607263511086,0.0748224280778517,0.020095988696954413
low,all,AttentionMIL,KRAS,0.1279732248666029,0.05226802676490934,0.06348375891570483,0.033314289796762916,0.07451978539351807,0.03407065230467822,0.03976002549055876,0.0502903393926507,0.10252277468491967,0.055127183901456836,0.12189217423179038,0.034676103357400595,0.14204978560290268,0.027020496848670632,0.048055799950394246,0.052635280373126585,0.08007533167723,0.04661203838202266,0.10950476740626641,0.053923659878806464,0.0689642152679374,0.03542838042767596,0.06179453944090505,0.028532140379741673,0.14632909512356046,0.041712764753446374,0.050120373715195427,0.030488377298288846
low,all,AttentionMIL,MSI,0.22284235729347276,0.10082340138763292,0.1091592408562718,0.03194596108823068,0.011216852798460903,0.019759586392811772,0.15879919303904985,0.02756105566275892,0.06373743785859308,0.03188906330388217,0.0895604826355264,0.020696280408653046,0.248974082605154,0.042101577138403075,0.11543496622095059,0.06170510425293988,0.08503372444152696,0.02574151141247718,0.16291441692259429,0.03722758168263199,0.020887670650481836,0.024693812359467042,0.1380173064614002,0.03567972178110568,0.1702189303781493,0.07250423195049548,0.1543753243834739,0.023766541155099675
low,all,AttentionMIL,PIK3CA,0.172354282608222,0.028944587463787048,0.03938287065820386,0.030543663893519438,0.039125712378785815,0.03619302096333661,0.09021143482531492,0.04625540685834875,0.1232685880531613,0.046159651817751814,0.10775432156115555,0.03161589751718683,0.00886858270959488,0.015166720001354677,0.07215429113703839,0.029139951464809632,0.09886855648424203,0.041795689093371086,0.07089714573220965,0.035851094744953634,0.07226856516199533,0.03354591291431319,0.08438286350564672,0.035810794356988605,0.043554301722808324,0.03396590984804644,0.08186857269602413,0.04226878821901632
low,all,AttentionMIL,SMAD4,0.19527990522925148,0.05405830185791219,0.0656151265208117,0.028982887299099674,0.04607054892224595,0.05172277878413024,0.07965688410442472,0.03532979401118397,0.1287397355140863,0.06334827561716747,0.14904334846136488,0.04629559376296587,0.3033127993610918,0.1146059479419849,0.06194657984417723,0.02316052887552586,0.1085626334253949,0.0483791483914096,0.172762540012925,0.045426720346869426,0.12405916157402676,0.053212451261959566,0.019062325388613053,0.023861585958544942,0.17472331824983325,0.055355601492889144,0.06270559731167494,0.05159642136848535
low,all,AttentionMIL,TP53,0.204150177825779,0.1967198099219143,0.008779819602965318,0.010754487163221046,0.04071024238585944,0.025554141339229394,0.03981236993789725,0.022125516260679868,0.10847117483138852,0.05135858955965404,0.11910529911044028,0.059023217651412545,0.14124333440778744,0.02557957949510568,0.034116526241307454,0.024655118324336273,0.0721355754089403,0.03677353820974322,0.21893693983226062,0.022436163273717818,0.009846015567780543,0.011026042770166953,0.12269674121847521,0.026119594438506092,0.16217490016988945,0.03243311471553158,0.1437405425269566,0.019470935318031846
low,all,AttentionMIL,lymph,0.4270384989733378,0.06810505956554073,0.0531072579383866,0.04078700507054439,0.08098948822021575,0.05802655230891547,0.09621553049093641,0.058301955409067005,0.09758424387011408,0.06871283489959992,0.09274662361170295,0.06895198190873593,0.18096711264020005,0.08067338650406103,0.08616854772567362,0.04790436438730573,0.09657156095510377,0.05564592855385528,0.15496130810079134,0.07939686260415581,0.0044969998359680316,0.008939664489983774,0.16337539777860272,0.0535808301274555,0.21038494930370172,0.0769646576809216,0.19725399837237473,0.08670763775723736
low,all,AttentionMIL,subtype,0.19956436872230685,0.043201534182544805,0.030155236721038033,0.024134011458294708,0.08326128244399675,0.028787476914005572,0.1011335921283438,0.013729499216814264,0.16148004054938545,0.04570193789133623,0.15621777295989675,0.015075548001324811,0.12312839746385346,0.011816136095169263,0.08918760538101332,0.027521374489188025,0.09687536478035635,0.015324228420706246,0.07309641361236946,0.013525807092003668,0.0021956038475033535,0.004590803805837508,0.07396666526795322,0.01397061148068878,0.12920001268257963,0.021929400988977343,0.10512645959846639,0.01850602595855197
low,all,MeanAveragePooling,BRAF,0.19161702156066618,0.015487155279411233,0.039622364044188216,0.024730338013189485,0.0005265927314756948,0.0018024200159387543,0.11448938608169414,0.020921962193524032,0.08895743846893697,0.06582434185056092,0.10458247423171482,0.08263001213428206,0.272800544500367,0.04560854416513284,0.16289362668990434,0.02603522139913575,0.10930319785997764,0.047769506014659575,0.18470213175250058,0.047024046886718976,0.1198750114465763,0.03243024305010096,0.2029867029175515,0.015844958641424017,0.16362499953026793,0.015813684739533856,0.23084573507303593,0.02660364224830804
low,all,MeanAveragePooling,CDH1,0.04191263139602393,0.006972475824618864,0.033460323218068584,0.01604571145342776,0.022095422152245883,0.01857703068046956,0.024208466414178252,0.007511855401155663,0.01552771747466431,0.024003950485972893,0.031861261728971746,0.02948704038364528,0.011758450869286997,0.011776178671433137,0.02694976747390094,0.0091838665491033,0.02489377677794611,0.014646818158147881,0.10307769000881843,0.03292607446324386,0.04482524812575609,0.01254263037678204,0.07720674693938509,0.00835322814095511,0.05047916591521618,0.013016292247187575,0.027292434576715596,0.017089269750535065
low,all,MeanAveragePooling,KRAS,0.026668836841583925,0.016914800997096177,0.0810231945610066,0.025532633167649945,0.09314780450801875,0.021611778034375004,0.04997965312957561,0.023375204449792495,0.11390602804108942,0.05034640176290015,0.12340305066968289,0.028553525373773914,0.007261922130584737,0.011225446533587601,0.0800847432708602,0.06761424294849673,0.13466432310043538,0.03728713061836055,0.03436401105880994,0.03800811635352941,0.054296483764648885,0.01596623241695559,0.10688653207797258,0.05002196185345079,0.13856821275658965,0.03521882127814336,0.039431586036682946,0.02363797111671229
low,all,MeanAveragePooling,MSI,0.1353485869428537,0.06640073935112234,0.04800286760330097,0.031178118444497676,0.022437028789521123,0.02277470672486032,0.0858629631042494,0.020255988009444795,0.02773539295196454,0.019777464585888117,0.03097612133026125,0.021038450997662116,0.23401111831666432,0.02988414033550108,0.11328068246957738,0.04357509844548888,0.05937118997573957,0.011781958613504997,0.15880535116410285,0.017344472633633867,0.008548145198822188,0.011293223376683773,0.1828280138042838,0.020639070417828,0.15787942876988706,0.012212059929608422,0.21523539295407704,0.03189673935585897
low,all,MeanAveragePooling,PIK3CA,0.0878171634674012,0.02069073367375297,0.0005028557777404667,0.002059166446923117,0.04324573993682871,0.025613249803505836,0.05398857116698916,0.006573603107923689,0.07236002206803545,0.03581442645433734,0.07536000728607768,0.05017696250526326,0.021931452751159732,0.013585153836232789,0.06284570217133088,0.013238616317372302,0.09878857851028235,0.018278016311148053,0.037931449413300934,0.01465283739800309,0.04984571456909099,0.013925608450140693,0.07804573297501326,0.013413587813780214,0.04141715288163079,0.010595906391290785,0.06336000680923128,0.0072492211595900575
low,all,MeanAveragePooling,SMAD4,0.09429222679138098,0.14470703476812488,0.09403921699523686,0.030610777523816954,0.0046654138565057415,0.006670248029463626,0.05634154415130539,0.023022483806147707,0.11883365249633816,0.028063367481301234,0.10327387189865198,0.024473308511433003,0.154760286569602,0.05523719844981988,0.05722709035873466,0.022136576294141477,0.1261707935333616,0.05138135989987958,0.12699305153052243,0.038445515201334775,0.08328655099868806,0.04216166512178151,0.020920923709868207,0.023268541076021054,0.13148388004692008,0.04251131370422456,0.060895637035369723,0.029368527961383492
low,all,MeanAveragePooling,TP53,0.11495172977504085,0.05449445814274934,0.06133220195770324,0.01851037508880194,0.02505276203155552,0.02792022394683748,0.09138271808633269,0.01703046086053343,0.1465735197075552,0.02830672185005495,0.17182606458776054,0.06087795138795851,0.12886871099528716,0.018970967669917082,0.08627607822419073,0.016985291534972632,0.045451200008392,0.016447219164250453,0.18063635826190372,0.02963638385513028,0.0015398502349853423,0.0033247292134735112,0.11256675720184178,0.016458020440618847,0.1866128087048316,0.025375956582476315,0.17249944210137527,0.016447942227163434
low,all,MeanAveragePooling,lymph,0.3007283537444756,0.08406275008216003,0.16515857864014408,0.11181169837619002,0.0979446380199309,0.09585384296240883,0.19772622276069,0.14795059821874312,0.13401819158207012,0.11090904944752514,0.14979320455196152,0.09374110273754993,0.2476722447924903,0.0910291618340853,0.15095375466951036,0.10996470407951313,0.16828998017940927,0.12971780608388178,0.2096432058863839,0.11215148844943694,0.06280501771592398,0.0824485991402317,0.19079689670252992,0.07895297467424217,0.1979884474332431,0.06538337212103708,0.17501042771920622,0.10241266652753732
low,all,MeanAveragePooling,subtype,0.08880678892135065,0.03881403107391567,0.00642078399658187,0.007827992600063591,0.09165889501571801,0.0148898421372729,0.05734109163284217,0.009224673941772087,0.11891202211335203,0.012473482202250308,0.10854466438257457,0.014416154972285575,0.08428030490874976,0.01089900575910953,0.01658854961395195,0.008383902744002402,0.07647058248520132,0.00804752285034866,0.06572028875351182,0.01012713842787085,0.005723302364349602,0.007332628499665262,0.07591785669326902,0.011491056279807964,0.09743874549854376,0.009235382238862246,0.11615854978569203,0.015771805150526765
low,all,Transformer,BRAF,0.14695833601303476,0.041975202534581105,0.08558861889189744,0.07649574137028606,0.07235725797959174,0.044785706527310294,0.17521629013367404,0.06283222549813873,0.024484929221344483,0.030638443568342534,0.04675885118789721,0.0452151027665063,0.1927029935295439,0.05192673208832132,0.2516125825817744,0.08401710114213577,0.07561523594208011,0.037465249040093546,0.08764981903380348,0.04138067401330211,0.12714448847119703,0.06198255826634479,0.24921894945452747,0.07356789842578988,0.26318173087818375,0.05256852403931605,0.2185673681675024,0.04117848492835023
low,all,Transformer,CDH1,0.030086521992490185,0.03178941141774228,0.06383865345458188,0.023164221856686568,0.05544347036819489,0.031356611588998703,0.07349026669006442,0.033452253796377396,0.09821902979355618,0.03439778547718326,0.07280495632629419,0.02484602934669157,0.12140574921115672,0.042456056518645646,0.059840922245780394,0.0399481874609857,0.02557481993179312,0.025141605257341864,0.13471243847471684,0.059427565036574835,0.05984095800857443,0.03704856858384878,0.10838462580190379,0.038145843409457716,0.06652281750183282,0.024430347977953095,0.06446686256866445,0.028498400122972965
low,all,Transformer,KRAS,0.025466562378728155,0.022634146794112357,0.08346204863818701,0.03377499940449925,0.08950559006961896,0.046212816445710896,0.04828939543994913,0.02098735580659396,0.0403689633491875,0.031172354715484397,0.08522632228167988,0.0366393050575707,0.03920528994831395,0.03078404345926947,0.13072182642269045,0.04949429737204003,0.09795154439242974,0.04414097278934946,0.06360470758480005,0.06489126432710733,0.09930290089831272,0.034903136258444246,0.1642428587558313,0.05464430238624241,0.13905515776876667,0.017651280967914018,0.06491854296954588,0.04437118689381904
low,all,Transformer,MSI,0.07914897804260998,0.055421214763380494,0.07138150339125678,0.035297398281476225,0.01824362878799398,0.022288626752517478,0.11567159299818763,0.07374538573784797,0.05744116907119792,0.044702180831464454,0.11371688251464984,0.05648268676648919,0.18835679893456836,0.0241019310802366,0.12966340188965753,0.06897179232422149,0.10949876909250782,0.0440257418109043,0.13887121086131052,0.026801192436396584,0.010064607906340341,0.010155909652420383,0.15883005266191477,0.01565635835171528,0.15533211832051788,0.01698596432483018,0.18156667356485487,0.04909351115478083
low,all,Transformer,PIK3CA,0.10671482761306164,0.03279063725170163,0.03928626854843441,0.02625974603338194,0.04074341137833399,0.032486574709183556,0.054657710389556066,0.044152543957491235,0.10982910473747305,0.02989087119678872,0.047086251573027635,0.03139136895124004,0.017371965245666202,0.017268497655232425,0.09554339726407515,0.03397481448177132,0.10357197602214205,0.03251641551863628,0.035029126004634314,0.027701993867931943,0.08188625653212937,0.03763617988627062,0.09448626120509268,0.021307587986816274,0.0637433894438075,0.026748171362722187,0.08765767891830213,0.027167677435635827
low,all,Transformer,SMAD4,0.05769737716674901,0.022989406780503634,0.13587572332375206,0.06332446481355837,0.024806795082091562,0.027212866344813572,0.09621728416439561,0.045765026959459824,0.15649556871414788,0.04716918314917995,0.07604015823364549,0.04151943247096254,0.276166681015244,0.06802999355005546,0.12803259845730763,0.07264095669507604,0.16067017074681786,0.06364981162551502,0.10804521795274777,0.030196752458975244,0.08603385444641128,0.03751633144019273,0.03283964153289859,0.034128682585541005,0.11291556116095783,0.023322179843510694,0.02252974267959606,0.016584748431135173
low,all,Transformer,TP53,0.046581788872074724,0.02819636078709444,0.03384332260924803,0.0234748477084026,0.023293383930512238,0.013709011300791612,0.059067805622406,0.025990286345217082,0.0608074029429629,0.03060308285090811,0.08608797392684955,0.03504674721652519,0.10393312773574406,0.026365252427729403,0.01894433102447372,0.014262085139169954,0.0374628385051012,0.028694150704282845,0.21409023604375024,0.03218325654099435,0.030700775001830438,0.0380815212673399,0.1554763158308584,0.02523585714159674,0.1341519435389502,0.01693993197071571,0.1481530865182654,0.04570745945172393
low,all,Transformer,lymph,0.10655536120529459,0.08051948524290621,0.06057866280665366,0.042960419813026805,0.07348296111215603,0.06296095715877593,0.08541218703378572,0.058388414777141406,0.09408683245767313,0.055125282503912854,0.0932937926589366,0.06622222824285835,0.2000385588938411,0.07881388548393924,0.09848328297723723,0.07014661989027343,0.0901542729674176,0.06533851736671302,0.1421829885777503,0.09506617190073662,0.015888161116736806,0.020068824455033277,0.2012059873876061,0.12875479381373567,0.1938001102737743,0.08018261403420171,0.21144002144564344,0.052743387725108434
