model,,,,AttentionMIL,AttentionMIL,MeanAveragePooling,MeanAveragePooling,Transformer,Transformer
stats,,,,mean,std,mean,std,mean,std
low,all,dino_p16,MSI,0.014621390342712424,0.021519611470957385,0.022748960494995116,0.02301013694924209,0.023417700767517112,0.022927867720809784
low,all,dino_p16,PIK3CA,0.012084553241729737,0.021252091602651485,0.0417131519317627,0.02713451912342379,0.022970292568206787,0.027608932664004736
low,all,dino_p16,SMAD4,0.05235673332214356,0.05476641261810339,0.01643011713027954,0.0191077450950293,0.033065165519714355,0.03343738736947365
low,all,dino_p16,TP53,0.01580471706390381,0.015162452481377018,0.028655442714691164,0.02930985942019702,0.01139955234527588,0.01589915962203282
low,all,dino_p16,lymph,0.04503137540817265,0.05376941238016761,0.13649762344360356,0.1068889178313276,0.030904037475585937,0.04418708775529074
low,all,dino_p16,subtype,0.019985512256622314,0.02225522670083959,0.0365532431602478,0.02014637802957635,0.010092929363250732,0.015027225881353376
low,all,mocov2,BRAF,0.020819141387939454,0.023510610848036944,0.010978736400604249,0.014650773512656968,0.08538030576705932,0.05461495907133358
low,all,mocov2,CDH1,0.02110795259475708,0.01180121931688091,0.003860645294189453,0.008018685206898812,0.025334076881408693,0.019503858086832013
low,all,mocov2,KRAS,0.027430933475494385,0.04414436742989186,0.016582590103149414,0.020241911805546475,0.033361857891082765,0.021434428975582585
low,all,mocov2,MSI,0.09190332412719726,0.03774375920329456,0.015874488353729246,0.029248300978339498,0.05054525852203369,0.056469668262722414
low,all,mocov2,PIK3CA,0.04336341381072998,0.04072715077472516,0.03264912128448486,0.025607201771337306,0.01707772970199585,0.027735915703518882
low,all,mocov2,SMAD4,0.02156357526779175,0.027644193062471994,0.0037267541885375975,0.006058594374734724,0.04009616136550903,0.04159480529166527
low,all,mocov2,TP53,0.002542085647583008,0.008468354188923858,0.0826206398010254,0.019621551935385253,0.03480921506881714,0.026127610533813163
low,all,mocov2,lymph,0.042045737266540505,0.0514313071192893,0.21806752777099608,0.1505031864172493,0.024621582984924315,0.041097776070912674
low,all,mocov2,subtype,0.03925694704055786,0.011730916420380579,0.0036345648765563963,0.005548847604129908,0.019282655715942384,0.017495832628106896
low,all,owkin,BRAF,0.15033241510391235,0.06612385522276228,0.059840404987335206,0.0650332480602854,0.009042561054229736,0.017873665296813362
low,all,owkin,CDH1,0.05530780506134033,0.03060609178990503,0.002880632400512695,0.008367905145700743,0.0577635760307312,0.03311880758886468
low,all,owkin,KRAS,0.08403304815292359,0.05306022533198699,0.0743483304977417,0.055127968696732414,0.01928079128265381,0.03132770441021241
low,all,owkin,MSI,0.046351856231689456,0.031225496248259186,0.007257205486297607,0.012872007611350931,0.04182512187957764,0.04282280880017588
low,all,owkin,PIK3CA,0.04118285655975342,0.03929483213853625,0.015782861709594725,0.022155490861560333,0.03701141357421875,0.03223481101639023
low,all,owkin,SMAD4,0.03337128496170044,0.030587637179989413,0.028943720817565917,0.040507631852028866,0.06309930419921876,0.05635644035309795
low,all,owkin,TP53,0.04570146083831787,0.04280444013009052,0.11231201171875,0.03678538218208333,0.01104938268661499,0.02230088560554314
low,all,owkin,lymph,0.03901700162887573,0.05916117080912539,0.1499620475769043,0.11256733262757451,0.028898779392242432,0.03976315094538613
low,all,owkin,subtype,0.04311950588226318,0.03916310661336327,0.008721605777740478,0.01344815088860897,0.031002978324890136,0.02720991164094364
low,all,owkin_teacher,BRAF,0.08344147253036499,0.06555546184352702,0.0674175624847412,0.08276384232089468,0.02326860475540161,0.02901512725955608
low,all,owkin_teacher,CDH1,0.05266017246246338,0.03972140269866035,0.013825254917144775,0.02309484141686797,0.026960580825805665,0.018867108658890557
low,all,owkin_teacher,KRAS,0.05133035850524902,0.037276657946342905,0.031773263931274415,0.03338322907924141,0.012066061019897462,0.018294317015195776
low,all,owkin_teacher,MSI,0.06203704833984375,0.022552588154775705,0.0003600811958312988,0.0017640303915157345,0.08796298265457153,0.05768345737398714
low,all,owkin_teacher,PIK3CA,0.05764230918884277,0.031301517007046975,0.05075656604766847,0.052354657431041625,0.006242279529571533,0.01158030551983717
low,all,owkin_teacher,SMAD4,0.07485136532783508,0.057754568194994416,0.034560407638549805,0.04302588463170357,0.0038203611373901366,0.006992437652085137
low,all,owkin_teacher,TP53,0.03830191230773926,0.051256400695134284,0.1195308837890625,0.06229760042274512,0.01829628086090088,0.0262969289182496
low,all,owkin_teacher,lymph,0.038398059844970675,0.05759456731666285,0.16995573902130126,0.09653947366471853,0.03232441806793214,0.05254950435918061
low,all,owkin_teacher,subtype,0.04415715932846069,0.01713333853928834,0.0046541690826416016,0.009048649572484557,0.030801928043365477,0.027196676017849777
low,all,resnet50,BRAF,0.05456915140151977,0.05426661073361958,0.08056649804115296,0.0548925659751282,0.014143612384796143,0.024214162591812076
low,all,resnet50,CDH1,0.034654488563537596,0.02904513636765026,0.0010736727714538575,0.0040166635243197996,0.08291260242462158,0.03760536205717923
low,all,resnet50,KRAS,0.15585583448410034,0.021967518928203006,0.0,0.0,0.050412893295288086,0.03026806161375898
low,all,resnet50,MSI,0.06132100820541382,0.04245676288547758,0.04326543807983398,0.031790028650881,0.002473258972167969,0.005344140282387743
low,all,resnet50,PIK3CA,0.009376007080078125,0.01668929673542256,0.04794744825363159,0.03041590817998488,0.027147429943084715,0.03036553524365258
low,all,resnet50,SMAD4,0.15800631284713745,0.10009094072200894,0.014932318925857543,0.034395470156824745,0.13283238053321839,0.0807534225216525
low,all,resnet50,TP53,0.028285054683685303,0.028885331960287117,0.0444186372756958,0.02585541840602586,0.003986541748046875,0.00744989379555134
low,all,resnet50,lymph,0.03972240447998047,0.060755383147476,0.18093863487243653,0.10024433664028408,0.05217303991317749,0.0665727503891698
low,all,resnet50,subtype,0.03140464544296265,0.010214311437285255,0.0007266712188720703,0.0025118081686584188,0.036025936603546145,0.023700548468872564
low,all,retccl,BRAF,0.02478190231323242,0.02265581386190357,0.004835112571716309,0.010187729449216051,0.10722873377799988,0.08085266106618604
low,all,retccl,CDH1,0.02111479377746582,0.031231873027966546,0.041274693965911866,0.033548203305741035,0.0463574800491333,0.03921353159922894
low,all,retccl,KRAS,0.030303298473358154,0.04492095915162394,0.041264270782470705,0.05576858215667029,0.11037087941169739,0.055976002833198125
low,all,retccl,MSI,0.03968929195404053,0.05178915192362383,0.034442402362823483,0.042204787488075816,0.05568726205825806,0.06419715924925815
low,all,retccl,PIK3CA,0.0024662890434265137,0.005581141179945607,0.018666271209716798,0.013521073939619453,0.03512343549728395,0.03284563963496717
low,all,retccl,SMAD4,0.0033902549743652344,0.0036928209152177283,0.004149284362792969,0.0058757065658079435,0.07144845962524414,0.07064786129822098
low,all,retccl,TP53,0.011099886894226075,0.017027663891935097,0.09176764488220215,0.014689034696288357,0.008939385414123535,0.01120175620379122
low,all,retccl,lymph,0.031441675186157224,0.042730594572246115,0.17073798036575316,0.11563499469634844,0.03713559961318971,0.05214430460708306
low,all,retccl,subtype,0.06442893743515014,0.026091874888707216,0.0,0.0,0.0374294638633728,0.019199605595046756
low,all,swav,BRAF,0.058462775230407715,0.04182922564720469,0.0382500057220459,0.03758785289335167,0.018236709117889403,0.02454814279149692
low,all,swav,CDH1,0.016527671813964844,0.015598527002597553,0.030805225372314452,0.01902072574257243,0.0036778998374938964,0.006295887501022451
low,all,swav,KRAS,0.022876890659332277,0.033564679869397346,0.05639791107177734,0.04354712419347809,0.03815465784072876,0.039993187715613436
low,all,swav,MSI,0.029125511646270752,0.02014089187813847,0.0003703713417053223,0.0012559903278974568,0.05536009073257446,0.042519390386779
low,all,swav,PIK3CA,0.01403770112991333,0.021543705553330062,0.039466294288635254,0.029463060924672775,0.0280091609954834,0.028866074427513
low,all,swav,SMAD4,0.01923590898513794,0.025585573870032664,0.04232258796691894,0.047545212758590104,0.07331563234329225,0.06683354413534817
low,all,swav,TP53,0.0317946047782898,0.03528649817003505,0.033618435382843016,0.019881959657681823,0.010133561611175537,0.01624804698382424
low,all,swav,lymph,0.04472893476486208,0.05440965581623775,0.19095845222473146,0.1360786841797962,0.03169083595275879,0.04434392070795103
low,all,swav,subtype,0.014551944732666015,0.008417899636273419,0.0023172807693481443,0.004455778488846728,0.0360029411315918,0.020047616146023003
low,all,swin,BRAF,0.06499999475479126,0.05727832575590968,0.08960104894638062,0.04978282421604705,0.006223401546478271,0.014975171789063145
low,all,swin,CDH1,0.04433580255508423,0.029354680563452636,0.028516276836395262,0.032213474252585424,0.03234265661239624,0.04141044567963351
low,all,swin,KRAS,0.10884986448287964,0.055710809708779896,0.01264113712310791,0.02642995884872982,0.06035135912895201,0.06396541449823485
low,all,swin,MSI,0.03276543855667114,0.032555915371349074,0.025563766956329347,0.020260847360017684,0.010491766929626466,0.015094705097706548
low,all,swin,PIK3CA,0.0340891261100769,0.031008102638316604,0.026632000923156738,0.025122648392715764,0.007489146709442139,0.011083046912007627
low,all,swin,SMAD4,0.07230363202095032,0.04525476693381769,0.03201266241073608,0.028279990711009763,0.009558495998382568,0.01891140487032961
low,all,swin,TP53,0.02505275058746338,0.024247002396340787,0.015260375022888184,0.02162735038791383,0.03321774053573608,0.02774707226078734
low,all,swin,lymph,0.057491501331329346,0.07544145485048637,0.1866844973564148,0.11556555148550209,0.038092370986938476,0.07226404213004922
low,all,swin,subtype,0.0044819855690002445,0.006453106211067237,0.005275979042053223,0.007045576116345787,0.03890762567520142,0.010626249593373707
low,all,uni,BRAF,0.003563838005065918,0.008560545507459516,0.06247339725494385,0.0397735762585881,0.08341753959655762,0.05898751701657256
low,all,uni,CDH1,0.008769849777221679,0.015188996677484799,0.04691946887969971,0.029173768358930666,0.034126810073852536,0.033131986589669996
low,all,uni,KRAS,0.037417392730712894,0.030090112953751202,0.0016816902160644532,0.0040929806773222594,0.06515763282775879,0.03347649823908752
low,all,uni,MSI,0.02572018814086914,0.025569208227750554,0.010288056850433349,0.012381410087249604,0.016666659832000733,0.015947793268654174
low,all,uni,PIK3CA,0.012739424228668212,0.01307034884656882,0.01582514476776123,0.016327898561562824,0.031625155925750735,0.03446654923740713
low,all,uni,SMAD4,0.06195569944381714,0.04910987243649214,0.026661607742309572,0.03342027603152512,0.025902578353881836,0.02780391037047107
low,all,uni,TP53,0.003569021701812744,0.006329996520838575,0.02377106237411499,0.015540005957792641,0.03743547487258911,0.040192204685348384
low,all,uni,lymph,0.013938367366790754,0.02200723895640906,0.14675748348236084,0.08790124850262003,0.01870871782302857,0.023063034001930553
low,all,uni,subtype,0.012067647457122802,0.01398253600540819,0.023765464305877684,0.017936310304319632,0.013544555187225343,0.018594682460856094
low,all,vit,BRAF,0.004175527095794678,0.010427622056580403,0.045332450866699216,0.020318095275769662,0.1052393627166748,0.06219731255319668
low,all,vit,CDH1,0.022373509407043458,0.03360069822154128,0.021573925018310548,0.016775051310285116,0.024943435192108156,0.029447815267771772
low,all,vit,KRAS,0.01079278802871704,0.01482025282992394,0.03481680965423586,0.044033392535316025,0.11064266180992126,0.0548492744014251
low,all,vit,MSI,0.0019156374931335448,0.004714742249079305,0.04363373899459839,0.03570195228158283,0.024497918128967285,0.03163755064217719
low,all,vit,PIK3CA,0.004430849075317383,0.005808583577714765,0.02360228967666626,0.024049655621646522,0.023802287101745607,0.026511837146120456
low,all,vit,SMAD4,0.01538014554977417,0.019624603240388238,0.022717262744903564,0.020206956874430332,0.031129647731781007,0.03545585808325214
low,all,vit,TP53,0.00263187313079834,0.005397464002996376,0.021010095119476317,0.023090224062863034,0.048423141479492185,0.03150015299573294
low,all,vit,lymph,0.03898696517944336,0.051451930401743846,0.14091956233978273,0.0852170475905034,0.07019674396514893,0.10576547626817834
low,all,vit,subtype,0.00847390604019165,0.010682827403834989,0.018595215797424316,0.011005544636221621,0.011009344577789307,0.014982042417613367
low,all,vitl,BRAF,0.030545201301574707,0.046153681882112975,0.006875004768371582,0.009850625763206966,0.12010640144348145,0.044782741490689455
low,all,vitl,CDH1,0.0002855539321899414,0.0013989228558213289,0.04363219738006592,0.02236724144206679,0.031867480278015135,0.021046495588869646
low,all,vitl,KRAS,0.03928530812263487,0.040706974361705034,0.010456454753875733,0.018091220609539365,0.029412925243377686,0.024544356842573133
low,all,vitl,MSI,0.03790740394592285,0.056186361803561506,0.02247529649734497,0.023271360372892774,0.02479012632369995,0.024548769273868412
low,all,vitl,PIK3CA,0.0057028536796569825,0.01194766194647543,0.029074275970458984,0.02463958643621517,0.0351599817276001,0.02773250622313098
low,all,vitl,SMAD4,0.06913600516319274,0.04728681024389334,0.03137508583068847,0.03721716737599506,0.009300434112548828,0.012185377944758024
low,all,vitl,TP53,0.02127387285232544,0.026345390401859875,0.07421998739242554,0.02637419954470505,0.006262609958648682,0.01198138573039052
low,all,vitl,lymph,0.060216987609863284,0.07059308854888353,0.12233158397674561,0.08419587801650943,0.037011337757110595,0.05230713430233016
low,all,vitl,subtype,0.039685121536254885,0.027902555928761303,0.01609397268295288,0.019914723638810517,0.00688594913482666,0.01251742253483852
low,all,vits,BRAF,0.004792549610137939,0.011696007961801355,0.044819154739379884,0.028160754046688594,0.046215453147888184,0.03237895016021715
low,all,vits,CDH1,0.02747230052947998,0.01827639747584914,0.008169050216674805,0.013223007143762322,0.017535109519958497,0.015488392465644329
low,all,vits,KRAS,0.04029128074645996,0.0348216507044393,0.00853452205657959,0.013739671299211362,0.0524910044670105,0.047647832184307744
low,all,vits,MSI,0.009012359619140625,0.014895714700396539,0.06677982234954834,0.03408116129118519,0.03797324323654175,0.04093637794301341
low,all,vits,PIK3CA,0.015031994819641114,0.025363680832028886,0.022032000064849854,0.01549413464032086,0.030089141368865965,0.02174306031955133
low,all,vits,SMAD4,0.04306136131286621,0.045426077993143986,0.046729919910430906,0.02236146562312052,0.004857692718505859,0.008933821044038478
low,all,vits,TP53,0.013613924980163575,0.019707221771295438,0.0708810305595398,0.023339444828550944,0.031038162708282472,0.03162336248048447
low,all,vits,lymph,0.04590707302093506,0.06426979061516418,0.09817460060119629,0.10016768204509946,0.053472285270690915,0.054857372451878585
low,all,vits,subtype,0.018391740798950194,0.019563881288678368,0.03759394931793213,0.020856635439955674,0.005362546920776367,0.010276408335298795
low,none,bt,BRAF,0.22479255294799808,0.11609683633367683,0.06814361906051636,0.08866522199906629,0.022132969856262206,0.030343049614295348
low,none,bt,CDH1,0.025066795349121093,0.02398836779184281,0.028836097717285156,0.020083354726057195,0.013816108703613281,0.020662216031323902
low,none,bt,KRAS,0.046589361190795896,0.0406160535491928,0.008319817543029785,0.016245168952680182,0.035797308444976805,0.027063935428754588
low,none,bt,MSI,0.23652261972427369,0.13320999060453195,0.04938270330429077,0.023890025004550727,0.00020576000213623046,0.0010080140294154826
low,none,bt,PIK3CA,0.04215996742248535,0.026476841297029402,0.0075885701179504396,0.01433333501831741,0.04478857398033142,0.03109303219945661
low,none,bt,SMAD4,0.22365592122077943,0.026057617247890096,0.0,0.0,0.03870968818664551,0.016132870888024724
low,none,bt,TP53,0.005476984977722168,0.006045556121946094,0.11644781589508056,0.0458072563635874,0.0024466848373413085,0.004025971758878614
low,none,bt,lymph,0.274452618598938,0.1612941409734837,0.19163408064842224,0.12335877412235184,0.00393445873260498,0.01453658236142434
low,none,bt,subtype,0.09420189380645752,0.03267391891295477,0.030227000713348388,0.03139324728843617,0.004948909282684326,0.009874384953293482
low,none,ctranspath,BRAF,0.03556382465362549,0.028318009944518597,0.017478726387023927,0.027001366671300115,0.07000531959533692,0.05371365698195881
low,none,ctranspath,CDH1,0.003472299575805664,0.007061216611333198,0.06789263010025025,0.02020397747206941,0.015122766494750977,0.015018241827783756
low,none,ctranspath,KRAS,0.031984981536865235,0.03358335028368688,0.04895194435119629,0.0498023144053982,0.02278829479217529,0.02483879805941256
low,none,ctranspath,MSI,0.05453089046478272,0.0277645627759352,0.011012335300445557,0.01644064189431187,0.012144036769866943,0.015081503177456934
low,none,ctranspath,PIK3CA,0.02205144500732422,0.01637825794617607,0.0029371533393859864,0.007523614311791291,0.09010856485366821,0.07089301124345207
low,none,ctranspath,SMAD4,0.006193553924560547,0.010893384996986782,0.042499672889709475,0.024498196043940042,0.0353522891998291,0.045328886572288306
low,none,ctranspath,TP53,0.011604926586151122,0.01363966779050243,0.09131873607635498,0.024159060608609836,0.017721662521362303,0.02217493675015617
low,none,ctranspath,lymph,0.03845685911178589,0.058127719115265035,0.20750426244735717,0.1190613398748345,0.048279633045196536,0.061694956053507395
low,none,ctranspath,subtype,0.01124984073638916,0.014177311323646963,0.015256417274475098,0.010561583397425309,0.022621357917785644,0.022644920570985286
low,none,dino_p16,BRAF,0.039638298988342285,0.03321882747870229,0.0064601006507873536,0.009581322292344414,0.059851080417633054,0.04494234477761832
low,none,dino_p16,CDH1,0.00891603946685791,0.019365887063855176,0.046266133785247805,0.03346083665387552,0.04175441980361939,0.03397157721014133
low,none,dino_p16,KRAS,0.02093692684173584,0.03513990350413591,0.013842352867126465,0.013144502823222564,0.021575078010559082,0.021055295003807383
low,none,dino_p16,MSI,0.0059094557762146,0.009579482104106418,0.016197527408599855,0.017692557718039344,0.03147529458999634,0.022696270997938833
low,none,dino_p16,PIK3CA,0.002608001708984375,0.0059972514611336325,0.05169370222091675,0.028317595124969435,0.030550861835479736,0.025561248278376695
low,none,dino_p16,SMAD4,0.022107548713684082,0.021345526645215065,0.018059463500976564,0.02042312194087253,0.02748387575149536,0.030502918581848986
low,none,dino_p16,TP53,0.014068450927734375,0.017373371217197536,0.07077442646026612,0.02172918126573668,0.008063974380493165,0.011222164213481593
low,none,dino_p16,lymph,0.03602089214324951,0.036538395327437224,0.13719975280761718,0.10534844010261907,0.016992514610290527,0.025333687893862943
low,none,dino_p16,subtype,0.04489693927764893,0.034468235041654256,0.04706312704086304,0.03359436775293237,0.004203727722167969,0.0081919744555035
low,none,mocov2,BRAF,0.07872341871261597,0.026427658724493576,0.0,0.0,0.14760637283325195,0.0446648133460628
low,none,mocov2,CDH1,0.057110223770141605,0.03526804098543433,0.02695600748062134,0.03431596835536498,0.0271844482421875,0.033587002893484645
low,none,mocov2,KRAS,0.05613365888595581,0.04721817253694629,0.00609609603881836,0.011932107554547608,0.07636638402938843,0.024620368907692536
low,none,mocov2,MSI,0.11200820970535279,0.05689383940947033,0.0020288066864013674,0.0072363293614601315,0.09204935598373414,0.052969579950674923
low,none,mocov2,PIK3CA,0.01981026792526245,0.02433756861236218,0.028038820266723632,0.024952937880323222,0.017838868141174316,0.0241910440782922
low,none,mocov2,SMAD4,0.017090421199798585,0.019515495548859764,0.005135994434356689,0.0084677473212825,0.047893743991851805,0.04150971863195561
low,none,mocov2,TP53,0.008434350490570069,0.015303795940470247,0.12908530950546265,0.020248337439722385,0.02237935781478882,0.02317085020839826
low,none,mocov2,lymph,0.05101871061325073,0.05312671311067925,0.21027619409561157,0.15981685073680318,0.022495015144348145,0.03786943333873646
low,none,mocov2,subtype,0.03867279529571533,0.03681654497461282,0.004575660228729248,0.006419580247019277,0.02965921401977539,0.01910189921585324
low,none,owkin,BRAF,0.03701861047744751,0.05276546395645045,0.036021281719207765,0.05927418603826094,0.08741756820678712,0.06362704790049
low,none,owkin,CDH1,0.03821816110610962,0.028368783106350836,0.022113069534301758,0.026716410543451228,0.02948029899597168,0.03366664925995566
low,none,owkin,KRAS,0.032702710151672365,0.04062941775106574,0.05417417478561402,0.042433211001671606,0.018513514518737794,0.02326595806859538
low,none,owkin,MSI,0.026981497287750244,0.03203020736667221,0.043442392826080325,0.034915755968759433,0.033360076427459716,0.038248988478132045
low,none,owkin,PIK3CA,0.0314411301612854,0.02435063154749447,0.018898250579833985,0.016304286902375485,0.01858400297164917,0.028236173298380022
low,none,owkin,SMAD4,0.0910284550189972,0.07905306141122792,0.03258443784713745,0.04581525101439983,0.042008862018585204,0.035870204583783434
low,none,owkin,TP53,0.031184048652648927,0.029290172386731345,0.13943322420120238,0.031135492441963945,0.004781146049499512,0.010090712916198832
low,none,owkin,lymph,0.04380611419677733,0.05304296621355282,0.15724128723144531,0.11816613987537761,0.03845411777496337,0.050016471989817436
low,none,owkin,subtype,0.0016792864799499512,0.00283766220016307,0.020638105392456054,0.01800455710459762,0.03937593412399292,0.03568845865121305
low,none,owkin_teacher,BRAF,0.06379257154464722,0.0677720652778048,0.05069416475296021,0.07366392591204243,0.05248937320709229,0.05375515014738391
low,none,owkin_teacher,CDH1,0.05695946216583252,0.03385784339475012,0.010928606986999512,0.01745329113603007,0.022122204303741455,0.02028024877205186
low,none,owkin_teacher,KRAS,0.020067556858062743,0.02592039804193494,0.023483487129211427,0.021870230960256955,0.0278753719329834,0.025377812144423816
low,none,owkin_teacher,MSI,0.018837457656860353,0.029757727120046956,0.008549397945404052,0.008364617004581793,0.027119332313537598,0.025240548540941477
low,none,owkin_teacher,PIK3CA,0.021614843368530274,0.01989160659241405,0.019643431663513185,0.024172749009357973,0.014871972560882568,0.0130063245570059
low,none,owkin_teacher,SMAD4,0.03926374673843384,0.044666043488503594,0.028447840213775635,0.03048127269648853,0.0674104905128479,0.05837119770328957
low,none,owkin_teacher,TP53,0.03410212755203247,0.041989420390333126,0.11465768575668335,0.03703121995067352,0.015443322658538818,0.02655504127199218
low,none,owkin_teacher,lymph,0.017675020694732667,0.021693148725046428,0.18858179092407226,0.12074824203414088,0.03192054271697998,0.04998209669268358
low,none,owkin_teacher,subtype,0.006000641345977783,0.011477375236149872,0.025179484844207765,0.017587291036811625,0.031188169479370118,0.024763439984204962
low,none,resnet50,BRAF,0.05339362120628358,0.05940616186800322,0.044550503253936766,0.045880960259956874,0.030787230491638184,0.03334622386342518
low,none,resnet50,CDH1,0.054967443943023685,0.035999246014538806,0.0008269596099853516,0.0029727789793466144,0.07404225349426269,0.07062759593872081
low,none,resnet50,KRAS,0.1170945839881897,0.04845078919935535,0.0003903942108154297,0.0015348528709764509,0.12047296929359436,0.04741036023402518
low,none,resnet50,MSI,0.040298340320587156,0.04043827381952235,0.045339486598968505,0.03701794395036143,0.03186216115951538,0.04911303511707981
low,none,resnet50,PIK3CA,0.005027420997619629,0.01052078570014494,0.04802745151519775,0.03458932195650327,0.06497030425071716,0.08026152229312945
low,none,resnet50,SMAD4,0.09306006383895873,0.08889525210663546,0.013237213611602789,0.03007097949357952,0.17882859659194947,0.10692134352792361
low,none,resnet50,TP53,0.00445453929901123,0.011510532308342746,0.05683947610855102,0.026100787970943735,0.03453312921524048,0.028041312926961198
low,none,resnet50,lymph,0.04314600610733032,0.06021692895114329,0.15734646701812743,0.09443806792783112,0.054681948661804196,0.06856796116454347
low,none,resnet50,subtype,0.06968175649642944,0.01585614637790523,0.001233046054840088,0.003726712810029012,0.05339248657226563,0.030231167065162233
low,none,retccl,BRAF,0.019640950202941893,0.01618464142372341,0.007739356994628906,0.01196080904431847,0.10534575366973876,0.0990761739730299
low,none,retccl,CDH1,0.01996575117111206,0.02159008331271265,0.04338093519210815,0.02209207680054064,0.024877209663391114,0.03116525952265109
low,none,retccl,KRAS,0.03605854988098144,0.028273737640326656,0.0041891860961914065,0.011761022124670334,0.13384384989738465,0.04716924344215866
low,none,retccl,MSI,0.008261306285858154,0.017651049959406712,0.036142010688781735,0.0396984227437215,0.09787038087844849,0.03265194358401312
low,none,retccl,PIK3CA,0.0,0.0,0.037800025939941403,0.01639254830977009,0.07042859196662903,0.05818332964871596
low,none,retccl,SMAD4,0.024116366386413575,0.03192790709177126,0.026772897720336915,0.0290978873233197,0.027405457973480225,0.030535334929745805
low,none,retccl,TP53,0.030443341732025148,0.033845338174294456,0.12755335092544556,0.03397647954441358,0.00937150239944458,0.01753162192299424
low,none,retccl,lymph,0.03748172760009766,0.0536077355216402,0.19413720607757567,0.11314871715177087,0.034282758235931396,0.053984332433869575
low,none,retccl,subtype,0.05162599086761475,0.024122473988538107,0.0,0.0,0.08170827627182006,0.03135881102324987
low,none,swav,BRAF,0.0703218059539795,0.06475618452197406,0.009617026329040528,0.01202955543917177,0.07929783630371094,0.041505099644993715
low,none,swav,CDH1,0.042805248737335204,0.029153354698584606,0.04040662670135498,0.02100434744443511,0.01927583837509155,0.03902453383017476
low,none,swav,KRAS,0.06114113998413086,0.044940666565556925,0.029534549236297607,0.028734738426289014,0.0180105037689209,0.02613197281321285
low,none,swav,MSI,0.047004091262817384,0.03247742616546652,0.0074979538917541505,0.013969118700710183,0.024370371818542482,0.02000233425935133
low,none,swav,PIK3CA,0.03140914106369018,0.04250611262645533,0.0385805811882019,0.03362854213856503,0.0440948452949524,0.0454463004894454
low,none,swav,SMAD4,0.041222014665603636,0.06405679693041297,0.03698417806625366,0.04157545613615137,0.07341683769226075,0.06661058234109839
low,none,swav,TP53,0.01979575729370117,0.02090170363004355,0.07397641515731812,0.023761976463446532,0.0062715945243835445,0.012123194974692926
low,none,swav,lymph,0.03700022649765017,0.044400823664076494,0.17583562088012694,0.1374547141739693,0.03394523811340332,0.048320218404605104
low,none,swav,subtype,0.010216899871826172,0.019633149607645627,0.01860793447494507,0.020517031004791474,0.03331937408447266,0.026414317797357496
low,none,swin,BRAF,0.04972606182098389,0.0505083225562413,0.014619700908660889,0.022682879840725714,0.08529786348342895,0.044833336427843644
low,none,swin,CDH1,0.06165621280670166,0.029582463588810608,0.02613365650177002,0.029394884471311934,0.011798977851867676,0.0186185945791096
low,none,swin,KRAS,0.14999998211860657,0.04366477948112029,0.0,0.0,0.10472970008850098,0.032767667878053665
low,none,swin,MSI,0.02665841817855835,0.029946183616461883,0.033088471889495846,0.03582714767492053,0.055156352519989016,0.06208006095496692
low,none,swin,PIK3CA,0.007468564510345459,0.014756460155200863,0.016525728702545164,0.01795095078883035,0.06749714732170105,0.03331083150867711
low,none,swin,SMAD4,0.06380267810821533,0.04425596176009344,0.009849459648132323,0.016562262620528404,0.04432132911682129,0.036049721163846964
low,none,swin,TP53,0.09632431983947753,0.02752446358094862,0.017059476375579835,0.0313369435045326,0.02570145845413208,0.027326707548890793
low,none,swin,lymph,0.06774582195281982,0.06767088198145156,0.13693678903579712,0.12263941779229884,0.05063133764266968,0.06644949961428324
low,none,swin,subtype,0.009517831802368164,0.01342658580376451,0.026916952133178712,0.015531496862971794,0.025230045318603515,0.023125035104758256
low,none,uni,BRAF,0.09205849599838258,0.065176162936929,0.06366755199432374,0.03483595007615533,0.004492024898529053,0.012466548953393707
low,none,uni,CDH1,0.016762993335723876,0.02115586897744076,0.03178299427032471,0.0255687652469903,0.025729308128356932,0.02853387070841095
low,none,uni,KRAS,0.021489489555358888,0.01789065923510373,0.015933943271636962,0.032380706144152456,0.11983782696723938,0.05818389385795968
low,none,uni,MSI,0.03426130533218387,0.036270877152928656,0.011781902313232407,0.017340766438821726,0.044909448623657235,0.04222801392049021
low,none,uni,PIK3CA,0.019365692138671876,0.02348156501863111,0.05042287111282349,0.02347794594248699,0.03685143589973451,0.0659351712616228
low,none,uni,SMAD4,0.05923846673965454,0.04267231018180594,0.04197090578079224,0.04200018375089897,0.019959518432617188,0.030959828665844492
low,none,uni,TP53,0.0019360160827636718,0.005445902626513166,0.07455106735229493,0.032382009108689824,0.029292950630187987,0.02537051963969466
low,none,uni,lymph,0.018689930438995347,0.023336634501440266,0.19673746824264526,0.09322502082017609,0.019992160797119147,0.028140255484291273
low,none,uni,subtype,0.009963247299194336,0.014750428078342594,0.034442076206207276,0.023004420311497013,0.019288620471954347,0.02633764106625828
low,none,vit,BRAF,0.04709841918945312,0.06023079104442364,0.026486703872680664,0.032792676671844406,0.0826701910495758,0.07168666411848162
low,none,vit,CDH1,0.015182173728942872,0.01371961622709061,0.011412919044494629,0.013399773875920291,0.01089891242980957,0.012210736716228857
low,none,vit,KRAS,0.01753004217147827,0.032938815982343286,0.028641122817993164,0.03187670963304406,0.12837837362289428,0.053777701590224304
