model,,,,AttentionMIL,AttentionMIL,MeanAveragePooling,MeanAveragePooling,Transformer,Transformer
stats,,,,mean,std,mean,std,mean,std
low,Macenko_patchwise,swin,PIK3CA,0.021617169380187987,0.024459661470787698,0.0033028554916381837,0.006113935460437567,0.05381716012954712,0.030143572223488346
low,Macenko_patchwise,swin,SMAD4,0.1403162407875061,0.023478538235053834,0.008627443313598633,0.01476219767361563,0.04227703094482422,0.05122782710343217
low,Macenko_patchwise,swin,TP53,0.06026600790023804,0.04319375854007218,0.025501694202423094,0.03500039388010695,0.02017058324813843,0.025128173760638764
low,Macenko_patchwise,swin,lymph,0.03595310401916504,0.05018046383968583,0.1371021146774292,0.10120055776438329,0.06425070714950562,0.07902723959465095
low,Macenko_patchwise,swin,subtype,0.011110302925109863,0.014644510034882497,0.006086692333221435,0.0071027637130647294,0.03767976474761963,0.037736056317119814
low,Macenko_patchwise,uni,BRAF,0.0025319156646728515,0.008169138100998332,0.08231916999816895,0.06772166236583994,0.08211968517303467,0.04273940032620802
low,Macenko_patchwise,uni,CDH1,0.0,0.0,0.04203313589096069,0.023477235281337848,0.07407194375991821,0.04420274029070783
low,Macenko_patchwise,uni,KRAS,0.024929441452026368,0.02504905205616148,0.051618601322174086,0.06769888583574643,0.04628827714920044,0.05035823854425267
low,Macenko_patchwise,uni,MSI,0.035606993198394776,0.051086838762442875,0.029434157371520976,0.026911399820734407,0.029639936447143533,0.03453903704338178
low,Macenko_patchwise,uni,PIK3CA,0.003590855598449707,0.008335599391545953,0.06344799757003784,0.03150582385029107,0.027533719539642332,0.02590956647755696
low,Macenko_patchwise,uni,SMAD4,0.017146117210388185,0.021310333898982962,0.019865912914276123,0.025625417233811894,0.04763316583633423,0.04077583379631414
low,Macenko_patchwise,uni,TP53,0.01767676115036011,0.023287090285932753,0.11144781351089478,0.02889868445963007,0.02115600347518921,0.03112252139553812
low,Macenko_patchwise,uni,lymph,0.0335680389404297,0.03771203270150987,0.13966901540756227,0.10859024933156818,0.01326332330703735,0.020780723612292346
low,Macenko_patchwise,uni,subtype,0.011993189334869385,0.016866128754699256,0.031457133769989015,0.017189366591542507,0.011109383583068847,0.014602018452527475
low,Macenko_patchwise,vit,BRAF,0.033127670288085935,0.0410505478186672,0.029603712558746338,0.04379290854816938,0.11058775663375854,0.046633014821547504
low,Macenko_patchwise,vit,CDH1,0.018462597370147705,0.022381006675225808,0.021660768032073976,0.018906443851540916,0.018691038131713866,0.019238784878934666
low,Macenko_patchwise,vit,KRAS,0.030318296432495118,0.03823633752849392,0.031106603622436522,0.03563428367267045,0.0672927622795105,0.06634918250442645
low,Macenko_patchwise,vit,MSI,0.01067284107208252,0.022001985931863446,0.04374896049499512,0.0305123290135757,0.08222634553909301,0.06802914205340505
low,Macenko_patchwise,vit,PIK3CA,0.018821703910827638,0.02551963340881973,0.023164557933807374,0.0229375210808374,0.0455360050201416,0.02741063531225605
low,Macenko_patchwise,vit,SMAD4,0.002479445934295654,0.007389125803059293,0.03473749160766602,0.02801440449227404,0.08654013872146607,0.03557886124229305
low,Macenko_patchwise,vit,TP53,0.0002356910705566406,0.001154645719588155,0.033597102165222166,0.018892899644416192,0.050796868801116946,0.027531586579867207
low,Macenko_patchwise,vit,lymph,0.06933855628967285,0.08812933549536894,0.1433647713661194,0.10931997498751314,0.07484085178375244,0.08781523580639014
low,Macenko_patchwise,vit,subtype,0.06549450159072875,0.029364367909526665,0.0,0.0,0.07134009599685669,0.031201477760825415
low,Macenko_patchwise,vitl,BRAF,0.08024468564987183,0.05863360317251155,0.018143613576889046,0.028509289831706645,0.038954771995544445,0.03947331853742087
low,Macenko_patchwise,vitl,CDH1,0.029765859603881836,0.03551272703724911,0.0459851655960083,0.02260152493333612,0.01034835910797119,0.017489465436491523
low,Macenko_patchwise,vitl,KRAS,0.02208558702468872,0.02333635391744558,0.00902251386642456,0.014235626123808043,0.06927029275894166,0.035496479803222736
low,Macenko_patchwise,vitl,MSI,0.03839504957199097,0.06648223627531906,0.034485628604888914,0.04031625179773774,0.10187245845794678,0.0434684355151191
low,Macenko_patchwise,vitl,PIK3CA,0.010965719699859619,0.012720336219958942,0.023651435852050783,0.01796871402506343,0.00990857172012329,0.015349682958653042
low,Macenko_patchwise,vitl,SMAD4,0.10352941465377807,0.056121742232008026,0.02674257469177246,0.02027356662053446,0.019152435779571545,0.03592552849257144
low,Macenko_patchwise,vitl,TP53,0.013775527000427246,0.019923071763549856,0.049157154083251955,0.028811817608575863,0.028758692264556886,0.03170413328568954
low,Macenko_patchwise,vitl,lymph,0.039286717414855954,0.06417745890315879,0.12559154891967775,0.09833151779742953,0.08105245494842529,0.09320548447295256
low,Macenko_patchwise,vitl,subtype,0.06326555013656616,0.028894315916831004,0.0,0.0,0.028173387050628662,0.011069438560274265
low,Macenko_patchwise,vits,BRAF,0.03438831162452699,0.05585986736151476,0.039441486120224016,0.05001279198657318,0.04469415140151978,0.030914006383314853
low,Macenko_patchwise,vits,CDH1,0.03614390897750854,0.027939049823122737,0.023008547306060792,0.029691745617063264,0.03671500492095947,0.050262989883848794
low,Macenko_patchwise,vits,KRAS,0.0684834909439087,0.05745168496842977,0.019909913539886474,0.02804347485309671,0.054331834316253665,0.05781225599944054
low,Macenko_patchwise,vits,MSI,0.016045272827148436,0.024319361588583492,0.031528807163238526,0.022417729783986068,0.025613177299499513,0.02228104820725145
low,Macenko_patchwise,vits,PIK3CA,0.0043211464881896975,0.010303856208392888,0.023435414314270018,0.019667386660787163,0.04723541784286499,0.04452321626317311
low,Macenko_patchwise,vits,SMAD4,0.031655904769897464,0.025591348011070984,0.06359772396087647,0.04402777665013407,0.023623034477233885,0.04441569279087596
low,Macenko_patchwise,vits,TP53,0.0036352396011352537,0.01103259421998578,0.07728843688964844,0.05281824901260509,0.0754927158355713,0.034126598989596725
low,Macenko_patchwise,vits,lymph,0.07424119520187378,0.06821364083103035,0.12304243850708008,0.1100313357224667,0.050214765548706054,0.0717530530074579
low,Macenko_patchwise,vits,subtype,0.027412621974945067,0.01807035727142693,0.0003189253807067871,0.0015624088975089905,0.0361858057975769,0.026089796760374435
low,Macenko_slidewise,bt,BRAF,0.20765957546234132,0.06789079460667653,0.03664892625808716,0.06539128144151449,0.03319149327278138,0.0584359053128226
low,Macenko_slidewise,bt,CDH1,0.023744152069091796,0.025175728434894653,0.035166190147399905,0.019482569740273327,0.009809229850769043,0.016959633910473365
low,Macenko_slidewise,bt,KRAS,0.055888128757476806,0.05944281508616947,0.07508858489990235,0.05221802344261216,0.015966976165771484,0.027167117047682817
low,Macenko_slidewise,bt,MSI,0.11452678084373474,0.14935606667892795,0.10804530620574951,0.04266356229534944,0.0030041122436523437,0.008632994854510134
low,Macenko_slidewise,bt,PIK3CA,0.046548562049865724,0.019463199643179756,0.0080914306640625,0.007930197265585665,0.0027771401405334473,0.005025652910473958
low,Macenko_slidewise,bt,SMAD4,0.19810246229171752,0.06551716406776291,0.0,0.0,0.026944994926452637,0.015290535101567308
low,Macenko_slidewise,bt,TP53,0.0561784610748291,0.07511322334980913,0.09958474493026734,0.04313800382358846,0.022283957958221436,0.02860854211894462
low,Macenko_slidewise,bt,lymph,0.22461869001388549,0.15767971165342298,0.26540709018707276,0.10522496026345998,0.013242762088775634,0.03499502990596033
low,Macenko_slidewise,bt,subtype,0.10449551582336426,0.05506500332251781,0.06653028964996338,0.04056506305615948,0.0005880260467529297,0.002880727540021285
low,Macenko_slidewise,ctranspath,BRAF,0.06279254484176636,0.0504884665556343,0.014521270275115968,0.02569571652785446,0.042446809291839596,0.03363154914227777
low,Macenko_slidewise,ctranspath,CDH1,0.035058842182159426,0.040944439066156496,0.06230041790008545,0.022933648053209504,0.010330090999603272,0.0196025632734309
low,Macenko_slidewise,ctranspath,KRAS,0.031123130798339844,0.03353450155375001,0.03934383916854858,0.04584078424133197,0.013555555820465089,0.01809230878083271
low,Macenko_slidewise,ctranspath,MSI,0.054681072235107424,0.008944991540582843,0.004063794612884522,0.0075359758004667505,0.011471185684204101,0.013909263102334027
low,Macenko_slidewise,ctranspath,PIK3CA,0.02283425807952881,0.01362420038245393,0.00134857177734375,0.003897897029773098,0.10069143056869506,0.042973225947022305
low,Macenko_slidewise,ctranspath,SMAD4,0.009705239295959473,0.01486152822454083,0.022102468967437745,0.022414277899044318,0.10825045680999758,0.08083248914809403
low,Macenko_slidewise,ctranspath,TP53,0.015224475860595704,0.023400083214005614,0.07911333560943604,0.027646151873346188,0.032031424045562744,0.03853719776995763
low,Macenko_slidewise,ctranspath,lymph,0.056175240993499756,0.08059836734770656,0.22839164447784424,0.09489660317404694,0.03293679666519163,0.05788834362012962
low,Macenko_slidewise,ctranspath,subtype,0.02030091667175293,0.01671688254493986,0.014967755317687988,0.01795551352323769,0.05288770580291748,0.03468146665632469
low,Macenko_slidewise,dino_p16,BRAF,0.038239349842071536,0.040992618561961174,0.026869668483734132,0.04204359979747836,0.08764095497131348,0.06422892717672365
low,Macenko_slidewise,dino_p16,CDH1,0.0066202211380004886,0.013123296441181286,0.03243403911590576,0.02500964825316067,0.035061125755310056,0.03455720194086435
low,Macenko_slidewise,dino_p16,KRAS,0.02139491319656372,0.033586132221411005,0.03986336469650269,0.03376922107003597,0.07601199626922607,0.0434929979656611
low,Macenko_slidewise,dino_p16,MSI,0.013090543746948246,0.024240419083867763,0.03284360647201537,0.018666512144153317,0.0332551288604736,0.029255348070171296
low,Macenko_slidewise,dino_p16,PIK3CA,0.0002857112884521484,0.001065975557201943,0.03280000925064087,0.013389731438838823,0.030371441841125488,0.024903800173688147
low,Macenko_slidewise,dino_p16,SMAD4,0.05776597023010254,0.05786688565483297,0.030821011066436768,0.02674876874347039,0.04309171199798584,0.055518376425188455
low,Macenko_slidewise,dino_p16,TP53,0.024127930164337157,0.0267169665599449,0.10067111825942993,0.048698673493763125,0.010716050624847413,0.02227982327042737
low,Macenko_slidewise,dino_p16,lymph,0.04560269021987915,0.06468826031581623,0.1437812795639038,0.10582474742134294,0.034816407203674314,0.0429694977009658
low,Macenko_slidewise,dino_p16,subtype,0.03089420986175537,0.026626132816463907,0.04833955955505371,0.02164118719846996,0.00460692834854126,0.0105848088169559
low,Macenko_slidewise,mocov2,BRAF,0.10412232875823975,0.035952972442854135,0.0,0.0,0.1262633204460144,0.08198167244711355
low,Macenko_slidewise,mocov2,CDH1,0.02855508804321289,0.014120898279548662,0.0011422085762023927,0.003077604799025733,0.02638490676879883,0.025339946566990627
low,Macenko_slidewise,mocov2,KRAS,0.004391892910003662,0.010378218719408455,0.028603561878204346,0.023894976923666645,0.06719218111038208,0.04287697503378974
low,Macenko_slidewise,mocov2,MSI,0.09897119903564452,0.06808409791988312,0.0029320945739746093,0.007974132897903606,0.03230453634262085,0.027184263139156617
low,Macenko_slidewise,mocov2,PIK3CA,0.012010280132293702,0.01590116123721768,0.0076960005760192875,0.009969079128044867,0.06266743326187134,0.028281907337302434
low,Macenko_slidewise,mocov2,SMAD4,0.046363091468811034,0.013773074344532395,0.0,0.0,0.06590765714645386,0.04317044903539814
low,Macenko_slidewise,mocov2,TP53,0.0016049385070800782,0.005484255693988399,0.11431539058685303,0.017016909152859576,0.04801346063613891,0.04444610021411135
low,Macenko_slidewise,mocov2,lymph,0.04411600732803347,0.05741271330708065,0.18063598775863648,0.11117232984503711,0.031107317447662354,0.048813552502626895
low,Macenko_slidewise,mocov2,subtype,0.03823836612701416,0.03708166259649604,0.009949822902679444,0.011208211093448063,0.041319401741027835,0.026364157201797377
low,Macenko_slidewise,owkin,BRAF,0.06373138570785522,0.02734732706657577,0.024901594161987305,0.03930322176431058,0.05807979249954224,0.06781707559016407
low,Macenko_slidewise,owkin,CDH1,0.029409473896026612,0.030964761225643202,0.014275270462036133,0.01662915141438705,0.02335579967498779,0.019020889741497158
low,Macenko_slidewise,owkin,KRAS,0.10825824975967407,0.047149480335666884,0.018656160831451416,0.02643741459084293,0.04110361576080322,0.052234700653009454
low,Macenko_slidewise,owkin,MSI,0.05449793767929075,0.029440850125123076,0.0026460928916931152,0.007722213887935202,0.047656385421752906,0.030940398469187856
low,Macenko_slidewise,owkin,PIK3CA,0.045364563941955566,0.030701626580372978,0.014993136405944824,0.016027920935159284,0.006164567947387695,0.010415978686931145
low,Macenko_slidewise,owkin,SMAD4,0.04766602039337158,0.04313116719249814,0.06670461416244507,0.04045399771636826,0.013320679664611817,0.022128004496299016
low,Macenko_slidewise,owkin,TP53,0.013002243041992188,0.021240064187669657,0.109719398021698,0.0428716204790735,0.0295005464553833,0.0339979334857162
low,Macenko_slidewise,owkin,lymph,0.047482091903686525,0.0631534059360985,0.1739830560684204,0.11515865664815521,0.04031921100616455,0.06641964653665318
low,Macenko_slidewise,owkin,subtype,0.005321295738220215,0.01061145275638679,0.039248700618743894,0.01838358823990074,0.019598122119903565,0.01726643338474286
low,Macenko_slidewise,owkin_teacher,BRAF,0.032156923294067385,0.03921139149927021,0.04658512163162232,0.052237740309030396,0.029031923294067383,0.027354157025111674
low,Macenko_slidewise,owkin_teacher,CDH1,0.026215865135192872,0.01718992442085684,0.0036002416610717773,0.007104749534741759,0.021133055210113525,0.018586937500441526
low,Macenko_slidewise,owkin_teacher,KRAS,0.07033783340454101,0.05204449295492574,0.05963963413238525,0.05396148108501332,0.015945936679840088,0.02459836712110909
low,Macenko_slidewise,owkin_teacher,MSI,0.020738684177398704,0.0231099400741092,0.011325084209442093,0.013888188149571731,0.03107818269729614,0.02490720720223806
low,Macenko_slidewise,owkin_teacher,PIK3CA,0.02578056621551514,0.029181872856796076,0.04063766765594482,0.03669739333813721,0.009466286182403565,0.012694893939559719
low,Macenko_slidewise,owkin_teacher,SMAD4,0.06752178573608399,0.04440003883347312,0.025965844631195067,0.04332584142578841,0.026471840381622314,0.029517972453085486
low,Macenko_slidewise,owkin_teacher,TP53,0.030325491428375245,0.02861194269008905,0.12791248083114623,0.03406078761426795,0.006475872993469238,0.011403765448270918
low,Macenko_slidewise,owkin_teacher,lymph,0.028928568840026855,0.05058203838452742,0.1511150507926941,0.09542844839839384,0.03147808599472046,0.046546686746509164
low,Macenko_slidewise,owkin_teacher,subtype,0.013048184871673583,0.012479813845980724,0.02507013177871704,0.016814700397616022,0.009374547958374023,0.01253363038620448
low,Macenko_slidewise,resnet50,BRAF,0.046452128887176515,0.024996493264240426,0.011478722095489502,0.017760924938766603,0.0428617000579834,0.04753244703128449
low,Macenko_slidewise,resnet50,CDH1,0.06043174266815186,0.04324327449209891,0.020111942291259767,0.031164957086195808,0.06117416620254516,0.06232612952617906
low,Macenko_slidewise,resnet50,KRAS,0.08586188220977783,0.04955857147817018,0.006582590579986572,0.01488629295834346,0.04862463140487671,0.0335572054319082
low,Macenko_slidewise,resnet50,MSI,0.047086418628692624,0.039040854274158515,0.010769546985626221,0.018926515982404735,0.05130453205108643,0.03769287537900912
low,Macenko_slidewise,resnet50,PIK3CA,0.005838858604431152,0.009289348993701815,0.014496004104614258,0.015325679556018502,0.03386744213104248,0.02020678033047288
low,Macenko_slidewise,resnet50,SMAD4,0.0599848418235779,0.06482190760314158,0.018112578868865966,0.04005319506221411,0.15176216650009156,0.12372635847018433
low,Macenko_slidewise,resnet50,TP53,0.0134971923828125,0.02048225249246717,0.07180246782302857,0.027997646357678437,0.026881033897399903,0.033570385092423924
low,Macenko_slidewise,resnet50,lymph,0.02291549491882324,0.042818983208560084,0.15789042758941652,0.09716808885678291,0.07061241912841797,0.07180097218070595
low,Macenko_slidewise,resnet50,subtype,0.0547025203704834,0.02924230359871513,0.0,0.0,0.06406540870666504,0.025597332433273685
low,Macenko_slidewise,retccl,BRAF,0.038946784496307375,0.026731854769127116,0.005569149017333985,0.013081663310173425,0.13349468207359313,0.07954689506718846
low,Macenko_slidewise,retccl,CDH1,0.006455753326416016,0.014225710865775449,0.03455399084091187,0.02165761381715052,0.04409137773513794,0.032002358968321626
low,Macenko_slidewise,retccl,KRAS,0.0,0.0,0.03569819927215576,0.017746313235855706,0.10897146463394165,0.03360870461046472
low,Macenko_slidewise,retccl,MSI,0.018240747451782228,0.018572286790396533,0.0064609026908874516,0.010974364755778614,0.05959876537322998,0.02281370674730253
low,Macenko_slidewise,retccl,PIK3CA,0.008737144470214843,0.01473600006946312,0.01753716230392456,0.01247490940597206,0.04459430932998657,0.040080253784955826
low,Macenko_slidewise,retccl,SMAD4,0.025550923347473144,0.015366320192197152,0.003982291221618652,0.008035843537635144,0.02751171350479126,0.02395307983465587
low,Macenko_slidewise,retccl,TP53,0.011975319385528564,0.019218032815074455,0.11677330255508422,0.030669289680146344,0.01444444179534912,0.01713245352350859
low,Macenko_slidewise,retccl,lymph,0.022746860504150392,0.03941379940176435,0.15252255153656005,0.09582740158533622,0.03177623701095581,0.041957310485504794
low,Macenko_slidewise,retccl,subtype,0.05133764743804932,0.0299396066074858,0.0037686944007873533,0.007599679085515422,0.0486335277557373,0.04053960610560111
low,Macenko_slidewise,swav,BRAF,0.0707047963142395,0.035497215490190984,2.6597976684570313e-05,0.0001303029421352822,0.1901861572265625,0.09660033402072968
low,Macenko_slidewise,swav,CDH1,0.008166773319244385,0.011713314913944735,0.04220447063446045,0.013510173773617417,0.007195897102355957,0.010411937079315512
low,Macenko_slidewise,swav,KRAS,0.012235735893249512,0.02367801642579328,0.0825435450077057,0.03356109196206999,0.035208724975585935,0.03462366378016455
low,Macenko_slidewise,swav,MSI,0.024615222454071044,0.033975451827457426,0.05311320447921753,0.034525213626756986,0.035160500049591065,0.03748961290143773
low,Macenko_slidewise,swav,PIK3CA,0.011942851543426513,0.02368964838264948,0.11665713787078857,0.041290633567586506,0.047514277696609514,0.05330982805044236
low,Macenko_slidewise,swav,SMAD4,0.031119541645050063,0.04104839185756531,0.03877294492721558,0.04145091648803814,0.0788741273880005,0.08489011817617029
low,Macenko_slidewise,swav,TP53,0.0037542057037353517,0.008655824818129085,0.07289002656936645,0.023192100500316788,0.029483742713928222,0.0354791752017217
low,Macenko_slidewise,swav,lymph,0.041798701763153076,0.05477182498066402,0.18886468696594239,0.10492305666416202,0.04338306474685669,0.06950991847463066
low,Macenko_slidewise,swav,subtype,0.018444486141204836,0.023140410099617186,0.029652209758758544,0.01707247660939735,0.014086266040802002,0.017946447984107324
low,Macenko_slidewise,swin,BRAF,0.039188830852508544,0.05077978305244567,0.02476062059402466,0.03590610252939507,0.16073137998580933,0.06119137331743242
low,Macenko_slidewise,swin,CDH1,0.08542545557022095,0.04177163625111865,0.04390633821487427,0.03610353789781308,0.004386062622070312,0.010144055594858243
low,Macenko_slidewise,swin,KRAS,0.08566818046569824,0.04196882127115492,0.010893402576446533,0.025526308454775333,0.07072824048995972,0.05828876686471014
low,Macenko_slidewise,swin,MSI,0.03681067657470703,0.041034178777808954,0.02888887357711792,0.03176322195015698,0.06510290336608887,0.07315294591443261
low,Macenko_slidewise,swin,PIK3CA,0.03763316631317137,0.0442912246935604,0.0028617000579833985,0.00533878576332194,0.030404577255249022,0.026110521046052992
low,Macenko_slidewise,swin,SMAD4,0.08174571752548218,0.05084044938883437,0.008943710327148437,0.0163922523929771,0.08275775074958801,0.07262207707589657
low,Macenko_slidewise,swin,TP53,0.07437261104583741,0.037818639813865844,0.026477012634277344,0.029156761799419676,0.012139163017272948,0.02126925520768392
low,Macenko_slidewise,swin,lymph,0.054838721752166746,0.07395666473404294,0.16598346710205078,0.10128016787158615,0.04560125350952148,0.05902771273485125
low,Macenko_slidewise,swin,subtype,0.014571493625640869,0.015357910780927743,0.003311091423034668,0.004596507495437297,0.02723483419418335,0.024734258003879656
low,Macenko_slidewise,uni,BRAF,0.04808245325088501,0.05133868692928222,0.025742024421691895,0.034642162597205324,0.042896276950836185,0.04132393895772526
low,Macenko_slidewise,uni,CDH1,0.0004340386390686035,0.0016415993872603341,0.07136490106582642,0.023240442737076955,0.033329508304595946,0.01865459124932643
low,Macenko_slidewise,uni,KRAS,0.03373423004150391,0.03675563123138865,0.01275074863433838,0.019046387384697508,0.07314863586425781,0.046721827652314626
low,Macenko_slidewise,uni,MSI,0.018866246223449738,0.01788225110353186,0.02457614469528197,0.029962592053743253,0.016191380500793467,0.020445525040328268
low,Macenko_slidewise,uni,PIK3CA,0.02888344669342041,0.03568336304230005,0.03782628917694092,0.028102028668692842,0.023026265144348145,0.029876889622605318
low,Macenko_slidewise,uni,SMAD4,0.03948134708404541,0.041098531151091064,0.03783681917190552,0.03591422986054417,0.029550915241241454,0.03347095547696474
low,Macenko_slidewise,uni,TP53,0.025398423671722414,0.02728417046130466,0.0825813913345337,0.032705632259683586,0.009349050521850586,0.017512864206054538
low,Macenko_slidewise,uni,lymph,0.010457355976104723,0.021831219148736626,0.17419387817382812,0.11607716147277554,0.03336562633514403,0.02757180676912328
low,Macenko_slidewise,uni,subtype,0.006465525627136231,0.009457700237608535,0.04597160339355469,0.024596574566024203,0.019647974967956543,0.024614821269897464
low,Macenko_slidewise,vit,BRAF,0.02795479440689087,0.027653569408098877,0.028819145202636717,0.049413544739529025,0.17848671221733092,0.10370129385334506
low,Macenko_slidewise,vit,CDH1,0.04060538101196289,0.025690663329626356,0.007766988754272461,0.008749017878044064,0.0231296329498291,0.025205950878324283
low,Macenko_slidewise,vit,KRAS,0.025258245468139647,0.02481632430297673,0.024620118141174315,0.028880353958355344,0.037495496273040774,0.036979350859163415
low,Macenko_slidewise,vit,MSI,0.0068806471824646,0.011232971440977502,0.026530879974365235,0.02871539543779687,0.09525515460968018,0.06491152798189319
low,Macenko_slidewise,vit,PIK3CA,0.015339435577392578,0.018177819445427654,0.027910877704620363,0.029174721717264533,0.03102512502670288,0.0327472858690662
low,Macenko_slidewise,vit,SMAD4,0.015537014961242676,0.028748844039082566,0.019395318984985352,0.015375262346665487,0.047352317333221434,0.030728686711806917
low,Macenko_slidewise,vit,TP53,0.003360269069671631,0.009449132012383558,0.027125701904296876,0.022119935251943213,0.057961854934692386,0.029889404344124914
low,Macenko_slidewise,vit,lymph,0.04125455570220947,0.04938330184934064,0.11688133430480957,0.10526786476193661,0.07895100069046021,0.08071092845310127
low,Macenko_slidewise,vit,subtype,0.04249178171157837,0.017059410385527978,0.0,0.0,0.07624969482421876,0.0402380196826911
low,Macenko_slidewise,vitl,BRAF,0.06120213127136231,0.060789059218528445,0.041853712558746335,0.0374384265433445,0.05854256010055542,0.07166553967504932
low,Macenko_slidewise,vitl,CDH1,0.022885210037231447,0.04224023798782434,0.027682454109191894,0.0204192203360259,0.020201022148132325,0.021025800908039533
low,Macenko_slidewise,vitl,KRAS,0.030857359886169434,0.029012552293689115,0.026240264892578125,0.02909268851426961,0.0458348388671875,0.04894118237153992
low,Macenko_slidewise,vitl,MSI,0.08675924062728883,0.11697060212662573,0.013148159980773925,0.019147965190375104,0.07775716304779053,0.0458817199097438
low,Macenko_slidewise,vitl,PIK3CA,0.030271994113922118,0.03065134725052815,0.027986287117004394,0.02688721175392478,0.024271987915039064,0.03903878964604451
low,Macenko_slidewise,vitl,SMAD4,0.08473117828369141,0.03925932323389163,0.005857055187225342,0.014772113071044705,0.0481720495223999,0.0414565261801081
low,Macenko_slidewise,vitl,TP53,0.011784513950347901,0.017406810188556977,0.028759809494018556,0.02438650015647259,0.021913572311401366,0.020378991802904547
low,Macenko_slidewise,vitl,lymph,0.08642358589172364,0.1187183162970364,0.12588525819778443,0.11288395587223363,0.07629481363296509,0.10539005602092244
low,Macenko_slidewise,vitl,subtype,0.05373428344726563,0.020099817639748517,0.00920604944229126,0.01559033495239986,0.013655571937561036,0.013785468079839979
low,Macenko_slidewise,vits,BRAF,0.010390946865081787,0.016944103096571166,0.03831648588180542,0.037063955816960564,0.032797870635986326,0.024056692671053988
low,Macenko_slidewise,vits,CDH1,0.02323701524734497,0.028569316127972536,0.02266590738296509,0.02395749836627514,0.04745173597335815,0.038155570855640746
low,Macenko_slidewise,vits,KRAS,0.044894900321960446,0.0376940720859074,0.005855848789215088,0.012964846053307071,0.06974474430084228,0.03216004791493015
low,Macenko_slidewise,vits,MSI,0.043720160484313965,0.050615515275222345,0.023607002258300782,0.048807560459331455,0.07813374853134156,0.07961507581388694
low,Macenko_slidewise,vits,PIK3CA,0.009690290451049804,0.01638450080795155,0.029404574394226075,0.029827289079142137,0.04651886796951294,0.030718669509518372
low,Macenko_slidewise,vits,SMAD4,0.07592663049697876,0.10981430483941612,0.02153066873550415,0.024721437706992477,0.020012633800506593,0.02065953491649665
low,Macenko_slidewise,vits,TP53,0.012852983951568604,0.025177200104947655,0.08908755111694336,0.04366115951549025,0.05572614002227783,0.04763770850526854
low,Macenko_slidewise,vits,lymph,0.0693047857284546,0.07532031827211576,0.17520835161209106,0.1122574386199125,0.044750604629516605,0.07041949425923877
low,Macenko_slidewise,vits,subtype,0.050433517932891844,0.03987040569159176,0.0021743311882019044,0.004514130206840628,0.014641298294067382,0.010894996977901842
low,all,bt,BRAF,0.09194148921966552,0.06424567674615073,0.04167550945281982,0.02895298565950575,0.010691489219665527,0.02107917259183746
low,all,bt,CDH1,0.08756138467788696,0.07156458672037148,0.042330090045928956,0.031012011865482327,0.0026956119537353516,0.005840963551998632
low,all,bt,KRAS,0.12759758830070494,0.05040187384627028,0.005225229263305664,0.00982762204576618,0.022492480278015137,0.021173338608029127
low,all,bt,MSI,0.15768514776229858,0.1010234688178975,0.06709877157211304,0.06789613090464663,0.015761302947998046,0.03343352813954018
low,all,bt,PIK3CA,0.0722399699687958,0.019605783136519398,0.013211421966552735,0.019589619406878547,0.015868555307388305,0.0225033963369444
low,all,bt,SMAD4,0.16086020231246947,0.051967984823795874,0.06535104274749758,0.1309567025703659,0.025249860286712646,0.021512007791016974
low,all,bt,TP53,0.16464535546302794,0.18425231995421726,0.1039551134109497,0.05551082643272512,0.02008866024017334,0.02638973293529127
low,all,bt,lymph,0.3271039485931396,0.10204254743012016,0.275304901599884,0.11225403466581034,0.0,0.0
low,all,bt,subtype,0.1400600004196167,0.04687983396989835,0.03747253894805908,0.03713803666229154,0.0066625881195068355,0.013543753043187431
low,all,ctranspath,BRAF,0.059659555912017825,0.048724246450048,0.005005327224731446,0.010493316452809513,0.06464624738693238,0.07209528770489591
low,all,ctranspath,CDH1,2.2845268249511717e-05,0.00011191850049661833,0.04068528890609741,0.0224525536351431,0.04325525045394898,0.017501309744292152
low,all,ctranspath,KRAS,0.02254203462600708,0.024517547687454472,0.01901349925994873,0.024041467930308726,0.03992187881469727,0.027659151754613136
low,all,ctranspath,MSI,0.0717777829170227,0.03267256777604443,0.007528803825378418,0.01843807943812737,0.035769579887390136,0.033435692050119696
low,all,ctranspath,PIK3CA,0.016898305892944335,0.01647327432861921,0.003526862144470215,0.006384287626171436,0.026069744110107422,0.021346261740389713
low,all,ctranspath,SMAD4,0.0029247331619262694,0.0066640011346440105,0.03682734251022339,0.025741013050807685,0.07515751600265502,0.06236043262413373
low,all,ctranspath,TP53,0.0021717143058776855,0.005891863482513929,0.08323230266571045,0.01767446989092415,0.04024691104888916,0.02568002229181273
low,all,ctranspath,lymph,0.02183808565139769,0.03272696813698602,0.2084005045890808,0.11569813917749902,0.022688679695129402,0.034487159731769815
low,all,ctranspath,subtype,0.02252957630157471,0.019920220268603128,0.0069652419090271,0.007884867112989259,0.042068217277526854,0.03357821316683291
low,all,dino_p16,BRAF,0.03190158605575562,0.044451944623395925,0.022260642051696776,0.026809070640586016,0.10776597261428833,0.043990490039429696
low,all,dino_p16,CDH1,0.011399200916290283,0.015298958106854076,0.024134782314300537,0.024407319425240152,0.029674461841583254,0.026467362132899887
low,all,dino_p16,KRAS,0.022969978809356688,0.0255611662056447,0.02053002691268921,0.021719255581832256,0.035357337951660156,0.03910762741815497
