model,,,AttentionMIL,AttentionMIL,MeanAveragePooling,MeanAveragePooling,Transformer,Transformer
stats,,,mean,std,mean,std,mean,std
augmentations,feature_extractor,target,,,,,,
Macenko_patchwise,resnet50,BRAF,0.04374733972549438,0.052548653115569076,0.05146010923385619,0.03873339289231158,0.025928209304809564,0.0376948602712546
Macenko_patchwise,resnet50,CDH1,0.0835202660560608,0.07125979986465404,0.040402063369750954,0.06163378808789617,0.06513077878952027,0.06199020383807009
Macenko_patchwise,resnet50,KRAS,0.10574324131011958,0.03686179199127444,0.0,0.0,0.11490241885185246,0.045079274735240205
Macenko_patchwise,resnet50,MSI,0.03941974210739135,0.031904148056349536,0.011539085388183585,0.023536920922664017,0.07398765850067136,0.05910178167358499
Macenko_patchwise,resnet50,PIK3CA,0.0187313985824585,0.024495192851037916,0.04904566526412966,0.02682869356415293,0.03684571504592895,0.04963755342781969
Macenko_patchwise,resnet50,SMAD4,0.05661225700378417,0.06472373130719679,0.044341562032699594,0.06905917410313986,0.2186616101264954,0.11386603793363895
Macenko_patchwise,resnet50,TP53,0.02175084114074707,0.04368347896590105,0.01796294212341309,0.01401819431784447,0.07969133615493769,0.038573513414587215
Macenko_patchwise,resnet50,lymph,0.056304885864257796,0.0678959936101281,0.17730852556228635,0.10703768861911143,0.03140230369567872,0.054036147486715334
Macenko_patchwise,resnet50,subtype,0.08631992340087889,0.0239048928271527,0.0,0.0,0.0718717813491821,0.04842279880042223
Macenko_patchwise,retccl,BRAF,0.060656908988952624,0.03830660292588774,0.01956649208068848,0.0314808070639157,0.056734029293060304,0.06020072544337081
Macenko_patchwise,retccl,CDH1,0.017685879707336424,0.021441074929928527,0.030364359855651855,0.020045571871018974,0.028422607421875024,0.025795428049061698
Macenko_patchwise,retccl,KRAS,0.010435434341430665,0.020705638439416578,0.03926425790786745,0.04504410383390458,0.09024023628234866,0.048612625793430335
Macenko_patchwise,retccl,MSI,0.03296294832229613,0.030647555580045508,0.010329216957092286,0.01613707389384044,0.044331258773803686,0.032987096901238466
Macenko_patchwise,retccl,PIK3CA,0.0022114291191101076,0.005334180369135273,0.02352571630477905,0.01742108946024501,0.02909714126586914,0.017807851909922366
Macenko_patchwise,retccl,SMAD4,0.026960147380828855,0.0330813797659063,0.012918389797210694,0.023159114418382455,0.03119801378250123,0.029216934309344685
Macenko_patchwise,retccl,TP53,0.021133561134338376,0.033356593526156386,0.12416384935379039,0.03669195488893972,0.02868126153945922,0.036585337320498894
Macenko_patchwise,retccl,lymph,0.048906202316284175,0.07470046255975638,0.15791229724884037,0.09792515986335792,0.03671046018600465,0.05286441455295964
Macenko_patchwise,retccl,subtype,0.06719562530517582,0.030447713133739455,0.004232640266418457,0.008565421078181602,0.03612893342971803,0.022894231432827206
Macenko_patchwise,swav,BRAF,0.08001332378387449,0.047195728048410726,0.014255333900451658,0.020570132137360773,0.07276595926284793,0.10441410436743517
Macenko_patchwise,swav,CDH1,0.027527134418487555,0.03054367263685432,0.051170747280120846,0.020745419945131207,0.002284400463104249,0.005515784297909002
Macenko_patchwise,swav,KRAS,0.026447463035583485,0.03949009611485059,0.05403753519058228,0.04644191368219453,0.06041892170906068,0.05316571979906231
Macenko_patchwise,swav,MSI,0.04904115581512449,0.047884345759020695,0.04924688720703124,0.04028437868107839,0.004493824481964112,0.008724277769698727
Macenko_patchwise,swav,PIK3CA,0.01043429613113404,0.022426146364319905,0.09060571432113647,0.03037780838704271,0.030262842178344736,0.03240381331367115
Macenko_patchwise,swav,SMAD4,0.019906390190124506,0.028260383483567422,0.023321962833404545,0.024106500449948862,0.03730043220520018,0.021806301901719644
Macenko_patchwise,swav,TP53,0.017081949710845947,0.0271965464177888,0.10633557796478268,0.02803528113215005,0.00928169250488281,0.010990256282468743
Macenko_patchwise,swav,lymph,0.047155763626098635,0.06062184026435293,0.154180814743042,0.12115458511184775,0.038331331729888916,0.05149222065008479
Macenko_patchwise,swav,subtype,0.009576928138732912,0.012497482067016051,0.026947593212127682,0.012550935641786281,0.01786227178573609,0.022297042525130057
Macenko_patchwise,swin,BRAF,0.02985639238357544,0.045818943513136784,0.032316490650177006,0.042211755642946706,0.131119665145874,0.07368059394031512
Macenko_patchwise,swin,CDH1,0.05674929380416871,0.04296276279146973,0.015173027515411374,0.020701487972829186,0.035732731819152826,0.03890123676301417
Macenko_patchwise,swin,KRAS,0.07352850914001466,0.045782293028728126,0.0005555558204650879,0.0021891062488941485,0.11448197841644285,0.03873974203393336
Macenko_patchwise,swin,MSI,0.023477363586425777,0.021225063274322907,0.004341578483581544,0.010831686413658025,0.07646092176437377,0.0415560136889771
Macenko_patchwise,swin,PIK3CA,0.021617169380187994,0.024459661470787698,0.0033028554916381832,0.006113935460437567,0.05381716012954712,0.030143572223488346
Macenko_patchwise,swin,SMAD4,0.14031624078750618,0.02347853823505384,0.008627443313598637,0.01476219767361563,0.04227703094482421,0.051227827103432155
Macenko_patchwise,swin,TP53,0.06026600790023804,0.04319375854007217,0.025501694202423094,0.035000393880106964,0.020170583248138422,0.02512817376063876
Macenko_patchwise,swin,lymph,0.035953104019165065,0.05018046383968584,0.13710211467742922,0.10120055776438328,0.06425070714950562,0.07902723959465092
Macenko_patchwise,swin,subtype,0.011110302925109866,0.014644510034882503,0.006086692333221435,0.007102763713064729,0.03767976474761964,0.03773605631711982
Macenko_patchwise,vit,BRAF,0.033127670288085935,0.0410505478186672,0.029603712558746356,0.04379290854816939,0.11058775663375857,0.04663301482154752
Macenko_patchwise,vit,CDH1,0.0184625973701477,0.022381006675225808,0.021660768032073976,0.01890644385154092,0.018691038131713866,0.019238784878934663
Macenko_patchwise,vit,KRAS,0.030318296432495114,0.03823633752849391,0.031106603622436498,0.035634283672670464,0.06729276227951049,0.06634918250442644
Macenko_patchwise,vit,MSI,0.01067284107208252,0.02200198593186345,0.04374896049499512,0.030512329013575704,0.08222634553909303,0.06802914205340505
Macenko_patchwise,vit,PIK3CA,0.018821703910827645,0.025519633408819735,0.02316455793380737,0.022937521080837398,0.045536005020141615,0.02741063531225604
Macenko_patchwise,vit,SMAD4,0.002479445934295656,0.007389125803059296,0.03473749160766601,0.028014404492274034,0.08654013872146608,0.03557886124229305
Macenko_patchwise,vit,TP53,0.0002356910705566407,0.0011546457195881553,0.033597102165222166,0.01889289964441619,0.05079686880111694,0.027531586579867214
Macenko_patchwise,vit,lymph,0.06933855628967284,0.08812933549536894,0.1433647713661194,0.10931997498751315,0.07484085178375242,0.08781523580639014
Macenko_patchwise,vit,subtype,0.06549450159072878,0.029364367909526658,0.0,0.0,0.07134009599685667,0.03120147776082541
Macenko_patchwise,vits,BRAF,0.034388311624526983,0.05585986736151479,0.03944148612022402,0.05001279198657318,0.04469415140151978,0.03091400638331486
Macenko_patchwise,vits,CDH1,0.03614390897750853,0.027939049823122737,0.023008547306060785,0.029691745617063267,0.036715004920959464,0.05026298988384879
Macenko_patchwise,vits,KRAS,0.0684834909439087,0.05745168496842977,0.019909913539886484,0.028043474853096714,0.05433183431625366,0.05781225599944052
Macenko_patchwise,vits,MSI,0.016045272827148443,0.024319361588583485,0.03152880716323855,0.022417729783986064,0.02561317729949951,0.022281048207251446
Macenko_patchwise,vits,PIK3CA,0.004321146488189695,0.010303856208392886,0.02343541431427003,0.019667386660787163,0.047235417842864974,0.044523216263173127
Macenko_patchwise,vits,SMAD4,0.031655904769897464,0.02559134801107098,0.06359772396087647,0.04402777665013406,0.02362303447723389,0.04441569279087596
Macenko_patchwise,vits,TP53,0.003635239601135252,0.011032594219985776,0.07728843688964841,0.05281824901260508,0.07549271583557127,0.034126598989596725
Macenko_patchwise,vits,lymph,0.0742411952018738,0.06821364083103033,0.12304243850708015,0.1100313357224667,0.05021476554870604,0.0717530530074579
Macenko_patchwise,vits,subtype,0.02741262197494507,0.01807035727142693,0.00031892538070678707,0.00156240889750899,0.036185805797576916,0.026089796760374442
Macenko_slidewise,bt,BRAF,0.20765957546234132,0.06789079460667653,0.03664892625808718,0.06539128144151449,0.0331914932727814,0.05843590531282258
Macenko_slidewise,bt,CDH1,0.023744152069091796,0.025175728434894653,0.03516619014739991,0.019482569740273327,0.00980922985076905,0.01695963391047336
Macenko_slidewise,bt,KRAS,0.0558881287574768,0.05944281508616947,0.07508858489990235,0.05221802344261215,0.015966976165771488,0.027167117047682824
Macenko_slidewise,bt,MSI,0.11452678084373474,0.14935606667892792,0.10804530620574951,0.04266356229534944,0.0030041122436523437,0.008632994854510133
Macenko_slidewise,bt,PIK3CA,0.04654856204986571,0.01946319964317976,0.008091430664062498,0.007930197265585665,0.0027771401405334464,0.005025652910473957
Macenko_slidewise,bt,SMAD4,0.19810246229171757,0.06551716406776291,0.0,0.0,0.02694499492645264,0.015290535101567308
Macenko_slidewise,bt,TP53,0.05617846107482909,0.07511322334980912,0.09958474493026731,0.04313800382358846,0.022283957958221433,0.028608542118944615
Macenko_slidewise,bt,lymph,0.22461869001388557,0.15767971165342298,0.2654070901870728,0.10522496026345998,0.013242762088775636,0.034995029905960345
Macenko_slidewise,bt,subtype,0.10449551582336421,0.055065003322517805,0.06653028964996342,0.040565063056159485,0.0005880260467529294,0.0028807275400212855
Macenko_slidewise,ctranspath,BRAF,0.06279254484176638,0.05048846655563429,0.014521270275115966,0.02569571652785445,0.04244680929183959,0.03363154914227777
Macenko_slidewise,ctranspath,CDH1,0.03505884218215944,0.040944439066156524,0.062300417900085434,0.022933648053209507,0.010330090999603268,0.019602563273430903
Macenko_slidewise,ctranspath,KRAS,0.031123130798339855,0.03353450155375001,0.039343839168548576,0.04584078424133197,0.013555555820465085,0.01809230878083271
Macenko_slidewise,ctranspath,MSI,0.0546810722351074,0.008944991540582845,0.004063794612884522,0.0075359758004667505,0.011471185684204098,0.013909263102334028
Macenko_slidewise,ctranspath,PIK3CA,0.022834258079528824,0.013624200382453924,0.0013485717773437506,0.0038978970297730985,0.10069143056869509,0.042973225947022305
Macenko_slidewise,ctranspath,SMAD4,0.00970523929595947,0.01486152822454082,0.022102468967437734,0.022414277899044318,0.10825045680999755,0.08083248914809399
Macenko_slidewise,ctranspath,TP53,0.015224475860595698,0.02340008321400562,0.07911333560943605,0.027646151873346184,0.03203142404556276,0.03853719776995763
Macenko_slidewise,ctranspath,lymph,0.05617524099349978,0.08059836734770656,0.22839164447784416,0.09489660317404694,0.03293679666519162,0.05788834362012961
Macenko_slidewise,ctranspath,subtype,0.02030091667175293,0.016716882544939856,0.014967755317687985,0.017955513523237685,0.05288770580291749,0.03468146665632468
Macenko_slidewise,dino_p16,BRAF,0.038239349842071536,0.040992618561961174,0.02686966848373413,0.04204359979747836,0.08764095497131345,0.06422892717672365
Macenko_slidewise,dino_p16,CDH1,0.0066202211380004886,0.013123296441181286,0.03243403911590576,0.025009648253160665,0.03506112575531005,0.03455720194086435
Macenko_slidewise,dino_p16,KRAS,0.02139491319656372,0.03358613222141101,0.03986336469650268,0.03376922107003596,0.0760119962692261,0.043492997965661105
Macenko_slidewise,dino_p16,MSI,0.01309054374694825,0.024240419083867756,0.03284360647201536,0.018666512144153317,0.03325512886047359,0.0292553480701713
Macenko_slidewise,dino_p16,PIK3CA,0.00028571128845214836,0.0010659755572019428,0.032800009250640846,0.013389731438838823,0.030371441841125498,0.024903800173688147
Macenko_slidewise,dino_p16,SMAD4,0.05776597023010255,0.05786688565483296,0.030821011066436758,0.02674876874347038,0.04309171199798585,0.05551837642518845
Macenko_slidewise,dino_p16,TP53,0.02412793016433715,0.026716966559944894,0.10067111825942993,0.04869867349376312,0.010716050624847406,0.022279823270427365
Macenko_slidewise,dino_p16,lymph,0.04560269021987916,0.06468826031581622,0.14378127956390377,0.10582474742134294,0.03481640720367431,0.0429694977009658
Macenko_slidewise,dino_p16,subtype,0.030894209861755378,0.026626132816463904,0.048339559555053715,0.021641187198469955,0.004606928348541262,0.010584808816955903
Macenko_slidewise,owkin,BRAF,0.0637313857078552,0.02734732706657577,0.024901594161987298,0.03930322176431058,0.05807979249954223,0.06781707559016406
Macenko_slidewise,owkin,CDH1,0.029409473896026602,0.030964761225643195,0.014275270462036133,0.01662915141438705,0.023355799674987788,0.019020889741497158
Macenko_slidewise,owkin,KRAS,0.10825824975967406,0.04714948033566688,0.018656160831451416,0.026437414590842933,0.041103615760803194,0.052234700653009454
Macenko_slidewise,owkin,MSI,0.05449793767929072,0.02944085012512306,0.002646092891693116,0.007722213887935201,0.047656385421752906,0.03094039846918786
Macenko_slidewise,owkin,PIK3CA,0.045364563941955566,0.03070162658037298,0.014993136405944824,0.016027920935159284,0.0061645679473876945,0.010415978686931143
Macenko_slidewise,owkin,SMAD4,0.047666020393371575,0.04313116719249814,0.06670461416244511,0.04045399771636826,0.01332067966461182,0.022128004496299016
Macenko_slidewise,owkin,TP53,0.013002243041992186,0.02124006418766966,0.10971939802169799,0.0428716204790735,0.02950054645538331,0.033997933485716204
Macenko_slidewise,owkin,lymph,0.0474820919036865,0.06315340593609849,0.1739830560684204,0.1151586566481552,0.04031921100616456,0.06641964653665318
Macenko_slidewise,owkin,subtype,0.005321295738220213,0.01061145275638679,0.03924870061874391,0.018383588239900755,0.019598122119903565,0.017266433384742857
Macenko_slidewise,resnet50,BRAF,0.046452128887176494,0.024996493264240423,0.011478722095489502,0.017760924938766603,0.04286170005798341,0.04753244703128448
Macenko_slidewise,resnet50,CDH1,0.06043174266815187,0.04324327449209891,0.02011194229125976,0.031164957086195804,0.06117416620254517,0.06232612952617905
Macenko_slidewise,resnet50,KRAS,0.08586188220977785,0.04955857147817017,0.006582590579986574,0.01488629295834346,0.0486246314048767,0.03355720543190821
Macenko_slidewise,resnet50,MSI,0.04708641862869264,0.03904085427415852,0.010769546985626223,0.018926515982404742,0.05130453205108643,0.03769287537900913
Macenko_slidewise,resnet50,PIK3CA,0.005838858604431151,0.009289348993701813,0.014496004104614256,0.015325679556018504,0.03386744213104249,0.020206780330472882
Macenko_slidewise,resnet50,SMAD4,0.05998484182357786,0.06482190760314156,0.018112578868865966,0.04005319506221411,0.15176216650009153,0.12372635847018429
Macenko_slidewise,resnet50,TP53,0.013497192382812499,0.020482252492467167,0.07180246782302854,0.027997646357678437,0.026881033897399903,0.033570385092423924
Macenko_slidewise,resnet50,lymph,0.022915494918823234,0.042818983208560084,0.15789042758941646,0.09716808885678292,0.07061241912841791,0.07180097218070597
Macenko_slidewise,resnet50,subtype,0.0547025203704834,0.029242303598715127,0.0,0.0,0.06406540870666505,0.025597332433273695
Macenko_slidewise,retccl,BRAF,0.038946784496307375,0.02673185476912712,0.005569149017333982,0.013081663310173425,0.13349468207359316,0.07954689506718846
Macenko_slidewise,retccl,CDH1,0.0064557533264160165,0.014225710865775447,0.03455399084091187,0.021657613817150527,0.04409137773513795,0.03200235896832162
Macenko_slidewise,retccl,KRAS,0.0,0.0,0.035698199272155756,0.017746313235855706,0.10897146463394164,0.03360870461046471
Macenko_slidewise,retccl,MSI,0.01824074745178222,0.018572286790396537,0.006460902690887449,0.010974364755778614,0.05959876537323,0.02281370674730253
Macenko_slidewise,retccl,PIK3CA,0.008737144470214845,0.014736000069463122,0.017537162303924558,0.012474909405972059,0.0445943093299866,0.04008025378495582
Macenko_slidewise,retccl,SMAD4,0.025550923347473126,0.015366320192197152,0.003982291221618654,0.008035843537635144,0.027511713504791264,0.02395307983465587
Macenko_slidewise,retccl,TP53,0.011975319385528562,0.01921803281507445,0.11677330255508421,0.03066928968014635,0.01444444179534912,0.017132453523508583
Macenko_slidewise,retccl,lymph,0.02274686050415038,0.039413799401764336,0.15252255153656005,0.09582740158533622,0.03177623701095581,0.041957310485504794
Macenko_slidewise,retccl,subtype,0.051337647438049326,0.029939606607485795,0.0037686944007873546,0.007599679085515421,0.048633527755737316,0.04053960610560111
Macenko_slidewise,swav,BRAF,0.0707047963142395,0.035497215490190984,2.6597976684570313e-05,0.0001303029421352822,0.1901861572265625,0.09660033402072966
Macenko_slidewise,swav,CDH1,0.008166773319244385,0.011713314913944733,0.04220447063446047,0.013510173773617417,0.0071958971023559585,0.01041193707931551
Macenko_slidewise,swav,KRAS,0.012235735893249514,0.023678016425793272,0.08254354500770571,0.03356109196207,0.035208724975585935,0.03462366378016456
Macenko_slidewise,swav,MSI,0.024615222454071033,0.0339754518274574,0.05311320447921756,0.03452521362675699,0.03516050004959105,0.03748961290143773
Macenko_slidewise,swav,PIK3CA,0.011942851543426516,0.023689648382649475,0.11665713787078853,0.041290633567586506,0.0475142776966095,0.053309828050442334
Macenko_slidewise,swav,SMAD4,0.03111954164505007,0.04104839185756531,0.03877294492721558,0.041450916488038135,0.07887412738800048,0.08489011817617027
Macenko_slidewise,swav,TP53,0.0037542057037353504,0.008655824818129083,0.07289002656936648,0.02319210050031679,0.02948374271392823,0.0354791752017217
Macenko_slidewise,swav,lymph,0.0417987017631531,0.05477182498066403,0.18886468696594222,0.10492305666416203,0.0433830647468567,0.06950991847463066
Macenko_slidewise,swav,subtype,0.018444486141204842,0.023140410099617186,0.029652209758758544,0.01707247660939735,0.014086266040802002,0.01794644798410732
Macenko_slidewise,swin,BRAF,0.03918883085250857,0.05077978305244568,0.024760620594024663,0.03590610252939506,0.1607313799858093,0.061191373317432435
Macenko_slidewise,swin,CDH1,0.08542545557022097,0.041771636251118655,0.04390633821487428,0.03610353789781308,0.004386062622070312,0.010144055594858238
Macenko_slidewise,swin,KRAS,0.08566818046569821,0.04196882127115493,0.010893402576446531,0.025526308454775343,0.07072824048995971,0.058288766864710136
Macenko_slidewise,swin,MSI,0.03681067657470705,0.04103417877780896,0.028888873577117922,0.031763221950156975,0.06510290336608884,0.0731529459144326
Macenko_slidewise,swin,PIK3CA,0.03763316631317137,0.0442912246935604,0.002861700057983398,0.00533878576332194,0.030404577255249032,0.026110521046052985
Macenko_slidewise,swin,SMAD4,0.08174571752548221,0.050840449388834356,0.008943710327148436,0.0163922523929771,0.08275775074958802,0.07262207707589659
Macenko_slidewise,swin,TP53,0.07437261104583742,0.03781863981386585,0.02647701263427735,0.029156761799419673,0.012139163017272948,0.02126925520768392
Macenko_slidewise,swin,lymph,0.05483872175216672,0.07395666473404296,0.16598346710205075,0.10128016787158615,0.04560125350952147,0.059027712734851266
Macenko_slidewise,swin,subtype,0.014571493625640874,0.015357910780927745,0.0033110914230346676,0.004596507495437297,0.027234834194183342,0.024734258003879656
Macenko_slidewise,vit,BRAF,0.02795479440689087,0.027653569408098884,0.028819145202636724,0.049413544739529025,0.1784867122173309,0.10370129385334506
Macenko_slidewise,vit,CDH1,0.04060538101196289,0.02569066332962635,0.00776698875427246,0.00874901787804406,0.023129632949829088,0.025205950878324276
Macenko_slidewise,vit,KRAS,0.02525824546813965,0.024816324302976724,0.02462011814117433,0.028880353958355347,0.03749549627304076,0.03697935085916341
Macenko_slidewise,vit,MSI,0.0068806471824645965,0.011232971440977504,0.026530879974365224,0.028715395437796873,0.09525515460968012,0.06491152798189319
Macenko_slidewise,vit,PIK3CA,0.01533943557739258,0.01817781944542765,0.027910877704620383,0.02917472171726455,0.031025125026702897,0.03274728586906621
Macenko_slidewise,vit,SMAD4,0.015537014961242681,0.028748844039082566,0.01939531898498534,0.015375262346665487,0.04735231733322142,0.03072868671180692
Macenko_slidewise,vit,TP53,0.0033602690696716325,0.009449132012383564,0.027125701904296876,0.02211993525194321,0.05796185493469241,0.029889404344124914
Macenko_slidewise,vit,lymph,0.041254555702209476,0.04938330184934064,0.11688133430480957,0.10526786476193659,0.07895100069046022,0.08071092845310127
Macenko_slidewise,vit,subtype,0.04249178171157837,0.017059410385527978,0.0,0.0,0.0762496948242187,0.040238019682691105
Macenko_slidewise,vits,BRAF,0.010390946865081787,0.01694410309657117,0.03831648588180543,0.037063955816960564,0.03279787063598632,0.02405669267105398
Macenko_slidewise,vits,CDH1,0.02323701524734497,0.028569316127972536,0.022665907382965086,0.02395749836627514,0.047451735973358146,0.03815557085564074
Macenko_slidewise,vits,KRAS,0.044894900321960446,0.03769407208590741,0.005855848789215088,0.012964846053307067,0.06974474430084229,0.032160047914930164
Macenko_slidewise,vits,MSI,0.04372016048431397,0.05061551527522233,0.02360700225830078,0.048807560459331455,0.0781337485313415,0.07961507581388694
Macenko_slidewise,vits,PIK3CA,0.009690290451049804,0.016384500807951542,0.02940457439422608,0.02982728907914213,0.04651886796951294,0.030718669509518376
Macenko_slidewise,vits,SMAD4,0.07592663049697879,0.10981430483941612,0.021530668735504143,0.02472143770699247,0.020012633800506587,0.02065953491649665
Macenko_slidewise,vits,TP53,0.012852983951568604,0.025177200104947648,0.08908755111694333,0.04366115951549024,0.05572614002227784,0.04763770850526854
Macenko_slidewise,vits,lymph,0.0693047857284546,0.07532031827211576,0.17520835161209097,0.11225743861991248,0.04475060462951661,0.07041949425923877
Macenko_slidewise,vits,subtype,0.05043351793289186,0.03987040569159177,0.0021743311882019035,0.004514130206840625,0.014641298294067387,0.010894996977901843
all,bt,BRAF,0.09194148921966554,0.06424567674615071,0.04167550945281982,0.028952985659505753,0.010691489219665529,0.02107917259183746
all,bt,CDH1,0.08756138467788696,0.07156458672037148,0.042330090045928956,0.031012011865482327,0.0026956119537353516,0.005840963551998631
all,bt,KRAS,0.12759758830070492,0.05040187384627028,0.005225229263305664,0.00982762204576618,0.02249248027801513,0.021173338608029123
all,bt,MSI,0.1576851477622985,0.10102346881789749,0.06709877157211301,0.06789613090464662,0.015761302947998043,0.03343352813954019
all,bt,PIK3CA,0.07223996996879581,0.01960578313651941,0.013211421966552735,0.019589619406878547,0.015868555307388305,0.022503396336944405
all,bt,SMAD4,0.16086020231246959,0.05196798482379585,0.06535104274749756,0.1309567025703659,0.02524986028671264,0.021512007791016974
all,bt,TP53,0.16464535546302791,0.18425231995421723,0.1039551134109497,0.05551082643272512,0.02008866024017333,0.02638973293529127
all,bt,lymph,0.32710394859313974,0.10204254743012015,0.2753049015998841,0.11225403466581031,0.0,0.0
all,bt,subtype,0.14006000041961672,0.04687983396989835,0.03747253894805909,0.037138036662291526,0.006662588119506837,0.013543753043187433
all,ctranspath,BRAF,0.05965955591201781,0.048724246450048005,0.005005327224731445,0.010493316452809511,0.06464624738693237,0.07209528770489591
all,ctranspath,CDH1,2.284526824951172e-05,0.00011191850049661835,0.04068528890609742,0.022452553635143094,0.04325525045394896,0.01750130974429215
