magnification,target,train_dataset,test_dataset,model,feature_extractor,augmentations,seed,wandb_id,train_auroc,val_auroc,test_auroc,runtime
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,resnet50,none,4,mru4b1r0,0.6545267105102539,0.6219415664672852,0.6561964750289917,3202.45623922348
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,resnet50,simple_rotate,0,hg52rjc9,0.6182948350906372,0.6594316959381104,0.6407766938209534,8014.4768242836
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,resnet50,simple_rotate,1,h2su0q3n,0.8153901696205139,0.7734806537628174,0.6961736083030701,21391.025247573853
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,resnet50,simple_rotate,2,6uduujbj,0.8491419553756714,0.7531570196151733,0.7161622047424316,19128.154593229297
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,resnet50,simple_rotate,3,bj2hni1e,0.6809228658676147,0.7081688642501831,0.7652770280838013,21527.97239470482
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,resnet50,simple_rotate,4,3ybxgcqz,0.8117215633392334,0.725335419178009,0.727013111114502,19361.57991027832
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,Macenko_patchwise,0,ctm157u5,0.7491722106933594,0.8352407217025757,0.803540825843811,6052.0280113220215
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,Macenko_patchwise,1,p5ubg81w,0.7958825826644897,0.8011049628257751,0.7184466123580933,6112.085537672043
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,Macenko_patchwise,2,xtf781p5,0.7978291511535645,0.7724940776824951,0.7178754806518555,7147.638956069946
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,Macenko_patchwise,3,6uaxjcrp,0.8189618587493896,0.7920284271240234,0.8081096410751343,4621.293536424637
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,Macenko_patchwise,4,c971eovw,0.8285428285598755,0.8062351942062378,0.7350085973739624,1480.2750914096832
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,Macenko_slidewise,0,75kkgj3v,0.7253653407096863,0.781175971031189,0.7447172999382019,1534.8666641712189
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,Macenko_slidewise,1,d7zp1mpv,0.7781335115432739,0.7770323157310486,0.7481439113616943,1724.213977098465
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,Macenko_slidewise,2,n4cdxain,0.7109817266464233,0.7729873657226562,0.708166778087616,2062.0147058963776
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,Macenko_slidewise,3,4sl4lx28,0.7676489949226379,0.7763417363166809,0.8078241348266602,1845.7401597499847
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,Macenko_slidewise,4,07f0pw9d,0.7766963243484497,0.8023874759674072,0.7252998352050781,2076.77286696434
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,all,0,83imlkv2,0.7663452625274658,0.8417521715164185,0.7121645212173462,3007.1041378974915
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,all,1,2a4isdk4,0.783536434173584,0.8440212607383728,0.7455739974975586,3542.7369215488434
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,all,2,0s065qu2,0.8604875802993774,0.8234017491340637,0.8429468870162964,3919.021110534668
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,all,3,bndt0wlx,0.8220726251602173,0.8029794692993164,0.690462589263916,3257.2180075645447
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,all,4,jy22i7ey,0.7695348858833313,0.8492501974105835,0.7509994506835938,2656.993336200714
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,none,0,peudnd0k,0.7160390019416809,0.805051326751709,0.7224442958831787,2757.7811484336853
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,none,1,w38hq4jt,0.8144260048866272,0.8114640712738037,0.7093089818954468,3763.667579650879
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,none,2,nd065u00,0.7567825317382812,0.8192580938339233,0.8023986220359802,2563.613359212876
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,none,3,wt2lut16,0.8540719151496887,0.8392857313156128,0.797258734703064,4930.604600429535
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,none,4,ke5vz5xm,0.8186222910881042,0.8198500275611877,0.8343803882598877,2928.592153787613
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,simple_rotate,0,y5ulouyd,0.7138378620147705,0.811562716960907,0.7347229719161987,17365.173386335373
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,simple_rotate,1,knwn7snx,0.7498089671134949,0.8209352493286133,0.6790405511856079,16527.411567926407
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,simple_rotate,2,1odnfoc2,0.5592808723449707,0.8368192911148071,0.7978298664093018,10287.72243833542
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,simple_rotate,3,x58xne6g,0.7951245307922363,0.805051326751709,0.7601370811462402,21545.68415403366
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,retccl,simple_rotate,4,26halg0w,0.7921593189239502,0.8194553852081299,0.7201598882675171,13525.839608192444
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,Macenko_patchwise,0,43uofmvj,0.6898853778839111,0.7327347993850708,0.7761279344558716,1102.124503850937
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,Macenko_patchwise,1,lpjbd7jv,0.7732945680618286,0.7861089706420898,0.7938320636749268,1663.5975127220154
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,Macenko_patchwise,2,0wp3e9dz,0.8115214109420776,0.8141279220581055,0.8366647958755493,1551.1269433498385
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,Macenko_patchwise,3,eyjhhq85,0.8040750026702881,0.8281373381614685,0.8046830296516418,1517.4555196762085
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,Macenko_patchwise,4,gftijtum,0.6989994645118713,0.8052486181259155,0.7944031953811646,4764.455296993256
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,Macenko_slidewise,0,fxscsvr8,0.7217026948928833,0.7924230098724365,0.77384352684021,1503.7317390441897
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,Macenko_slidewise,1,4kovw53j,0.7942332029342651,0.8075177669525146,0.7969731092453003,1710.1827578544617
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,Macenko_slidewise,2,qv6q9xs8,0.8020678162574768,0.8100827932357788,0.7995431423187256,2151.729940891266
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,Macenko_slidewise,3,hwlxv3vz,0.852828860282898,0.8076164126396179,0.7875499725341797,2453.3635442256927
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,Macenko_slidewise,4,ee3i0z5p,0.7542295455932617,0.7815706729888916,0.7709879875183105,1669.0046319961548
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,all,0,wegdpl02,0.7423564195632935,0.8113654255867004,0.803540825843811,2762.6962764263158
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,all,1,7dlhno3v,0.8063670992851257,0.806827187538147,0.7846944332122803,3773.8618211746216
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,all,2,mgir9267,0.7231156826019287,0.7766376733779907,0.79840087890625,2867.8348894119263
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,all,3,5jzztm7i,0.7015372514724731,0.7745658755302429,0.7609937191009521,1939.398858308792
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,all,4,4nmztcee,0.7538263201713562,0.7690410614013672,0.7658481001853943,2713.27570104599
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,none,0,h44b1jv4,0.7298041582107544,0.7865035533905029,0.8052541017532349,3221.407629966736
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,none,1,vkr81so4,0.7910799980163574,0.7810773849487305,0.7995431423187256,2936.059509038925
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,none,2,4uu1nn9l,0.8675035238265991,0.7938042879104614,0.8058252334594727,3152.1247539520264
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,none,3,x1v8uaz4,0.7495057582855225,0.8011049032211304,0.7949743270874023,2624.0274419784546
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,none,4,9h8a29fe,0.8099873065948486,0.7504932880401611,0.6687607169151306,4108.861241817474
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,simple_rotate,0,2e24z4xk,0.6569705009460449,0.7655879855155945,0.7652769684791565,7257.091536045075
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,simple_rotate,1,1b0jvsnr,0.7717725038528442,0.7938042879104614,0.7235865592956543,12761.927768468857
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,simple_rotate,2,q3h1vwuz,0.8341398239135742,0.780386745929718,0.7195888161659241,12704.89353275299
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,simple_rotate,3,2pxorh9k,0.7183493971824646,0.7622336149215698,0.7521415948867798,11855.191239118576
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swav,simple_rotate,4,qnp95p1m,0.7398216724395752,0.7622336149215698,0.8429468870162964,14335.531027793884
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_patchwise,0,2x0mprx7,0.7525438070297241,0.6894237995147705,0.672187328338623,1249.356257200241
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_patchwise,1,i9y233jj,0.7054393291473389,0.6530189514160156,0.6230725049972534,965.5798816680908
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_patchwise,2,hyceaott,0.63177490234375,0.664561927318573,0.6019417643547058,1160.7320923805237
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_patchwise,3,3h1mwr4i,0.8015826940536499,0.6884372234344482,0.685322642326355,2287.645064353943
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_patchwise,4,khcvjz1m,0.5943059921264648,0.6422652006149292,0.5516847372055054,1115.2861852645874
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_slidewise,0,0xfh41xh,0.765702486038208,0.6601223349571228,0.6207880973815918,1642.2334942817688
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_slidewise,1,dsr54agl,0.6870231628417969,0.6728492379188538,0.6145060062408447,1403.210009098053
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_slidewise,2,y8aisrrq,0.7578921914100647,0.7459549903869629,0.6699029207229614,1599.0356950759888
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_slidewise,3,7e2pe5pe,0.6956825256347656,0.7202051877975464,0.695602536201477,1534.623360872269
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,Macenko_slidewise,4,db406eon,0.7116791009902954,0.7162588834762573,0.6996002197265625,1061.896157026291
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,all,0,fc0hxd88,0.7795312404632568,0.6684095859527588,0.7001712918281555,2346.5388555526733
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,all,1,9z2oupju,0.6821054220199585,0.6595304012298584,0.600799560546875,1514.8576803207395
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,all,2,yb8i5yvq,0.8580679893493652,0.7332280874252319,0.7327241897583008,2431.864282131195
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,all,3,6x0hjjlp,0.8607665300369263,0.7720993757247925,0.7195888161659241,2508.653930425644
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,all,4,rkku7h9g,0.647862434387207,0.6799526214599609,0.6145060062408447,2026.575537443161
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,none,0,q91sc00t,0.7434661388397217,0.6961326003074646,0.71387779712677,2337.81294298172
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,none,1,xuoajp9b,0.7146382927894592,0.6900157928466797,0.6756139397621155,2222.721700906753
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,none,2,euw2o80c,0.6790249347686768,0.6502565145492554,0.6887493133544922,1878.3720271587367
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,none,3,zri3fbmc,0.6764355897903442,0.643547773361206,0.6761850118637085,2074.3504717350006
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,none,4,3hb70s2p,0.735758900642395,0.654498815536499,0.731010913848877,2246.85332775116
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,simple_rotate,0,kwcchkes,0.7582741975784302,0.7480268478393555,0.750428318977356,5686.735405921936
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,simple_rotate,1,2hpzt85j,0.858832061290741,0.7242501974105835,0.6733295917510986,4792.318486213684
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,simple_rotate,2,hxll1j6z,0.6384391784667969,0.6391081213951111,0.6641918420791626,3213.614295721054
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,simple_rotate,3,d2gcilgu,0.6921290755271912,0.7010655403137207,0.7001713514328003,2778.596112012863
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,swin,simple_rotate,4,omq0k69q,0.7170820236206055,0.7089581489562988,0.7041690349578857,3022.5105679035187
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_patchwise,0,a7sxp5l1,0.7567339539527893,0.6906077265739441,0.727013111114502,1164.3874914646149
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_patchwise,1,utno0jnq,0.7467163801193237,0.687450647354126,0.6761850118637085,1927.526792049408
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_patchwise,2,ost6ybqe,0.7847462296485901,0.6980071067810059,0.6636207699775696,1121.0137956142426
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_patchwise,3,ewtwjaa9,0.6460796594619751,0.6625888347625732,0.6767561435699463,1000.952748298645
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_patchwise,4,j3cfx57z,0.7566490769386292,0.7324388027191162,0.689891517162323,1143.3515584468842
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_slidewise,0,pt0kvj0k,0.7495846152305603,0.6146408319473267,0.6185036897659302,1828.722502231598
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_slidewise,1,u62zwd7v,0.7948517799377441,0.7058011293411255,0.6499143838882446,1474.3801426887512
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_slidewise,2,olt7pbjk,0.818440318107605,0.7087608575820923,0.6961736083030701,1799.8808023929596
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_slidewise,3,7jm2vzi4,0.856849193572998,0.7256314158439636,0.6667618751525879,2049.51305770874
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,Macenko_slidewise,4,we90e72n,0.8654659986495972,0.7649960517883301,0.695602536201477,2162.687302827835
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,all,0,v1c2rgq1,0.7416651248931885,0.7076262831687927,0.7361507415771484,1829.5893816947937
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,all,1,g05tl40u,0.845176100730896,0.7669692039489746,0.6453455686569214,2428.150871038437
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,all,2,nphdhyfn,0.8153781294822693,0.711227297782898,0.7144489288330078,2732.077029466629
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,all,3,idu2pvka,0.8136135339736938,0.7419100403785706,0.6913192272186279,2472.317574739456
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,all,4,zjv2zmb0,0.5352404117584229,0.6712707281112671,0.7121644616127014,1230.520833492279
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,none,0,hwio1zzq,0.7662118673324585,0.678176760673523,0.7164477109909058,2422.7059302330017
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,none,1,rbgdtyw7,0.8200048208236694,0.7466455698013306,0.6950314044952393,2862.0625717639923
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,none,2,xexw7yhn,0.8041355609893799,0.770126223564148,0.6898914575576782,2467.3889198303223
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,none,3,dwkr3h04,0.6922260522842407,0.7358918786048889,0.7395774126052856,2211.5589411258698
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,none,4,l2ka9rdl,0.8415196537971497,0.7632201910018921,0.7053112983703613,2519.825780391693
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,simple_rotate,0,l78is5jw,0.8581165671348572,0.7669692039489746,0.6833237409591675,5248.239064693451
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,simple_rotate,1,6933d5y4,0.7227638959884644,0.757498025894165,0.7161622047424316,4058.957391500473
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,simple_rotate,2,2e3twmqf,0.7345764636993408,0.6824191212654114,0.7692747116088867,2536.934411287308
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,simple_rotate,3,kh8mfcn3,0.8652113676071167,0.7130031585693359,0.7115933299064636,3601.614894866944
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vit,simple_rotate,4,p0bvzl90,0.5569553375244141,0.6517363786697388,0.7110222578048706,2672.127768039704
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,Macenko_patchwise,0,zu715yo1,0.5798556804656982,0.6448302865028381,0.6933180689811707,1506.554372549057
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,Macenko_patchwise,1,5hgh6h3o,0.8230307698249817,0.7348066568374634,0.6013706922531128,2752.224165916443
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,Macenko_patchwise,2,mdpod7f8,0.7298283576965332,0.718824028968811,0.7235865592956543,2153.45814204216
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,Macenko_patchwise,3,3ewbkm6n,0.6618397831916809,0.6685082912445068,0.7492861151695251,1607.26043343544
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,Macenko_patchwise,4,g1snpgfc,0.7119216322898865,0.703827977180481,0.7527127265930176,1890.366460800171
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,Macenko_slidewise,0,15we9u13,0.8686131834983826,0.7449684143066406,0.7195888161659241,2500.477477073669
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,Macenko_slidewise,1,l1iifsm5,0.63034987449646,0.6791633367538452,0.6527698040008545,1549.8167896270752
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,Macenko_slidewise,2,qec3zkhu,0.6568309664726257,0.6756117343902588,0.5916619300842285,1303.9097831249237
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,Macenko_slidewise,3,k9v5o8x4,0.7063307762145996,0.696724534034729,0.6630496978759766,1654.4478070735931
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,Macenko_slidewise,4,rbxl4bwv,0.7103267908096313,0.6619968414306641,0.6373500823974609,1422.360726594925
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,all,0,tgz2tpag,0.7196592092514038,0.7096487283706665,0.7344374656677246,1188.399783372879
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,all,1,9t6xlnoo,0.7694924473762512,0.740726113319397,0.7766990661621094,1356.691175699234
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,all,2,5qyy4j97,0.7719422578811646,0.7263219952583313,0.737864077091217,1336.0531125068665
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,all,3,schawdou,0.6964889764785767,0.7364838123321533,0.7447172999382019,898.542097568512
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,all,4,sparln6d,0.6401976346969604,0.7018548250198364,0.7252998352050781,784.9921181201935
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,none,0,7y3qd108,0.7184343338012695,0.7233622670173645,0.7687035799026489,2273.566834926605
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,none,1,qvny45xp,0.592201828956604,0.7229676246643066,0.7190176844596863,1631.8096475601196
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,none,2,eawqigyo,0.6610029935836792,0.7367798089981079,0.7195888161659241,1639.6420681476593
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,none,3,yc3yw7fb,0.7184767127037048,0.709550142288208,0.7698458433151245,2255.602282524109
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,none,4,8zq54ws2,0.6678491830825806,0.700276255607605,0.7315819263458252,1611.9471366405487
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,simple_rotate,0,v9djmif0,0.7214359045028687,0.7440805435180664,0.7766990661621094,1263.1592152118685
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,simple_rotate,1,7kwd81si,0.735061526298523,0.7304656505584717,0.7441462278366089,1270.8048481941223
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,simple_rotate,2,16rtxwxf,0.7624643445014954,0.7121152281761169,0.7692747116088867,1289.356943845749
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,simple_rotate,3,v3gjsksm,0.6970105171203613,0.7520717978477478,0.7704168558120728,1128.5266256332395
low,CDH1,tcga_brca_CDH1,cptac_brca_CDH1,Transformer,vits,simple_rotate,4,dqrofqhu,0.6727548241615295,0.7182320356369019,0.7470016479492188,854.5371513366699
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,Macenko_patchwise,0,yzxrxhcj,0.5280011892318726,0.5941080451011658,0.6647897958755493,753.0628306865692
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,Macenko_patchwise,1,dn9pq4dr,0.551299512386322,0.5366612076759338,0.5007507801055908,5169.826009988785
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,Macenko_patchwise,2,0y1l4zqk,0.5234767198562622,0.5193126201629639,0.5873686075210571,3590.690840959549
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,Macenko_patchwise,3,r0kwtvu5,0.536552906036377,0.5653027892112732,0.6107357740402222,2205.9434452056885
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,Macenko_patchwise,4,c2cgik1y,0.5265092849731445,0.5407528877258301,0.6317567825317383,2296.0445098876958
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,Macenko_slidewise,0,1hcu0g1g,0.5382556915283203,0.5277413725852966,0.6501501798629761,2612.330318927765
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,Macenko_slidewise,1,o3qxdisq,0.509303092956543,0.5351881980895996,0.6699512004852295,3744.56764960289
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,Macenko_slidewise,2,nq8x2yqr,0.5157195925712585,0.537315845489502,0.7357357740402222,2568.6181497573853
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,Macenko_slidewise,3,xsm2ojro,0.5706517100334167,0.5689034461975098,0.5953453779220581,1790.1159892082214
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,Macenko_slidewise,4,zov0b845,0.5225631594657898,0.5816693902015686,0.5193318724632263,883.2007224559784
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,all,0,0s13fzu7,0.4716204106807709,0.5461538434028625,0.5392267107963562,800.0906171798706
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,all,1,rb93a0gg,0.5011568069458008,0.5859247446060181,0.6261261701583862,995.6794397830964
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,all,2,7l40mr0s,0.5714733600616455,0.6356792449951172,0.5360360145568848,1983.4274079799648
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,all,3,0j0p5xez,0.5289850831031799,0.5337151885032654,0.4861111044883728,1177.8359401226044
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,all,4,9vag8m1q,0.5574403405189514,0.4831423759460449,0.4979354441165924,1408.8337168693542
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,none,0,lcvjytcu,0.5216441750526428,0.5705400705337524,0.5675675868988037,2766.070414543152
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,none,1,x9587gon,0.5281850099563599,0.5947626829147339,0.6614114046096802,2846.2423782348637
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,none,2,05oi90vv,0.5316770076751709,0.5699672698974609,0.6438626050949097,3728.277946233749
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,none,3,jhzmdb2d,0.5898309350013733,0.6067103147506714,0.5778903961181641,869.4675860404968
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,none,4,dja8mea9,0.5108977556228638,0.5289689302444458,0.6576576232910156,2928.548077821732
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,simple_rotate,0,9qwsyn9p,0.5485912561416626,0.5567103028297424,0.6761448979377747,590.6206059455872
low,KRAS,tcga_crc_KRAS,cptac_crc_KRAS,AttentionMIL,bt,simple_rotate,1,64q8z9ml,0.5290498733520508,0.5895253419876099,0.6351351737976074,710.6428129673004
